Faction	RoutId	PartId	Sex	Genre	DetailType	ParticularType	Level	PartInfo	RoutInfo
3	2	6	2	4	9	490	10	Mạo Tử	Tụ Tiễn
3	2	7	2	4	5	459	10	Hạng Liên	Tụ Tiễn
3	2	8	2	4	11	94	10	Ngọc Bội	Tụ Tiễn
3	2	9	2	4	4	476	10	Giới Chỉ	Tụ Tiễn
3	2	10	2	2	2	148	10	Vũ Khí	Tụ Tiễn
4	1	1	1	4	6	100	10	Hộ Thân Phù	Đao Độc
4	1	2	1	4	3	234	10	Y Phục	Đao Độc
4	1	3	1	4	8	463	10	Yêu Đái	Đao Độc
4	1	4	1	4	7	43	10	Hài Tử	Đao Độc
4	1	5	1	4	10	505	10	Hộ Uyển	Đao Độc
4	1	6	1	4	9	489	10	Mạo Tử	Đao Độc
4	1	7	1	4	5	459	10	Hạng Liên	Đao Độc
4	1	8	1	4	11	93	10	Ngọc Bội	Đao Độc
4	1	9	1	4	4	476	10	Giới Chỉ	Đao Độc
4	1	10	1	2	1	1339	10	Vũ Khí	Đao Độc
4	1	1	2	4	6	100	10	Hộ Thân Phù	Đao Độc
4	1	2	2	4	3	239	10	Y Phục	Đao Độc
4	1	3	2	4	8	464	10	Yêu Đái	Đao Độc
4	1	4	2	4	7	44	10	Hài Tử	Đao Độc
4	1	5	2	4	10	506	10	Hộ Uyển	Đao Độc
4	1	6	2	4	9	490	10	Mạo Tử	Đao Độc
4	1	7	2	4	5	459	10	Hạng Liên	Đao Độc
4	1	8	2	4	11	94	10	Ngọc Bội	Đao Độc
4	1	9	2	4	4	476	10	Giới Chỉ	Đao Độc
4	1	10	2	2	1	1339	10	Vũ Khí	Đao Độc
4	2	1	1	4	6	100	10	Hộ Thân Phù	Chưởng Độc
4	2	2	1	4	3	234	10	Y Phục	Chưởng Độc
4	2	3	1	4	8	463	10	Yêu Đái	Chưởng Độc
4	2	4	1	4	7	43	10	Hài Tử	Chưởng Độc
4	2	5	1	4	10	507	10	Hộ Uyển	Chưởng Độc
4	2	6	1	4	9	489	10	Mạo Tử	Chưởng Độc
4	2	7	1	4	5	460	10	Hạng Liên	Chưởng Độc
4	2	8	1	4	11	93	10	Ngọc Bội	Chưởng Độc
4	2	9	1	4	4	477	10	Giới Chỉ	Chưởng Độc
4	2	10	1	2	1	1340	10	Vũ Khí	Chưởng Độc
4	2	1	2	4	6	100	10	Hộ Thân Phù	Chưởng Độc
4	2	2	2	4	3	239	10	Y Phục	Chưởng Độc
4	2	3	2	4	8	464	10	Yêu Đái	Chưởng Độc
4	2	4	2	4	7	44	10	Hài Tử	Chưởng Độc
4	2	5	2	4	10	508	10	Hộ Uyển	Chưởng Độc
4	2	6	2	4	9	490	10	Mạo Tử	Chưởng Độc
4	2	7	2	4	5	460	10	Hạng Liên	Chưởng Độc
4	2	8	2	4	11	94	10	Ngọc Bội	Chưởng Độc
4	2	9	2	4	4	477	10	Giới Chỉ	Chưởng Độc
4	2	10	2	2	1	1340	10	Vũ Khí	Chưởng Độc
5	1	1	1	4	6	105	10	Hộ Thân Phù	Chưởng Nga
5	1	2	1	4	3	235	10	Y Phục	Chưởng Nga
5	1	3	1	4	8	467	10	Yêu Đái	Chưởng Nga
5	1	4	1	4	7	45	10	Hài Tử	Chưởng Nga
5	1	5	1	4	10	511	10	Hộ Uyển	Chưởng Nga
5	1	6	1	4	9	491	10	Mạo Tử	Chưởng Nga
5	1	7	1	4	5	462	10	Hạng Liên	Chưởng Nga
5	1	8	1	4	11	95	10	Ngọc Bội	Chưởng Nga
5	1	9	1	4	4	479	10	Giới Chỉ	Chưởng Nga
5	1	10	1	2	1	1343	10	Vũ Khí	Chưởng Nga
5	1	1	2	4	6	105	10	Hộ Thân Phù	Chưởng Nga
5	1	2	2	4	3	240	10	Y Phục	Chưởng Nga
5	1	3	2	4	8	468	10	Yêu Đái	Chưởng Nga
5	1	4	2	4	7	46	10	Hài Tử	Chưởng Nga
5	1	5	2	4	10	512	10	Hộ Uyển	Chưởng Nga
5	1	6	2	4	9	492	10	Mạo Tử	Chưởng Nga
5	1	7	2	4	5	462	10	Hạng Liên	Chưởng Nga
5	1	8	2	4	11	96	10	Ngọc Bội	Chưởng Nga
5	1	9	2	4	4	479	10	Giới Chỉ	Chưởng Nga
5	1	10	2	2	1	1343	10	Vũ Khí	Chưởng Nga
5	2	1	1	4	6	105	10	Hộ Thân Phù	Phụ Nga
5	2	2	1	4	3	235	10	Y Phục	Phụ Nga
5	2	3	1	4	8	467	10	Yêu Đái	Phụ Nga
5	2	4	1	4	7	45	10	Hài Tử	Phụ Nga
5	2	5	1	4	10	511	10	Hộ Uyển	Phụ Nga
5	2	6	1	4	9	491	10	Mạo Tử	Phụ Nga
5	2	7	1	4	5	462	10	Hạng Liên	Phụ Nga
5	2	8	1	4	11	95	10	Ngọc Bội	Phụ Nga
5	2	9	1	4	4	479	10	Giới Chỉ	Phụ Nga
5	2	10	1	2	1	1344	10	Vũ Khí	Phụ Nga
5	2	1	2	4	6	105	10	Hộ Thân Phù	Phụ Nga
5	2	2	2	4	3	240	10	Y Phục	Phụ Nga
5	2	3	2	4	8	468	10	Yêu Đái	Phụ Nga
5	2	4	2	4	7	46	10	Hài Tử	Phụ Nga
5	2	5	2	4	10	512	10	Hộ Uyển	Phụ Nga
5	2	6	2	4	9	492	10	Mạo Tử	Phụ Nga
5	2	7	2	4	5	462	10	Hạng Liên	Phụ Nga
5	2	8	2	4	11	96	10	Ngọc Bội	Phụ Nga
5	2	9	2	4	4	479	10	Giới Chỉ	Phụ Nga
5	2	10	2	2	1	1344	10	Vũ Khí	Phụ Nga
6	1	1	1	4	6	105	10	Hộ Thân Phù	Kiếm Thúy
6	1	2	1	4	3	235	10	Y Phục	Kiếm Thúy
6	1	3	1	4	8	467	10	Yêu Đái	Kiếm Thúy
6	1	4	1	4	7	45	10	Hài Tử	Kiếm Thúy
6	1	5	1	4	10	511	10	Hộ Uyển	Kiếm Thúy
6	1	6	1	4	9	491	10	Mạo Tử	Kiếm Thúy
6	1	7	1	4	5	462	10	Hạng Liên	Kiếm Thúy
6	1	8	1	4	11	95	10	Ngọc Bội	Kiếm Thúy
6	1	9	1	4	4	479	10	Giới Chỉ	Kiếm Thúy
6	1	10	1	2	1	1344	10	Vũ Khí	Kiếm Thúy
6	1	1	2	4	6	105	10	Hộ Thân Phù	Kiếm Thúy
6	1	2	2	4	3	240	10	Y Phục	Kiếm Thúy
6	1	3	2	4	8	468	10	Yêu Đái	Kiếm Thúy
6	1	4	2	4	7	46	10	Hài Tử	Kiếm Thúy
6	1	5	2	4	10	512	10	Hộ Uyển	Kiếm Thúy
6	1	6	2	4	9	492	10	Mạo Tử	Kiếm Thúy
6	1	7	2	4	5	462	10	Hạng Liên	Kiếm Thúy
6	1	8	2	4	11	96	10	Ngọc Bội	Kiếm Thúy
6	1	9	2	4	4	479	10	Giới Chỉ	Kiếm Thúy
6	1	10	2	2	1	1344	10	Vũ Khí	Kiếm Thúy
6	2	1	1	4	6	105	10	Hộ Thân Phù	Đao Thúy
6	2	2	1	4	3	235	10	Y Phục	Đao Thúy
6	2	3	1	4	8	467	10	Yêu Đái	Đao Thúy
6	2	4	1	4	7	45	10	Hài Tử	Đao Thúy
6	2	5	1	4	10	509	10	Hộ Uyển	Đao Thúy
6	2	6	1	4	9	491	10	Mạo Tử	Đao Thúy
6	2	7	1	4	5	461	10	Hạng Liên	Đao Thúy
6	2	8	1	4	11	95	10	Ngọc Bội	Đao Thúy
6	2	9	1	4	4	478	10	Giới Chỉ	Đao Thúy
6	2	10	1	2	1	1341	10	Vũ Khí	Đao Thúy
6	2	1	2	4	6	105	10	Hộ Thân Phù	Đao Thúy
6	2	2	2	4	3	240	10	Y Phục	Đao Thúy
6	2	3	2	4	8	468	10	Yêu Đái	Đao Thúy
6	2	4	2	4	7	46	10	Hài Tử	Đao Thúy
6	2	5	2	4	10	510	10	Hộ Uyển	Đao Thúy
6	2	6	2	4	9	492	10	Mạo Tử	Đao Thúy
6	2	7	2	4	5	461	10	Hạng Liên	Đao Thúy
6	2	8	2	4	11	96	10	Ngọc Bội	Đao Thúy
6	2	9	2	4	4	478	10	Giới Chỉ	Đao Thúy
6	2	10	2	2	1	1341	10	Vũ Khí	Đao Thúy
7	1	1	1	4	6	110	10	Hộ Thân Phù	Chưởng Cái
7	1	2	1	4	3	236	10	Y Phục	Chưởng Cái
7	1	3	1	4	8	471	10	Yêu Đái	Chưởng Cái
7	1	4	1	4	7	47	10	Hài Tử	Chưởng Cái
7	1	5	1	4	10	515	10	Hộ Uyển	Chưởng Cái
7	1	6	1	4	9	493	10	Mạo Tử	Chưởng Cái
7	1	7	1	4	5	464	10	Hạng Liên	Chưởng Cái
7	1	8	1	4	11	97	10	Ngọc Bội	Chưởng Cái
7	1	9	1	4	4	481	10	Giới Chỉ	Chưởng Cái
7	1	10	1	2	1	1347	10	Vũ Khí	Chưởng Cái
7	1	1	2	4	6	110	10	Hộ Thân Phù	Chưởng Cái
7	1	2	2	4	3	241	10	Y Phục	Chưởng Cái
7	1	3	2	4	8	472	10	Yêu Đái	Chưởng Cái
7	1	4	2	4	7	48	10	Hài Tử	Chưởng Cái
7	1	5	2	4	10	516	10	Hộ Uyển	Chưởng Cái
7	1	6	2	4	9	494	10	Mạo Tử	Chưởng Cái
7	1	7	2	4	5	464	10	Hạng Liên	Chưởng Cái
7	1	8	2	4	11	98	10	Ngọc Bội	Chưởng Cái
7	1	9	2	4	4	481	10	Giới Chỉ	Chưởng Cái
7	1	10	2	2	1	1347	10	Vũ Khí	Chưởng Cái
7	2	1	1	4	6	110	10	Hộ Thân Phù	Côn Cái
7	2	2	1	4	3	236	10	Y Phục	Côn Cái
7	2	3	1	4	8	471	10	Yêu Đái	Côn Cái
7	2	4	1	4	7	47	10	Hài Tử	Côn Cái
7	2	5	1	4	10	513	10	Hộ Uyển	Côn Cái
7	2	6	1	4	9	493	10	Mạo Tử	Côn Cái
7	2	7	1	4	5	463	10	Hạng Liên	Côn Cái
7	2	8	1	4	11	97	10	Ngọc Bội	Côn Cái
7	2	9	1	4	4	480	10	Giới Chỉ	Côn Cái
7	2	10	1	2	1	1345	10	Vũ Khí	Côn Cái
7	2	1	2	4	6	110	10	Hộ Thân Phù	Côn Cái
7	2	2	2	4	3	241	10	Y Phục	Côn Cái
7	2	3	2	4	8	472	10	Yêu Đái	Côn Cái
7	2	4	2	4	7	48	10	Hài Tử	Côn Cái
7	2	5	2	4	10	514	10	Hộ Uyển	Côn Cái
7	2	6	2	4	9	494	10	Mạo Tử	Côn Cái
7	2	7	2	4	5	463	10	Hạng Liên	Côn Cái
7	2	8	2	4	11	98	10	Ngọc Bội	Côn Cái
7	2	9	2	4	4	480	10	Giới Chỉ	Côn Cái
7	2	10	2	2	1	1345	10	Vũ Khí	Côn Cái
8	1	1	1	4	6	110	10	Hộ Thân Phù	Chiến Nhẫn
8	1	2	1	4	3	236	10	Y Phục	Chiến Nhẫn
8	1	3	1	4	8	471	10	Yêu Đái	Chiến Nhẫn
8	1	4	1	4	7	47	10	Hài Tử	Chiến Nhẫn
8	1	5	1	4	10	513	10	Hộ Uyển	Chiến Nhẫn
8	1	6	1	4	9	493	10	Mạo Tử	Chiến Nhẫn
8	1	7	1	4	5	463	10	Hạng Liên	Chiến Nhẫn
8	1	8	1	4	11	97	10	Ngọc Bội	Chiến Nhẫn
8	1	9	1	4	4	480	10	Giới Chỉ	Chiến Nhẫn
8	1	10	1	2	1	1346	10	Vũ Khí	Chiến Nhẫn
8	1	1	2	4	6	110	10	Hộ Thân Phù	Chiến Nhẫn
8	1	2	2	4	3	241	10	Y Phục	Chiến Nhẫn
8	1	3	2	4	8	472	10	Yêu Đái	Chiến Nhẫn
8	1	4	2	4	7	48	10	Hài Tử	Chiến Nhẫn
8	1	5	2	4	10	514	10	Hộ Uyển	Chiến Nhẫn
8	1	6	2	4	9	494	10	Mạo Tử	Chiến Nhẫn
8	1	7	2	4	5	463	10	Hạng Liên	Chiến Nhẫn
8	1	8	2	4	11	98	10	Ngọc Bội	Chiến Nhẫn
8	1	9	2	4	4	480	10	Giới Chỉ	Chiến Nhẫn
8	1	10	2	2	1	1346	10	Vũ Khí	Chiến Nhẫn
8	2	1	1	4	6	110	10	Hộ Thân Phù	Ma Nhẫn
8	2	2	1	4	3	236	10	Y Phục	Ma Nhẫn
8	2	3	1	4	8	471	10	Yêu Đái	Ma Nhẫn
8	2	4	1	4	7	47	10	Hài Tử	Ma Nhẫn
8	2	5	1	4	10	515	10	Hộ Uyển	Ma Nhẫn
8	2	6	1	4	9	493	10	Mạo Tử	Ma Nhẫn
8	2	7	1	4	5	464	10	Hạng Liên	Ma Nhẫn
8	2	8	1	4	11	97	10	Ngọc Bội	Ma Nhẫn
8	2	9	1	4	4	481	10	Giới Chỉ	Ma Nhẫn
8	2	10	1	2	1	1348	10	Vũ Khí	Ma Nhẫn
8	2	1	2	4	6	110	10	Hộ Thân Phù	Ma Nhẫn
8	2	2	2	4	3	241	10	Y Phục	Ma Nhẫn
8	2	3	2	4	8	472	10	Yêu Đái	Ma Nhẫn
8	2	4	2	4	7	48	10	Hài Tử	Ma Nhẫn
8	2	5	2	4	10	516	10	Hộ Uyển	Ma Nhẫn
8	2	6	2	4	9	494	10	Mạo Tử	Ma Nhẫn
8	2	7	2	4	5	464	10	Hạng Liên	Ma Nhẫn
8	2	8	2	4	11	98	10	Ngọc Bội	Ma Nhẫn
8	2	9	2	4	4	481	10	Giới Chỉ	Ma Nhẫn
8	2	10	2	2	1	1348	10	Vũ Khí	Ma Nhẫn
9	1	1	1	4	6	115	10	Hộ Thân Phù	Khí Võ
9	1	2	1	4	3	237	10	Y Phục	Khí Võ
9	1	3	1	4	8	475	10	Yêu Đái	Khí Võ
9	1	4	1	4	7	49	10	Hài Tử	Khí Võ
9	1	5	1	4	10	519	10	Hộ Uyển	Khí Võ
9	1	6	1	4	9	495	10	Mạo Tử	Khí Võ
9	1	7	1	4	5	466	10	Hạng Liên	Khí Võ
9	1	8	1	4	11	99	10	Ngọc Bội	Khí Võ
9	1	9	1	4	4	483	10	Giới Chỉ	Khí Võ
9	1	10	1	2	1	1351	10	Vũ Khí	Khí Võ
9	1	1	2	4	6	115	10	Hộ Thân Phù	Khí Võ
9	1	2	2	4	3	242	10	Y Phục	Khí Võ
9	1	3	2	4	8	476	10	Yêu Đái	Khí Võ
9	1	4	2	4	7	50	10	Hài Tử	Khí Võ
9	1	5	2	4	10	520	10	Hộ Uyển	Khí Võ
9	1	6	2	4	9	496	10	Mạo Tử	Khí Võ
9	1	7	2	4	5	466	10	Hạng Liên	Khí Võ
9	1	8	2	4	11	100	10	Ngọc Bội	Khí Võ
9	1	9	2	4	4	483	10	Giới Chỉ	Khí Võ
9	1	10	2	2	1	1351	10	Vũ Khí	Khí Võ
9	2	1	1	4	6	115	10	Hộ Thân Phù	Kiếm Võ
9	2	2	1	4	3	237	10	Y Phục	Kiếm Võ
9	2	3	1	4	8	475	10	Yêu Đái	Kiếm Võ
9	2	4	1	4	7	49	10	Hài Tử	Kiếm Võ
9	2	5	1	4	10	517	10	Hộ Uyển	Kiếm Võ
9	2	6	1	4	9	495	10	Mạo Tử	Kiếm Võ
9	2	7	1	4	5	465	10	Hạng Liên	Kiếm Võ
9	2	8	1	4	11	99	10	Ngọc Bội	Kiếm Võ
9	2	9	1	4	4	482	10	Giới Chỉ	Kiếm Võ
9	2	10	1	2	1	1350	10	Vũ Khí	Kiếm Võ
9	2	1	2	4	6	115	10	Hộ Thân Phù	Kiếm Võ
9	2	2	2	4	3	242	10	Y Phục	Kiếm Võ
9	2	3	2	4	8	476	10	Yêu Đái	Kiếm Võ
9	2	4	2	4	7	50	10	Hài Tử	Kiếm Võ
9	2	5	2	4	10	518	10	Hộ Uyển	Kiếm Võ
9	2	6	2	4	9	496	10	Mạo Tử	Kiếm Võ
9	2	7	2	4	5	465	10	Hạng Liên	Kiếm Võ
9	2	8	2	4	11	100	10	Ngọc Bội	Kiếm Võ
9	2	9	2	4	4	482	10	Giới Chỉ	Kiếm Võ
9	2	10	2	2	1	1350	10	Vũ Khí	Kiếm Võ
10	1	1	1	4	6	115	10	Hộ Thân Phù	Đao Côn
10	1	2	1	4	3	237	10	Y Phục	Đao Côn
10	1	3	1	4	8	475	10	Yêu Đái	Đao Côn
10	1	4	1	4	7	49	10	Hài Tử	Đao Côn
10	1	5	1	4	10	517	10	Hộ Uyển	Đao Côn
10	1	6	1	4	9	495	10	Mạo Tử	Đao Côn
10	1	7	1	4	5	465	10	Hạng Liên	Đao Côn
10	1	8	1	4	11	99	10	Ngọc Bội	Đao Côn
10	1	9	1	4	4	482	10	Giới Chỉ	Đao Côn
10	1	10	1	2	1	1349	10	Vũ Khí	Đao Côn
10	1	1	2	4	6	115	10	Hộ Thân Phù	Đao Côn
10	1	2	2	4	3	242	10	Y Phục	Đao Côn
10	1	3	2	4	8	476	10	Yêu Đái	Đao Côn
10	1	4	2	4	7	50	10	Hài Tử	Đao Côn
10	1	5	2	4	10	518	10	Hộ Uyển	Đao Côn
10	1	6	2	4	9	496	10	Mạo Tử	Đao Côn
10	1	7	2	4	5	465	10	Hạng Liên	Đao Côn
10	1	8	2	4	11	100	10	Ngọc Bội	Đao Côn
10	1	9	2	4	4	482	10	Giới Chỉ	Đao Côn
10	1	10	2	2	1	1349	10	Vũ Khí	Đao Côn
10	2	1	1	4	6	115	10	Hộ Thân Phù	Kiếm Côn
10	2	2	1	4	3	237	10	Y Phục	Kiếm Côn
10	2	3	1	4	8	475	10	Yêu Đái	Kiếm Côn
10	2	4	1	4	7	49	10	Hài Tử	Kiếm Côn
10	2	5	1	4	10	519	10	Hộ Uyển	Kiếm Côn
10	2	6	1	4	9	495	10	Mạo Tử	Kiếm Côn
10	2	7	1	4	5	466	10	Hạng Liên	Kiếm Côn
10	2	8	1	4	11	99	10	Ngọc Bội	Kiếm Côn
10	2	9	1	4	4	483	10	Giới Chỉ	Kiếm Côn
10	2	10	1	2	1	1352	10	Vũ Khí	Kiếm Côn
10	2	1	2	4	6	115	10	Hộ Thân Phù	Kiếm Côn
10	2	2	2	4	3	242	10	Y Phục	Kiếm Côn
10	2	3	2	4	8	476	10	Yêu Đái	Kiếm Côn
10	2	4	2	4	7	50	10	Hài Tử	Kiếm Côn
10	2	5	2	4	10	520	10	Hộ Uyển	Kiếm Côn
10	2	6	2	4	9	496	10	Mạo Tử	Kiếm Côn
10	2	7	2	4	5	466	10	Hạng Liên	Kiếm Côn
10	2	8	2	4	11	100	10	Ngọc Bội	Kiếm Côn
10	2	9	2	4	4	483	10	Giới Chỉ	Kiếm Côn
10	2	10	2	2	1	1352	10	Vũ Khí	Kiếm Côn
11	1	1	1	4	6	100	10	Hộ Thân Phù	Chùy Minh
11	1	2	1	4	3	234	10	Y Phục	Chùy Minh
11	1	3	1	4	8	463	10	Yêu Đái	Chùy Minh
11	1	4	1	4	7	43	10	Hài Tử	Chùy Minh
11	1	5	1	4	10	505	10	Hộ Uyển	Chùy Minh
11	1	6	1	4	9	489	10	Mạo Tử	Chùy Minh
11	1	7	1	4	5	459	10	Hạng Liên	Chùy Minh
11	1	8	1	4	11	93	10	Ngọc Bội	Chùy Minh
11	1	9	1	4	4	476	10	Giới Chỉ	Chùy Minh
11	1	10	1	2	1	1353	10	Vũ Khí	Chùy Minh
11	1	1	2	4	6	100	10	Hộ Thân Phù	Chùy Minh
11	1	2	2	4	3	239	10	Y Phục	Chùy Minh
11	1	3	2	4	8	464	10	Yêu Đái	Chùy Minh
11	1	4	2	4	7	44	10	Hài Tử	Chùy Minh
11	1	5	2	4	10	506	10	Hộ Uyển	Chùy Minh
11	1	6	2	4	9	490	10	Mạo Tử	Chùy Minh
11	1	7	2	4	5	459	10	Hạng Liên	Chùy Minh
11	1	8	2	4	11	94	10	Ngọc Bội	Chùy Minh
11	1	9	2	4	4	476	10	Giới Chỉ	Chùy Minh
