TaskId	TaskName	TaskType	Value1	Value2	MapId	MapName	NpcId	NpcName	Num	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	Level9	Level10	Level11
20075	Hành Cước Thương Nhân	KillNpc	0	1250	65	Đông Nam Lư Vĩ Đãng	2235	Hành Cước Thương Nhân	24	0	10000	0	0	0	0	0	0	0	0	0
20080	Thợ Xây Lăng Mộ	KillNpc	0	1250	67	Hoàng Lăng Kim Quốc 2	2093	Thợ Xây Lăng Mộ	24	0	0	10000	0	0	0	0	0	0	0	0
20081	Hiệu Úy Kim Quốc	KillNpc	0	1250	67	Hoàng Lăng Kim Quốc 2	2252	Hiệu Úy Kim Quốc	24	0	0	10000	0	0	0	0	0	0	0	0
20082	Tham Quan Gia Đinh	KillNpc	0	1250	67	Hoàng Lăng Kim Quốc 2	2092	Tham Quan Gia Đinh	24	0	0	10000	0	0	0	0	0	0	0	0
20083	U Minh Lang	KillNpc	0	1250	67	Hoàng Lăng Kim Quốc 2	2091	U Minh Lang	24	0	0	10000	0	0	0	0	0	0	0	0
20084	Huyệt Cư Nam Dã Nhân	KillNpc	0	1250	68	Mê Cung Băng Huyệt 2	2095	Huyệt Cư Nam Dã Nhân	24	0	0	10000	0	0	0	0	0	0	0	0
20085	Huyệt Cư Tiểu Dã Nhân	KillNpc	0	1250	68	Mê Cung Băng Huyệt 2	2096	Huyệt Cư Tiểu Dã Nhân	24	0	0	10000	0	0	0	0	0	0	0	0
20086	Huyệt Cư Nữ Dã Nhân	KillNpc	0	1250	68	Mê Cung Băng Huyệt 2	2094	Huyệt Cư Nữ Dã Nhân	24	0	0	10000	0	0	0	0	0	0	0	0
20097	Thạch Thành Liệt Binh	KillNpc	0	1250	72	Trong Bách Hoa Trận	2079	Thạch Thành Liệt Binh	24	0	0	10000	0	0	0	0	0	0	0	0
20098	Điện Quang Mâu	KillNpc	0	1250	72	Trong Bách Hoa Trận	2080	Điện Quang Mâu	24	0	0	10000	0	0	0	0	0	0	0	0
20099	Tiểu Mao Tặc	KillNpc	0	1250	72	Trong Bách Hoa Trận	2240	Tiểu Mao Tặc	24	0	0	10000	0	0	0	0	0	0	0	0
20100	Tầm Bảo Lữ Nhân	KillNpc	0	1250	72	Trong Bách Hoa Trận	2241	Tầm Bảo Lữ Nhân	24	0	0	10000	0	0	0	0	0	0	0	0
20109	Khoái Kiếm Khách	KillNpc	0	1250	75	Tây Bắc Lư Vĩ Đãng	2088	Khoái Kiếm Khách	24	0	0	10000	0	0	0	0	0	0	0	0
20110	Khoái Đao Khách	KillNpc	0	1250	75	Tây Bắc Lư Vĩ Đãng	2087	Khoái Đao Khách	24	0	0	10000	0	0	0	0	0	0	0	0
20111	Tà Ác Bảng Phỉ	KillNpc	0	1250	75	Tây Bắc Lư Vĩ Đãng	2249	Tà Ác Bảng Phỉ	24	0	0	10000	0	0	0	0	0	0	0	0
20112	Phỉ Đồ Bang Hung	KillNpc	0	1250	75	Tây Bắc Lư Vĩ Đãng	2248	Phỉ Đồ Bang Hung	24	0	0	10000	0	0	0	0	0	0	0	0
20113	Sào Phỉ Binh	KillNpc	0	1250	86	Thái Hành Cổ Kính	2119	Sào Phỉ Binh	24	0	0	0	10000	0	0	0	0	0	0	0
20114	Vũ Trang Thôn Dân	KillNpc	0	1250	86	Thái Hành Cổ Kính	2117	Vũ Trang Thôn Dân	24	0	0	0	10000	0	0	0	0	0	0	0
20115	Bạo Nộ Khoáng Công	KillNpc	0	1250	86	Thái Hành Cổ Kính	2118	Bạo Nộ Khoáng Công	24	0	0	0	10000	0	0	0	0	0	0	0
20116	Mã Tặc Du Kỵ	KillNpc	0	1250	87	Đại Tán Quan	2133	Mã Tặc Du Kỵ	24	0	0	0	10000	0	0	0	0	0	0	0
20117	Thiết Diều Tử	KillNpc	0	1250	87	Đại Tán Quan	2132	Thiết Diều Tử	24	0	0	0	10000	0	0	0	0	0	0	0
20118	Du Binh Tây Hạ	KillNpc	0	1250	87	Đại Tán Quan	2134	Du Binh Tây Hạ	24	0	0	0	10000	0	0	0	0	0	0	0
20119	Đà Thủ Tào Bang	KillNpc	0	1250	88	Hán Thủy Cổ Độ	2120	Đà Thủ Tào Bang	24	0	0	0	10000	0	0	0	0	0	0	0
20120	Thủ Lĩnh Tào Bang	KillNpc	0	1250	88	Hán Thủy Cổ Độ	2121	Thủ Lĩnh Tào Bang	24	0	0	0	10000	0	0	0	0	0	0	0
20121	Quan Binh Tương Dương	KillNpc	0	1250	88	Hán Thủy Cổ Độ	2122	Quan Binh Tương Dương	24	0	0	0	10000	0	0	0	0	0	0	0
20122	Quan Văn Tị Nạn	KillNpc	0	1250	89	Hàn Sơn Cổ Sát	2126	Quan Văn Tị Nạn	24	0	0	0	10000	0	0	0	0	0	0	0
20123	Quan Võ Tị Nạn	KillNpc	0	1250	89	Hàn Sơn Cổ Sát	2127	Quan Võ Tị Nạn	24	0	0	0	10000	0	0	0	0	0	0	0
20124	Cấm Quân Đại Tống	KillNpc	0	1250	89	Hàn Sơn Cổ Sát	2128	Cấm Quân Đại Tống	24	0	0	0	10000	0	0	0	0	0	0	0
20125	Hưởng Thủy Tử Sĩ	KillNpc	0	1250	90	Cán Hoa Khê	2125	Hưởng Thủy Tử Sĩ	24	0	0	0	10000	0	0	0	0	0	0	0
20126	Đao Binh Ngô Gia	KillNpc	0	1250	90	Cán Hoa Khê	2124	Đao Binh Ngô Gia	24	0	0	0	10000	0	0	0	0	0	0	0
20127	Thương Sĩ Ngô Gia	KillNpc	0	1250	90	Cán Hoa Khê	2123	Thương Sĩ Ngô Gia	24	0	0	0	10000	0	0	0	0	0	0	0
20128	Ô Man Sĩ Binh	KillNpc	0	1250	91	Nhĩ Hải Ma Nham	2135	Ô Man Sĩ Binh	24	0	0	0	10000	0	0	0	0	0	0	0
20129	Ô Man Cung Thủ	KillNpc	0	1250	91	Nhĩ Hải Ma Nham	2136	Ô Man Cung Thủ	24	0	0	0	10000	0	0	0	0	0	0	0
20130	Ô Man Thần Vu	KillNpc	0	1250	91	Nhĩ Hải Ma Nham	2137	Ô Man Thần Vu	24	0	0	0	10000	0	0	0	0	0	0	0
20131	Bang Chúng Tào Bang	KillNpc	0	1250	92	Thái Thạch Cơ	2129	Bang Chúng Tào Bang	24	0	0	0	10000	0	0	0	0	0	0	0
20132	Võ Sư Mã Bang	KillNpc	0	1250	92	Thái Thạch Cơ	2131	Võ Sư Mã Bang	24	0	0	0	10000	0	0	0	0	0	0	0
20133	Thủ Quân Lâm An	KillNpc	0	1250	92	Thái Thạch Cơ	2130	Thủ Quân Lâm An	24	0	0	0	10000	0	0	0	0	0	0	0
20134	Thú Vương Thợ Săn	KillNpc	0	1250	93	Dược Vương Động	2139	Thú Vương Thợ Săn	24	0	0	0	0	10000	0	0	0	0	0	0
20135	Thú Vương Tuần Du	KillNpc	0	1250	93	Dược Vương Động	2140	Thú Vương Tuần Du	24	0	0	0	0	10000	0	0	0	0	0	0
20136	Thú Vương Tế Tư	KillNpc	0	1250	93	Dược Vương Động	2138	Thú Vương Tế Tư	24	0	0	0	0	10000	0	0	0	0	0	0
20137	Ưng Kỵ Hoành Sơn	KillNpc	0	1250	94	Cư Diên Trạch	2155	Ưng Kỵ Hoành Sơn	24	0	0	0	0	10000	0	0	0	0	0	0
20138	Khương Bộ Binh Hoành Sơn	KillNpc	0	1250	94	Cư Diên Trạch	2153	Khương Bộ Binh Hoành Sơn	24	0	0	0	0	10000	0	0	0	0	0	0
20139	Hổ Kỵ Hoành Sơn	KillNpc	0	1250	94	Cư Diên Trạch	2154	Hổ Kỵ Hoành Sơn	24	0	0	0	0	10000	0	0	0	0	0	0
20140	Lâu La Ngưu Lan Trại	KillNpc	0	1250	95	Phục Ngưu Sơn	2141	Lâu La Ngưu Lan Trại	24	0	0	0	0	10000	0	0	0	0	0	0
20141	Đao Thủ Ngưu Lan Trại	KillNpc	0	1250	95	Phục Ngưu Sơn	2142	Đao Thủ Ngưu Lan Trại	24	0	0	0	0	10000	0	0	0	0	0	0
20142	Nam Đệ Tử Tà Giáo	KillNpc	0	1250	95	Phục Ngưu Sơn	2143	Nam Đệ Tử Tà Giáo	24	0	0	0	0	10000	0	0	0	0	0	0
20143	Tinh Kỵ Binh	KillNpc	0	1250	96	Hổ Khâu Kiếm Trì	2149	Tinh Kỵ Binh	24	0	0	0	0	10000	0	0	0	0	0	0
20144	Cấm Quân Bắc Doanh	KillNpc	0	1250	96	Hổ Khâu Kiếm Trì	2147	Cấm Quân Bắc Doanh	24	0	0	0	0	10000	0	0	0	0	0	0
20145	Cấm Quân Nam Doanh	KillNpc	0	1250	96	Hổ Khâu Kiếm Trì	2148	Cấm Quân Nam Doanh	24	0	0	0	0	10000	0	0	0	0	0	0
20146	Hưởng Thủy Khoái Đao	KillNpc	0	1250	97	Hưởng Thủy Động	2145	Hưởng Thủy Khoái Đao	24	0	0	0	0	10000	0	0	0	0	0	0
20147	Hưởng Thủy Thần Xạ Thủ	KillNpc	0	1250	97	Hưởng Thủy Động	2144	Hưởng Thủy Thần Xạ Thủ	24	0	0	0	0	10000	0	0	0	0	0	0
20148	Hưởng Thủy Tử Sĩ	KillNpc	0	1250	97	Hưởng Thủy Động	2146	Hưởng Thủy Tử Sĩ	24	0	0	0	0	10000	0	0	0	0	0	0
20149	Tinh Binh Ô Bố Trại	KillNpc	0	1250	98	Điểm Thương Sơn	2156	Tinh Binh Ô Bố Trại	24	0	0	0	0	10000	0	0	0	0	0	0
20150	Tuần Thủ Ô Bố Trại	KillNpc	0	1250	98	Điểm Thương Sơn	2157	Tuần Thủ Ô Bố Trại	24	0	0	0	0	10000	0	0	0	0	0	0
20151	Hắc Thủy Khinh Kỵ	KillNpc	0	1250	98	Điểm Thương Sơn	2158	Hắc Thủy Khinh Kỵ	24	0	0	0	0	10000	0	0	0	0	0	0
20152	Ngựa Hoang	KillNpc	0	1250	99	Bành Lãi Cổ Trạch	2152	Ngựa Hoang	24	0	0	0	0	10000	0	0	0	0	0	0
20153	Khỉ Hoang	KillNpc	0	1250	99	Bành Lãi Cổ Trạch	2151	Khỉ Hoang	24	0	0	0	0	10000	0	0	0	0	0	0
20154	Hươu Rừng	KillNpc	0	1250	99	Bành Lãi Cổ Trạch	2150	Hươu Rừng	24	0	0	0	0	10000	0	0	0	0	0	0
20155	Mãnh An Mưu Khắc Quân	KillNpc	0	1250	100	Phong Lăng Độ	2159	Mãnh An Mưu Khắc Quân	24	0	0	0	0	0	10000	0	0	0	0	0
20157	Thôi Thủ Mã Bang	KillNpc	0	1250	100	Phong Lăng Độ	2161	Thôi Thủ Mã Bang	24	0	0	0	0	0	10000	0	0	0	0	0
20158	Đà Thủ Tào Bang	KillNpc	0	1250	100	Phong Lăng Độ	2160	Đà Thủ Tào Bang	24	0	0	0	0	0	10000	0	0	0	0	0
20159	Thần Tí Cung	KillNpc	0	1250	101	Mê Cung Sa Mạc	2174	Thần Tí Cung	24	0	0	0	0	0	10000	0	0	0	0	0
20161	Hắc Thủy Khoái Kỵ Binh	KillNpc	0	1250	101	Mê Cung Sa Mạc	2176	Hắc Thủy Khoái Kỵ Binh	24	0	0	0	0	0	10000	0	0	0	0	0
20162	Mã Tặc Khinh Phủ Thủ	KillNpc	0	1250	101	Mê Cung Sa Mạc	2175	Mã Tặc Khinh Phủ Thủ	24	0	0	0	0	0	10000	0	0	0	0	0
20163	Bốc Sư Tà Giáo	KillNpc	0	1250	102	Kê Quán Động	2164	Bốc Sư Tà Giáo	24	0	0	0	0	0	10000	0	0	0	0	0
20165	Nam Đệ Tử Tà Giáo	KillNpc	0	1250	102	Kê Quán Động	2162	Nam Đệ Tử Tà Giáo	24	0	0	0	0	0	10000	0	0	0	0	0
20166	Nữ Đệ Tử Tà Giáo	KillNpc	0	1250	102	Kê Quán Động	2163	Nữ Đệ Tử Tà Giáo	24	0	0	0	0	0	10000	0	0	0	0	0
20167	Tống Khinh Kỵ Binh	KillNpc	0	1250	103	Thục Cương Sơn	2168	Tống Khinh Kỵ Binh	24	0	0	0	0	0	10000	0	0	0	0	0
20169	Tống Thương Sĩ	KillNpc	0	1250	103	Thục Cương Sơn	2169	Tống Thương Sĩ	24	0	0	0	0	0	10000	0	0	0	0	0
20170	Tống Nõ Thủ	KillNpc	0	1250	103	Thục Cương Sơn	2170	Tống Nõ Thủ	24	0	0	0	0	0	10000	0	0	0	0	0
20171	Nam Ảnh	KillNpc	0	1250	104	Kiếm Các Thục Đạo	2166	Nam Ảnh	24	0	0	0	0	0	10000	0	0	0	0	0
20173	Thần Hành Binh	KillNpc	0	1250	104	Kiếm Các Thục Đạo	2167	Thần Hành Binh	24	0	0	0	0	0	10000	0	0	0	0	0
20174	Nữ Ảnh	KillNpc	0	1250	104	Kiếm Các Thục Đạo	2165	Nữ Ảnh	24	0	0	0	0	0	10000	0	0	0	0	0
20175	Thổ Bố Bốc Sư	KillNpc	0	1250	105	Hoàng Lăng Đoàn Thị	2178	Thổ Bố Bốc Sư	24	0	0	0	0	0	10000	0	0	0	0	0
20177	Tử Diện Võ Sĩ	KillNpc	0	1250	105	Hoàng Lăng Đoàn Thị	2179	Tử Diện Võ Sĩ	24	0	0	0	0	0	10000	0	0	0	0	0
20178	Thổ Bố Tộc Nhân	KillNpc	0	1250	105	Hoàng Lăng Đoàn Thị	2177	Thổ Bố Tộc Nhân	24	0	0	0	0	0	10000	0	0	0	0	0
20179	Kiếm Khách Giang Hồ	KillNpc	0	1250	106	Cửu Nghi Khê	2171	Kiếm Khách Giang Hồ	24	0	0	0	0	0	10000	0	0	0	0	0
20181	Đao Khách Giang Hồ	KillNpc	0	1250	106	Cửu Nghi Khê	2172	Đao Khách Giang Hồ	24	0	0	0	0	0	10000	0	0	0	0	0
20182	Đại Nội Mật Thám	KillNpc	0	1250	106	Cửu Nghi Khê	2173	Đại Nội Mật Thám	24	0	0	0	0	0	10000	0	0	0	0	0
20183	Cấm Vệ Quân Đại Kim	KillNpc	0	1250	107	Long Môn Thạch Quật	2180	Cấm Vệ Quân Đại Kim	24	0	0	0	0	0	0	10000	0	0	0	0
20185	Phi Kỵ Binh Đại Kim	KillNpc	0	1250	107	Long Môn Thạch Quật	2181	Phi Kỵ Binh Đại Kim	24	0	0	0	0	0	0	10000	0	0	0	0
20186	Bang Chúng Ảnh Hội	KillNpc	0	1250	107	Long Môn Thạch Quật	2182	Bang Chúng Ảnh Hội	24	0	0	0	0	0	0	10000	0	0	0	0
20187	Hoàng Lăng Khán Thủ	KillNpc	0	1250	108	Hoàng Lăng Tây Hạ	2195	Hoàng Lăng Khán Thủ	24	0	0	0	0	0	0	10000	0	0	0	0
20189	Đao Thủ Phản Quân	KillNpc	0	1250	108	Hoàng Lăng Tây Hạ	2196	Đao Thủ Phản Quân	24	0	0	0	0	0	0	10000	0	0	0	0
20190	Cổn Đao Thủ	KillNpc	0	1250	108	Hoàng Lăng Tây Hạ	2197	Cổn Đao Thủ	24	0	0	0	0	0	0	10000	0	0	0	0
20191	Lưu Vong Đao Binh	KillNpc	0	1250	109	Hoàng Hạc Lâu	2183	Lưu Vong Đao Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20193	Trú Thành Thủ Quân	KillNpc	0	1250	109	Hoàng Hạc Lâu	2184	Trú Thành Thủ Quân	24	0	0	0	0	0	0	10000	0	0	0	0
20194	Lưu Khấu	KillNpc	0	1250	109	Hoàng Hạc Lâu	2185	Lưu Khấu	24	0	0	0	0	0	0	10000	0	0	0	0
20195	Khổ Công	KillNpc	0	1250	110	Tiến Cúc Động	2190	Khổ Công	24	0	0	0	0	0	0	10000	0	0	0	0
20197	Bang Chúng Bắc Mã	KillNpc	0	1250	110	Tiến Cúc Động	2191	Bang Chúng Bắc Mã	24	0	0	0	0	0	0	10000	0	0	0	0
20198	Bang Chúng Diêm Bang	KillNpc	0	1250	110	Tiến Cúc Động	2189	Bang Chúng Diêm Bang	24	0	0	0	0	0	0	10000	0	0	0	0
20199	Thủ Quân Kiếm Môn	KillNpc	0	1250	111	Kiếm Môn Quan	2186	Thủ Quân Kiếm Môn	24	0	0	0	0	0	0	10000	0	0	0	0
20201	Hắc Thủy Vân Kỵ Binh	KillNpc	0	1250	111	Kiếm Môn Quan	2188	Hắc Thủy Vân Kỵ Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20202	Hộ Quan Thiết Kỵ Binh	KillNpc	0	1250	111	Kiếm Môn Quan	2187	Hộ Quan Thiết Kỵ Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20203	Hộ Tự Tăng Binh	KillNpc	0	1250	112	Thiên Long Tự	2199	Hộ Tự Tăng Binh	24	0	0	0	0	0	0	10000	0	0	0	0
20205	Dũng Sĩ Ô Man	KillNpc	0	1250	112	Thiên Long Tự	2200	Dũng Sĩ Ô Man	24	0	0	0	0	0	0	10000	0	0	0	0
20206	Kỵ Binh Tây Hạ	KillNpc	0	1250	112	Thiên Long Tự	2198	Kỵ Binh Tây Hạ	24	0	0	0	0	0	0	10000	0	0	0	0
20207	Giang Nam Nghĩa Sĩ	KillNpc	0	1250	113	Bang Nguyên Bí Động	2192	Giang Nam Nghĩa Sĩ	24	0	0	0	0	0	0	10000	0	0	0	0
20209	Đông Nam Nghĩa Sĩ	KillNpc	0	1250	113	Bang Nguyên Bí Động	2193	Đông Nam Nghĩa Sĩ	24	0	0	0	0	0	0	10000	0	0	0	0
20210	Giang Bắc Nghĩa Sĩ	KillNpc	0	1250	113	Bang Nguyên Bí Động	2194	Giang Bắc Nghĩa Sĩ	24	0	0	0	0	0	0	10000	0	0	0	0
20211	Truy Binh Thát Đát	KillNpc	0	1250	114	Sắc Lặc Xuyên	2253	Truy Binh Thát Đát	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20212	Kỵ Binh Kim Quốc	KillNpc	0	1250	114	Sắc Lặc Xuyên	2254	Kỵ Binh Kim Quốc	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20213	Đà Lôi Bộ Kỵ Binh	KillNpc	0	1250	114	Sắc Lặc Xuyên	2255	Đà Lôi Bộ Kỵ Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20214	Đại Mạc Đao Khách	KillNpc	0	1250	114	Sắc Lặc Xuyên	2256	Đại Mạc Đao Khách	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20215	Quân Sĩ Tây Hạ	KillNpc	0	1250	115	Gia Dụ Quan	2257	Quân Sĩ Tây Hạ	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20216	Mật Bộ Sĩ Binh	KillNpc	0	1250	115	Gia Dụ Quan	2258	Mật Bộ Sĩ Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20217	Thủ Quân Gia Dụ Quan	KillNpc	0	1250	115	Gia Dụ Quan	2259	Thủ Quân Gia Dụ Quan	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20218	Tái Ngoại Hào Lang	KillNpc	0	1250	115	Gia Dụ Quan	2260	Tái Ngoại Hào Lang	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20219	Diệp Hầu Hoa Sơn	KillNpc	0	1250	116	Hoa Sơn	2261	Diệp Hầu Hoa Sơn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20220	Thủ Quân Hoa Sơn	KillNpc	0	1250	116	Hoa Sơn	2262	Thủ Quân Hoa Sơn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20221	Dị Nhân Kiếm Khách	KillNpc	0	1250	116	Hoa Sơn	2263	Dị Nhân Kiếm Khách	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20222	Cường Tặc Hoa Sơn	KillNpc	0	1250	116	Hoa Sơn	2264	Cường Tặc Hoa Sơn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20223	Phù Du Tán Binh	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2265	Phù Du Tán Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20224	Mâu Thủ Bí Cảnh	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2266	Mâu Thủ Bí Cảnh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20225	Lang Trung Giang Hồ	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2267	Lang Trung Giang Hồ	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20226	Sơn Miêu	KillNpc	0	1250	117	Thục Cương Bí Cảnh	2268	Sơn Miêu	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20227	Độc Đồng Tử	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2269	Độc Đồng Tử	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20228	Quỷ Nô	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2270	Quỷ Nô	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20229	Quỷ Sứ	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2271	Quỷ Sứ	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20230	Mai Cốt Binh	KillNpc	0	1250	118	Phong Đô Quỷ Thành	2272	Mai Cốt Binh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20231	Thợ Săn Hắc Miêu	KillNpc	0	1250	119	Miêu Lĩnh	2273	Thợ Săn Hắc Miêu	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20232	Man Nữ Tế Tư	KillNpc	0	1250	119	Miêu Lĩnh	2274	Man Nữ Tế Tư	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20233	Thợ Săn Bạch Miêu	KillNpc	0	1250	119	Miêu Lĩnh	2275	Thợ Săn Bạch Miêu	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20234	Thủ Quân Miêu Lĩnh	KillNpc	0	1250	119	Miêu Lĩnh	2276	Thủ Quân Miêu Lĩnh	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20235	Sĩ Tử Trường Ca Môn	KillNpc	0	1250	120	Vũ Di Sơn	2277	Sĩ Tử Trường Ca Môn	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20236	Lâu La Hồng Y	KillNpc	0	1250	120	Vũ Di Sơn	2278	Lâu La Hồng Y	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20237	Lâu La Tử Y	KillNpc	0	1250	120	Vũ Di Sơn	2279	Lâu La Tử Y	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20238	Hổ Hoang Hoa Nam	KillNpc	0	1250	120	Vũ Di Sơn	2280	Hổ Hoang Hoa Nam	24	0	0	0	0	0	0	0	10000	10000	10000	10000
