Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType
Soái kỳ	Soái kỳ	20	1	89	1	\image\item\other\quest\quest_0012_s.spr		32	Soái kỳ Trương Hàn		0	0	100	1		3	0		taskitem				
Kim khoáng thạch	Kim khoáng thạch	20	1	90	1	\image\item\other\quest\quest_0008_s.spr		32			0	0	100	1		3	0		taskitem				
Bách thảo đồ phổ	Bách thảo đồ phổ	20	1	91	1	\image\item\other\quest\quest_0011_s.spr		32	Do Mặc Nhĩ viết, bên trong ghi công dụng độc đáo của các loại thảo dược		0	0	100	1		3	0		taskitem				
Độ Ách kim châm	Độ Ách kim châm	20	1	92	1	\image\item\other\quest\quest_0083_s.spr		32	Được Mặc Nhĩ dùng để chữa bệnh, theo Mặc Nhĩ đã nhiều năm		0	0	100	1		3	0		taskitem				
Cờ đầu lâu	Cờ đầu lâu	20	1	93	1	\image\item\other\quest\quest_0012_s.spr		32	Cờ của Mã Tặc		0	0	100	1		3	0		taskitem				
Ngọc Thoa bị cướp	Ngọc Thoa bị cướp	20	1	94	1	\image\item\other\scriptitem\liulichai.spr		32			0	0	100	1		3	0		taskitem				
Hắc Cẩu Huyết	Hắc Cẩu Huyết	20	1	95	1	\image\item\other\quest\quest_0106_s.spr		32			0	0	100	1		3	0		taskitem				
Vật tư quân dụng	Vật tư quân dụng	20	1	96	1	\image\item\other\scriptitem\qinling_yemingzhu_xiang.spr		32			0	0	100	1		3	0		taskitem				
Hoàng Bảng	Hoàng Bảng	20	1	97	1	\image\item\other\quest\quest_0119_s.spr		32			0	0	100	1		3	0		taskitem				
Băng xà	Băng xà	20	1	98	1	\image\item\other\quest\quest_0060_s.spr		32	Băng xà		0	0	100	1		3	0		taskitem				
Tử Ngọc Khoáng Thạch	Tử Ngọc Khoáng Thạch	20	1	99	1	\image\item\other\quest\quest_0008_s.spr		32	Có ở Hưởng Thủy Động, có hiệu quả trị thương độc đáo		0	0	100	1		3	0		taskitem				
Hàn Diêm	Hàn Diêm	20	1	100	1	\image\item\other\quest\quest_0016_s.spr		32	Một loại muối lạ, tính hàn, có thể khử độc		0	0	100	1		3	0		taskitem				
Thanh Độc Thảo	Thanh Độc Thảo	20	1	101	1	\image\item\other\quest\quest_0014_s.spr		32	Có thể giải độc		0	0	100	1		3	0		taskitem				
Thuốc giải độc	Thuốc giải độc	20	1	102	1	\image\item\other\quest\quest_0057_s.spr		32	Làm từ Thanh Độc Thảo		0	0	100	1		3	0		taskitem				
Món ăn thần bí	Món ăn thần bí	20	1	103	1	\image\item\other\quest\quest_0061_s.spr		32	Do Tạ Mãn Đình thực hiện		0	0	100	1		3	0		taskitem				
Tử Mẫu Hoàn	Tử Mẫu Hoàn	20	1	104	1	\image\item\other\quest\quest_0078_s.spr		32	Vật thần kỳ		0	0	100	1		3	0		taskitem				
Tro xương Thiên Trúc Tăng	Tro xương Thiên Trúc Tăng	20	1	105	1	\image\item\other\quest\quest_0016_s.spr		32	Tro xương sau khi hỏa thiêu của Thiên Trúc Tăng		0	0	100	1		3	0		taskitem				
Xá Lợi Tử	Xá Lợi Tử	20	1	106	1	\image\item\other\scriptitem\wuxingshi.spr		32	Viên đá ngũ sắc còn lại sau khi hỏa thiêu Thiên Trúc Tăng		0	0	100	1		3	0		taskitem				
Di hài Thiên Trúc Tăng	Di hài Thiên Trúc Tăng	20	1	107	1	\image\item\other\quest\quest_0022_s.spr		32	A Di Đà Phật!		0	0	100	1		3	0		taskitem				
Ngọc bội của Cốc Nam	Ngọc bội của Cốc Nam	20	1	108	1	\image\item\other\scriptitem\qinling_arm1_3.spr		32			0	0	100	1		3	0		taskitem				
Khăn tay thần bí	Khăn tay thần bí	20	1	109	1	\image\item\other\scriptitem\qinling_bag2_1.spr		32			0	0	100	1		3	0		taskitem				
Vong Linh Siêu Độ Phù	Vong Linh Siêu Độ Phù	20	1	110	1	\image\item\other\scriptitem\panshifu.spr		32			0	0	100	1		3	0		taskitem				
Bia đá thập bát linh	Bia đá thập bát linh	20	1	111	1	\image\item\other\quest\quest_0070_s.spr		32	Văn bia thần thánh của Ô Man Tộc		0	0	100	1		3	0		taskitem				
Mật Chiếu	Mật Chiếu	20	1	112	1	\image\item\other\scriptitem\baitanxukezheng.spr		32			0	0	100	1		3	0		taskitem				
Tài liệu bị dán kín	Tài liệu bị dán kín	20	1	113	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
Nước bùa	Nước bùa	20	1	114	1	\image\item\other\scriptitem\qinling_refine1_3.spr		32			0	0	100	1		3	0		taskitem				
Độc Dược	Độc Dược	20	1	115	1	\image\item\other\quest\quest_0057_s.spr		32			0	0	100	1		3	0		taskitem				
Cơ quan khu nữu	Cơ quan khu nữu	20	1	116	1	\image\item\other\quest\quest_0038_s.spr		32			0	0	100	1		3	0		taskitem				
Bản đồ Mê Cung Sa Mạc	Bản đồ Mê Cung Sa Mạc	20	1	117	1	\image\item\other\quest\quest_0028_s.spr		32			0	0	100	1		3	0		taskitem				
Sinh Thiết Khoáng Thạch	Sinh Thiết Khoáng Thạch	20	1	118	1	\image\item\other\quest\quest_0008_s.spr		32	Phường Đúc Kiếm là nơi chế tạo binh khí		0	0	100	1		3	0		taskitem				
Thủ cấp Mạc Kỳ	Thủ cấp Mạc Kỳ	20	1	119	1	\image\item\other\quest\quest_0015_s.spr		32	Gian phu?		0	0	100	1		3	0		taskitem				
Thư của Tiểu Hiển	Thư của Tiểu Hiển	20	1	120	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
Xá Lợi Tử của Phật Thích Ca Mâu Ni	Xá Lợi Tử của Phật Thích Ca Mâu Ni	20	1	121	1	\image\item\other\scriptitem\bailiandan.spr		32			0	0	100	1		3	0		taskitem				
Quân lệnh bí mật	Quân lệnh bí mật	20	1	122	1	\image\item\other\quest\quest_0059_s.spr		32			0	0	100	1		3	0		taskitem				
Thảo Liệu	Thảo Liệu	20	1	123	1	\image\item\other\quest\quest_0093_s.spr		32			0	0	100	1		3	0		taskitem				
Thư của Đại Giới thiền sư	Thư của Đại Giới thiền sư	20	1	124	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
Ngọn lửa linh hồn	Ngọn lửa linh hồn	20	1	125	1	\image\item\other\scriptitem\baiyinhuoju.spr		32			0	0	100	1		3	0		taskitem				
Chìa khóa bảo rương	Chìa khóa bảo rương	20	1	126	1	\image\item\other\quest\quest_0013_s.spr		32			0	0	100	1		3	0		taskitem				
Danh sách bí mật	Danh sách bí mật	20	1	127	1	\image\item\other\scriptitem\atlas_s.spr		32			0	0	100	1		3	0		taskitem				
Thân Tử Bồn	Thân Tử Bồn	20	1	128	1	\image\item\other\scriptitem\gongce_yanhua.spr		32			0	0	100	1		3	0		taskitem				
Ngân phiếu	Ngân phiếu	20	1	129	1	\image\item\other\quest\quest_0001_s.spr		32			0	0	100	1		3	0		taskitem				
Bản đồ Hoàng Hạc Lâu	Bản đồ Hoàng Hạc Lâu	20	1	130	1	\image\item\other\quest\quest_0028_s.spr		32			0	0	100	1		3	0		taskitem				
Di thư của Yến Tiểu Lục	Di thư của Yến Tiểu Lục	20	1	131	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
Giỏ trái cây	Giỏ trái cây	20	1	132	1	\image\item\other\quest\quest_0043_s.spr		32	Đựng đầy trái cây		0	0	1	1		3	0		taskitem				
Thư của phân đà	Thư của Thiên Vương phân đà	20	1	133	1	\image\item\other\quest\quest_0003_s.spr		32	Thư của đà chủ phân đà Thiên Vương, rất quan trọng		0	0	1	1		3	0		taskitem				
Ống đựng thư	Ống đựng thư	20	1	134	1	\image\item\other\quest\quest_0044_s.spr		32	Ống đựng thư dùng thạch sáp dán kín, bên trong có tài liệu cơ mật		0	0	1	1		3	0		taskitem				
Độc hỏa thảo	Độc hỏa thảo	20	1	135	1	\image\item\other\quest\quest_0086_s.spr		32	Rất độc, hỏa tính mạnh		0	0	100	1		3	0		taskitem				
Thư gửi Cầu Chỉ Thủy	Thư gửi Cầu Chỉ Thủy	20	1	136	1	\image\item\other\quest\quest_0003_s.spr		32	Thư do Thiên Vương Bang chủ Dương Thiết Tâm viết		0	0	1	1		3	0		taskitem				
Thư gửi Thạch Hiên Viên	Thư gửi Thạch Hiên Viên	20	1	137	1	\image\item\other\quest\quest_0003_s.spr		32	Thư do Thiên Vương Bang chủ Dương Thiết Tâm viết		0	0	1	1		3	0		taskitem				
Thất Tinh Thương Phổ	Thất Tinh Thương Phổ	20	1	138	1	\image\item\other\quest\quest_0087_s.spr		32	Mật phổ truyền nhân Bắc Đẩu Thương		0	0	1	1		3	0		taskitem				
Tử Tinh Mẫu Đơn	Tử Tinh Mẫu Đơn	20	1	139	1	\image\item\other\quest\quest_0045_s.spr		32	Xa xí phẩm hình hoa mẫu đơn được làm bằng tử kim, rất quý.		0	0	1	1		3	0		taskitem				
Kim Cang Kinh	Kim Cang Kinh	20	1	140	1	\image\item\other\quest\quest_0046_s.spr		32	Tên đầy đủ là "Kim Cang Bát Nhã Ba La Mật", một trong bảo điển của nhà Phật		0	0	1	1		3	0		taskitem				
Siêu Độ Vong Hồn Kinh	Siêu Độ Vong Hồn Kinh	20	1	141	1	\image\item\other\quest\quest_0088_s.spr		32	Kinh văn Đạo gia dùng để siêu độ vong hồn		0	0	1	1		3	0		taskitem				
