Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	SuiteID	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	MAVersion	MagicName1	MagicLevel1	MagicName2	MagicLevel2	MagicName3	MagicLevel3	MagicName4	MagicLevel4	MagicName5	MagicLevel5	MagicName6	MagicLevel6	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval	FightPower
Chiến Cương Giáp	Cấp B_Giáp Nam (Kim)	6	1	6	3	11	10	6	\image\item\equip\armor\ma_ds_armor_B_s.spr	\image\item\equip\armor\ma_ds_armor_B.spr	20			5	120000	2000000		0	1	1	suite	34		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_cold_resist	7	state_weak_resisttime	7							15	damage_physics_resist	65	65														3
Lưu Hỏa Quần	Cấp B_Giáp Nữ (Kim)	6	1	6	3	12	10	6	\image\item\equip\armor\fm_ds_armor_B_s.spr	\image\item\equip\armor\fm_ds_armor_B.spr	21			5	120000	2000000		0	1	1	suite		35	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_cold_resist	7	state_weak_resisttime	7							15	damage_physics_resist	65	65														3
Chiến Cương Giáp	Cấp B_Giáp Nam (Mộc)	6	1	6	3	13	10	6	\image\item\equip\armor\ma_ds_armor_B_s.spr	\image\item\equip\armor\ma_ds_armor_B.spr	20			3	120000	2000000		0	1	1	suite	34		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_fire_resist	7	state_stun_resisttime	7							15	damage_physics_resist	65	65														3
Lưu Hỏa Quần	Cấp B_Giáp Nữ (Mộc)	6	1	6	3	14	10	6	\image\item\equip\armor\fm_ds_armor_B_s.spr	\image\item\equip\armor\fm_ds_armor_B.spr	21			3	120000	2000000		0	1	1	suite		35	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_fire_resist	7	state_stun_resisttime	7							15	damage_physics_resist	65	65														3
Chiến Cương Giáp	Cấp B_Giáp Nam (Thủy)	6	1	6	3	15	10	6	\image\item\equip\armor\ma_ds_armor_B_s.spr	\image\item\equip\armor\ma_ds_armor_B.spr	20			1	120000	2000000		0	1	1	suite	34		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_poison_resist	7	state_burn_resisttime	7							15	damage_physics_resist	65	65														3
Lưu Hỏa Quần	Cấp B_Giáp Nữ (Thủy)	6	1	6	3	16	10	6	\image\item\equip\armor\fm_ds_armor_B_s.spr	\image\item\equip\armor\fm_ds_armor_B.spr	21			1	120000	2000000		0	1	1	suite		35	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_poison_resist	7	state_burn_resisttime	7							15	damage_physics_resist	65	65														3
Chiến Cương Giáp	Cấp B_Giáp Nam (Hỏa)	6	1	6	3	17	10	6	\image\item\equip\armor\ma_ds_armor_B_s.spr	\image\item\equip\armor\ma_ds_armor_B.spr	20			2	120000	2000000		0	1	1	suite	34		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_light_resist	7	state_hurt_resisttime	7							15	damage_physics_resist	65	65														3
Lưu Hỏa Quần	Cấp B_Giáp Nữ (Hỏa)	6	1	6	3	18	10	6	\image\item\equip\armor\fm_ds_armor_B_s.spr	\image\item\equip\armor\fm_ds_armor_B.spr	21			2	120000	2000000		0	1	1	suite		35	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_light_resist	7	state_hurt_resisttime	7							15	damage_physics_resist	65	65														3
Chiến Cương Giáp	Cấp B_Giáp Nam (Thổ)	6	1	6	3	19	10	6	\image\item\equip\armor\ma_ds_armor_B_s.spr	\image\item\equip\armor\ma_ds_armor_B.spr	20			4	120000	2000000		0	1	1	suite	34		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_physics_resist	7	state_slowall_resisttime	7							15	damage_physics_resist	65	65														3
Lưu Hỏa Quần	Cấp B_Giáp Nữ (Thổ)	6	1	6	3	20	10	6	\image\item\equip\armor\fm_ds_armor_B_s.spr	\image\item\equip\armor\fm_ds_armor_B.spr	21			4	120000	2000000		0	1	1	suite		35	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	7	manamax_v	7	meleedamagereturn_p	7	damage_physics_resist	7	state_slowall_resisttime	7							15	damage_physics_resist	65	65														3
Ngự Võ Khải	Cấp C_Giáp Nam (Kim)	7	1	6	3	21	10	6	\image\item\equip\armor\ma_ds_armor_C_s.spr	\image\item\equip\armor\ma_ds_armor_C.spr	20			5	140000	6000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_cold_resist	9	state_weak_resisttime	9							15	damage_physics_resist	65	65														5
Võ Cơ Bào	Cấp C_Giáp Nữ (Kim)	7	1	6	3	22	10	6	\image\item\equip\armor\fm_ds_armor_C_s.spr	\image\item\equip\armor\fm_ds_armor_C.spr	21			5	140000	6000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_cold_resist	9	state_weak_resisttime	9							15	damage_physics_resist	65	65														5
Ngự Võ Khải	Cấp C_Giáp Nam (Mộc)	7	1	6	3	23	10	6	\image\item\equip\armor\ma_ds_armor_C_s.spr	\image\item\equip\armor\ma_ds_armor_C.spr	20			3	140000	6000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_fire_resist	9	state_stun_resisttime	9							15	damage_physics_resist	65	65														5
Võ Cơ Bào	Cấp C_Giáp Nữ (Mộc)	7	1	6	3	24	10	6	\image\item\equip\armor\fm_ds_armor_C_s.spr	\image\item\equip\armor\fm_ds_armor_C.spr	21			3	140000	6000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_fire_resist	9	state_stun_resisttime	9							15	damage_physics_resist	65	65														5
Ngự Võ Khải	Cấp C_Giáp Nam (Thủy)	7	1	6	3	25	10	6	\image\item\equip\armor\ma_ds_armor_C_s.spr	\image\item\equip\armor\ma_ds_armor_C.spr	20			1	140000	6000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_poison_resist	9	state_burn_resisttime	9							15	damage_physics_resist	65	65														5
Võ Cơ Bào	Cấp C_Giáp Nữ (Thủy)	7	1	6	3	26	10	6	\image\item\equip\armor\fm_ds_armor_C_s.spr	\image\item\equip\armor\fm_ds_armor_C.spr	21			1	140000	6000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_poison_resist	9	state_burn_resisttime	9							15	damage_physics_resist	65	65														5
Ngự Võ Khải	Cấp C_Giáp Nam (Hỏa)	7	1	6	3	27	10	6	\image\item\equip\armor\ma_ds_armor_C_s.spr	\image\item\equip\armor\ma_ds_armor_C.spr	20			2	140000	6000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_light_resist	9	state_hurt_resisttime	9							15	damage_physics_resist	65	65														5
Võ Cơ Bào	Cấp C_Giáp Nữ (Hỏa)	7	1	6	3	28	10	6	\image\item\equip\armor\fm_ds_armor_C_s.spr	\image\item\equip\armor\fm_ds_armor_C.spr	21			2	140000	6000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_light_resist	9	state_hurt_resisttime	9							15	damage_physics_resist	65	65														5
Ngự Võ Khải	Cấp C_Giáp Nam (Thổ)	7	1	6	3	29	10	6	\image\item\equip\armor\ma_ds_armor_C_s.spr	\image\item\equip\armor\ma_ds_armor_C.spr	20			4	140000	6000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_physics_resist	9	state_slowall_resisttime	9							15	damage_physics_resist	65	65														5
Võ Cơ Bào	Cấp C_Giáp Nữ (Thổ)	7	1	6	3	30	10	6	\image\item\equip\armor\fm_ds_armor_C_s.spr	\image\item\equip\armor\fm_ds_armor_C.spr	21			4	140000	6000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	9	manamax_v	9	meleedamagereturn_p	9	damage_physics_resist	9	state_slowall_resisttime	9							15	damage_physics_resist	65	65														5
Nghịch Thế Khải	Cấp D_Giáp Nam (Kim)	8	1	6	3	31	10	6	\image\item\equip\armor\ma_ds_armor_D_s.spr	\image\item\equip\armor\ma_ds_armor_D.spr	20			5	160000	18000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_cold_resist	11	state_weak_resisttime	11							15	damage_physics_resist	65	65														7
Cực Nghiệp Thường	Cấp D_Giáp Nữ (Kim)	8	1	6	3	32	10	6	\image\item\equip\armor\fm_ds_armor_D_s.spr	\image\item\equip\armor\fm_ds_armor_D.spr	21			5	160000	18000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_cold_resist	11	state_weak_resisttime	11							15	damage_physics_resist	65	65														7
