TaskId	TaskName	TaskType	MapId	PosX	PosY	MapName	NpcId	Num	LevelSeg	ActionKind	RandCallBoss	BossId
50022	ËïÎÄ±ë	KillNpc	91	1710	3788	¶ýº£Ä¦ÑÒ	3016	1	1	0		
50023	Ì·Ç§¾ü	KillNpc	91	1899	3754	¶ýº£Ä¦ÑÒ	3017	1	1	0		
50024	ÌÆ²©ÎÅ	KillNpc	91	1963	3299	¶ýº£Ä¦ÑÒ	3018	1	1	0		
50025	Îâï£ï£	KillNpc	92	2013	3794	²ÉÊ¯í¶	3019	1	1	1		
50026	ÎäÒ»µ¶	KillNpc	92	1823	3209	²ÉÊ¯í¶	3020	1	1	0		
50027	Î÷ÃÅÎÞÃú	KillNpc	92	1603	3208	²ÉÊ¯í¶	3021	1	1	0		
50028	ÏîÁî³Ç	KillNpc	92	1703	3679	²ÉÊ¯í¶	3022	1	1	0		
50029	ÆÑ²ìÉ³»¢	KillNpc	93	1679	3916	Ò©Íõ¶´	3023	1	2	1		
50030	ºØÉÙÐÛ	KillNpc	93	1654	3352	Ò©Íõ¶´	3024	1	2	0		
50031	ºúÒ»ÀÉ	KillNpc	93	1945	3325	Ò©Íõ¶´	3025	1	2	0		
50032	»ÆÁ¦±ª	KillNpc	93	1875	3475	Ò©Íõ¶´	3026	1	2	0		
50033	Â¦¼ÌÉÆ	KillNpc	94	1605	3788	¾ÓÑÓÔó	3027	1	2	1		
50034	Â¬¹á±±	KillNpc	94	1713	3250	¾ÓÑÓÔó	3028	1	2	0		
50035	Â½ÖÙÏÍ	KillNpc	94	1983	3724	¾ÓÑÓÔó	3029	1	2	0		
50036	Âæ¶û½ð	KillNpc	94	1716	3746	¾ÓÑÓÔó	3030	1	2	0		
50037	ÉÏ¹ÙÒþ	KillNpc	95	1738	3256	·üÅ£É½	3031	1	2	1		
50038	ÉÛÆßÉ²	KillNpc	95	1611	3838	·üÅ£É½	3032	1	2	0		
50039	Ê©»¢±ª	KillNpc	95	1836	3941	·üÅ£É½	3033	1	2	0		
50040	Ê¯¹ÊÇÅ	KillNpc	95	1874	3280	·üÅ£É½	3034	1	2	0		
50041	ÌÆ³ðÖ®	KillNpc	96	1948	3456	»¢Çð½£³Ø	3035	1	2	1		
50042	ÌÕµºÖ÷	KillNpc	96	1770	3225	»¢Çð½£³Ø	3036	1	2	0		
50043	ÌïÎÞµÀ	KillNpc	96	1576	3898	»¢Çð½£³Ø	3037	1	2	0		
50044	Í¯²»¸´	KillNpc	96	1835	3707	»¢Çð½£³Ø	3038	1	2	0		
50045	ÍòÏôÉ½	KillNpc	97	1636	3489	ÏìË®¶´	3039	1	2	1		
50046	ÍôÊÅË®	KillNpc	97	1795	3276	ÏìË®¶´	3040	1	2	0		
50047	Íõ°ÔÌì	KillNpc	97	1878	3323	ÏìË®¶´	3041	1	2	0		
50048	Î×¾ÅÍÀ	KillNpc	97	1896	3668	ÏìË®¶´	3042	1	2	0		
50049	Ñ¦µûÒÂ	KillNpc	98	1852	3881	µã²ÔÉ½	3043	1	2	1		
50050	ÖÓÌúÍÈ	KillNpc	98	1817	3312	µã²ÔÉ½	3044	1	2	0		
50051	Ó¦Ð¥·ç	KillNpc	98	1856	3537	µã²ÔÉ½	3045	1	2	0		
50052	ÓÎÍòÀï	KillNpc	98	1615	3248	µã²ÔÉ½	3046	1	2	0		
50053	×¯ÃúÖÒ	KillNpc	99	1486	2581	Åíó»¹ÅÔó	3047	1	2	1		
50054	×¿ÀäÉ½	KillNpc	99	1627	2774	Åíó»¹ÅÔó	3048	1	2	0		
50055	ÁøËÄÒ¯	KillNpc	99	1218	2782	Åíó»¹ÅÔó	3049	1	2	0		
50056	ÁúÔ¶É½	KillNpc	99	1380	3187	Åíó»¹ÅÔó	3050	1	2	0		
50057	³ÂÊØÇï	KillNpc	100	1888	3196	·çÁê¶É	3051	1	3	1		
50058	³ÌÌ¤²¨	KillNpc	100	1699	3130	·çÁê¶É	3052	1	3	0		
50059	ñÒÌìÃõ	KillNpc	100	1695	3744	·çÁê¶É	3053	1	3	0		
50060	ÍêÑÕ³óÅ«	KillNpc	100	1909	3289	·çÁê¶É	3054	1	3	0		
50061	áÍÃûÆæ	KillNpc	101	1713	3824	É³Ä®ÃÔ¹¬	3055	1	3	1		
50062	ÎÀ±ß³Ç	KillNpc	101	1702	3311	É³Ä®ÃÔ¹¬	3056	1	3	0		
50063	ÓÚÏÍÁú	KillNpc	101	1837	3345	É³Ä®ÃÔ¹¬	3057	1	3	0		
50064	Ô¬ÄîÏ¦	KillNpc	101	1592	3773	É³Ä®ÃÔ¹¬	3058	1	3	0		
50065	ê°°²¶ù	KillNpc	102	1616	3122	¼¦¹Ú¶´	3059	1	3	1		
50066	Ôø°¢Å£	KillNpc	102	1634	2842	¼¦¹Ú¶´	3060	1	3	0		
50067	Õ²¸²ÔÆ	KillNpc	102	1213	2955	¼¦¹Ú¶´	3061	1	3	0		
50068	ÕÅÕò·É	KillNpc	102	1400	2724	¼¦¹Ú¶´	3062	1	3	0		
50069	Ò¶»ªÈÝ	KillNpc	103	1794	3216	Êñ¸ÔÉ½	3063	1	3	1		
50070	×¿ÆßÀÉ	KillNpc	103	1975	3411	Êñ¸ÔÉ½	3064	1	3	0		
50071	×óÆúÃû	KillNpc	103	1719	3908	Êñ¸ÔÉ½	3065	1	3	0		
50072	°×²ÔÑÒ	KillNpc	103	1628	3512	Êñ¸ÔÉ½	3066	1	3	0		
50073	Ô¬ÌìÊÙ	KillNpc	104	1781	3750	½£¸óÊñµÀ	3067	1	3	1		
50074	ÔÀÔª¾µ	KillNpc	104	1925	3525	½£¸óÊñµÀ	3068	1	3	0		
50075	ÉÏ¹Ù³ð	KillNpc	104	1532	3541	½£¸óÊñµÀ	3069	1	3	0		
50076	Ñ¦ÎÞ¼«	KillNpc	104	1754	3376	½£¸óÊñµÀ	3070	1	3	0		
50077	Á¬¾£Ì©	KillNpc	105	1277	3377	¶ÎÊÏ»ÊÁê	3071	1	3	1		
50078	Áè¾¡ÖÒ	KillNpc	105	1549	3089	¶ÎÊÏ»ÊÁê	3072	1	3	0		
50079	¾£²»Æ½	KillNpc	105	1887	3371	¶ÎÊÏ»ÊÁê	3073	1	3	0		
50080	ÆÑÊ®Èý	KillNpc	105	1541	3651	¶ÎÊÏ»ÊÁê	3074	1	3	0		
50081	ÑàÁ÷óÏ	KillNpc	106	1719	3822	¾ÅáÚÏª	3075	1	3	1		
50082	Ñô·çÒÝ	KillNpc	106	1920	3740	¾ÅáÚÏª	3076	1	3	0		
50083	Ð»ÖÙºî	KillNpc	106	1847	3285	¾ÅáÚÏª	3077	1	3	0		
50084	Ò¶ºÆÁú	KillNpc	106	1731	3489	¾ÅáÚÏª	3078	1	3	0		
50085	Ò®ÂÉÌú´Ì	KillNpc	107	1922	3698	ÁúÃÅÊ¯¿ß	3079	1	4	1		
50086	ÕÂÔª³ç	KillNpc	107	1778	3829	ÁúÃÅÊ¯¿ß	3080	1	4	0		
50087	Ö£¾Å¹«	KillNpc	107	1708	3301	ÁúÃÅÊ¯¿ß	3081	1	4	0		
50088	Ö£×¿Èº	KillNpc	107	1883	3293	ÁúÃÅÊ¯¿ß	3082	1	4	0		
50089	Ã»²ØÎä	KillNpc	108	1885	3289	Î÷ÏÄ»ÊÁê	3083	1	4	1		
50090	ÄªÄÏÖñ	KillNpc	108	1787	2916	Î÷ÏÄ»ÊÁê	3084	1	4	0		
50091	»ÆÍò½Ù	KillNpc	108	1931	2843	Î÷ÏÄ»ÊÁê	3085	1	4	0		
50092	ÇáÇá¶ù	KillNpc	108	2001	3021	Î÷ÏÄ»ÊÁê	3086	1	4	0		
50093	ÄªÐ¡Ð¡	KillNpc	109	1823	3888	»Æº×Â¥	3087	1	4	1		
50094	ÅËÊØ°²	KillNpc	109	1821	3474	»Æº×Â¥	3088	1	4	0		
50095	´ÔÎÞÓ°	KillNpc	109	1886	3327	»Æº×Â¥	3089	1	4	0		
50096	µË°²¿ü	KillNpc	109	1646	3301	»Æº×Â¥	3090	1	4	0		
50097	¹¼ÎÞ³£	KillNpc	110	1323	3055	¼ö¾Õ¶´	3091	1	4	1		
50098	¹ÅÇåÑï	KillNpc	110	1586	3276	¼ö¾Õ¶´	3092	1	4	0		
50099	¹Ø×ÓÄ®	KillNpc	110	1642	2944	¼ö¾Õ¶´	3093	1	4	0		
50100	ºÎÁ¬ËØ	KillNpc	110	1380	3000	¼ö¾Õ¶´	3094	1	4	0		
50101	ÖÜ³¾·É	KillNpc	111	1709	3209	½£ÃÅ¹Ø	3095	1	4	1		
50102	ÖÜ³þ²®	KillNpc	111	1962	3225	½£ÃÅ¹Ø	3096	1	4	0		
50103	Öî¸ð¾ªºè	KillNpc	111	1938	3698	½£ÃÅ¹Ø	3097	1	4	0		
50104	·çÎÞºÛ	KillNpc	111	1622	3637	½£ÃÅ¹Ø	3098	1	4	0		
50105	¸ÊÕý¹Â	KillNpc	112	1598	3720	ÌìÁúËÂ	3099	1	4	1		
50106	¹¢ÈÝ¸´	KillNpc	112	1631	3323	ÌìÁúËÂ	3100	1	4	0		
50107	¹ÁÓþÛÅ	KillNpc	112	1847	3357	ÌìÁúËÂ	3101	1	4	0		
50108	¶ÎÁèÔÂ	KillNpc	112	1793	3756	ÌìÁúËÂ	3102	1	4	0		
50109	·¶³¯Ëª	KillNpc	113	1740	3702	°ïÔ´ÃØ¶´	3103	1	4	1		
50110	·½´óÖÛ	KillNpc	113	1750	3198	°ïÔ´ÃØ¶´	3104	1	4	0		
50111	·ëË«Òí	KillNpc	113	1495	3307	°ïÔ´ÃØ¶´	3105	1	4	0		
50112	¸µÐÞÎÄ	KillNpc	113	1405	3495	°ïÔ´ÃØ¶´	3106	1	4	0		
50113	ÐñÈÕ¸É	KillNpc	114	1617	3744	ë·ÀÕ´¨	3107	1	5	1		
50114	²é¸É°ÍÀ­	KillNpc	114	1736	3228	ë·ÀÕ´¨	3108	1	5	0		
50115	¹þ¶û°ÍÀ­	KillNpc	114	1838	3766	ë·ÀÕ´¨	3109	1	5	0		
50116	ËÕºÕ°ÍÂ³	KillNpc	114	1926	3232	ë·ÀÕ´¨	3110	1	5	0		
50117	¿ñ·çÉ³	KillNpc	115	1489	2902	¼ÎÓø¹Ø	3111	1	5	1		
50118	ÂíÍòò°	KillNpc	115	1512	3177	¼ÎÓø¹Ø	3112	1	5	0		
50119	¸çÊæÄ®	KillNpc	115	1642	3267	¼ÎÓø¹Ø	3113	1	5	0		
50120	³þ·ÉÓ¥	KillNpc	115	1779	2921	¼ÎÓø¹Ø	3114	1	5	0		
50121	ÁîºüÕ°	KillNpc	116	1599	3670	»ªÉ½	3115	1	5	1		
50122	ÔÀÀäìø	KillNpc	116	1700	3490	»ªÉ½	3116	1	5	0		
50123	·âÖ®¹È	KillNpc	116	1821	3234	»ªÉ½	3117	1	5	0		
50124	Äþä½ä½	KillNpc	116	1856	3589	»ªÉ½	3118	1	5	0		
50125	Å£ÕðÉ½	KillNpc	117	1622	2919	Êñ¸ÔÃØ¾³	3119	1	5	1		
50126	ÔªÊ®¶þ	KillNpc	117	1672	3358	Êñ¸ÔÃØ¾³	3120	1	5	0		
50127	Ò¦ÇàÆ¼	KillNpc	117	1438	3440	Êñ¸ÔÃØ¾³	3121	1	5	0		
50128	ËïÔÂÂ¥	KillNpc	117	1536	2937	Êñ¸ÔÃØ¾³	3122	1	5	0		
50129	ºÚÎÞ³£	KillNpc	118	1457	3597	·á¶¼¹í³Ç	3123	1	5	1		
50130	°×ÎÞ³£	KillNpc	118	1617	3849	·á¶¼¹í³Ç	3124	1	5	0		
50131	ÑÖÊ®µî	KillNpc	118	1860	3784	·á¶¼¹í³Ç	3125	1	5	0		
50132	ÖÓÉñÅÐ	KillNpc	118	1874	3406	·á¶¼¹í³Ç	3126	1	5	0		
50133	°Å÷ì¶ù	KillNpc	119	1580	3193	ÃçÁë	3127	1	5	1		
50134	¼ÍÇ§³Ç	KillNpc	119	1606	3653	ÃçÁë	3128	1	5	0		
50135	Â¥Ü·Ü·	KillNpc	119	1718	3275	ÃçÁë	3129	1	5	0		
50136	°×Ô¶º£	KillNpc	119	1838	3666	ÃçÁë	3130	1	5	0		
50137	Ìï²»¶þ	KillNpc	120	1843	3469	ÎäÒÄÉ½	3131	1	5	1		
50138	ÉòÎåÀÉ	KillNpc	120	1932	3867	ÎäÒÄÉ½	3132	1	5	0		
50139	Ê·ÌúÕÆ	KillNpc	120	1690	3802	ÎäÒÄÉ½	3133	1	5	0		
50140	ÓàÕýº£	KillNpc	120	1619	3571	ÎäÒÄÉ½	3134	1	5	0		
50141	ÅáÊ±Ô¨	KillNpc	121	1817	3266	ÎäÁêÉ½	3135	1	5	1		
50142	ÎâÌ«Ðþ	KillNpc	121	1682	3456	ÎäÁêÉ½	3136	1	5	0		
50143	»Ê¸¦½¨	KillNpc	121	1567	3310	ÎäÁêÉ½	3137	1	5	0		
50144	ÉêÍÀÕç	KillNpc	121	1482	3158	ÎäÁêÉ½	3138	1	5	0		
50145	¹íÊ§¾ª	KillNpc	1742	1638	3182	Íò¹Ç¿ß¡¤÷Î	7040	1	6	1		
50146	Ä½ÈÝÑà	KillNpc	1774	1820	3179	Íò¹Ç¿ß¡¤÷Î	7041	1	6	0		
50147	ÉÏ¹ÙÍñ¶ù	KillNpc	1743	1638	3182	Íò¹Ç¿ß¡¤÷È	7042	1	6	0		
50148	ËÕÎÞÄÉÐ°	KillNpc	1775	1820	3179	Íò¹Ç¿ß¡¤÷È	7043	1	6	0		
50149	ÑàÊ®°Ë	KillNpc	1744	1638	3182	Íò¹Ç¿ß¡¤÷Í	7044	1	6	1		
50150	½­¶ÏË®	KillNpc	1776	1820	3179	Íò¹Ç¿ß¡¤÷Í	7045	1	6	0		
50151	ÐÁÄ®Çï	KillNpc	1745	1638	3182	Íò¹Ç¿ß¡¤÷Ë	7046	1	6	0		
50152	ÁøËªÔÆ	KillNpc	1777	1820	3179	Íò¹Ç¿ß¡¤÷Ë	7047	1	6	0		
50153	Ì·êª¸ê	KillNpc	1746	1638	3182	°ÝÔÂÌ³¡¤Ë·	7048	1	6	1		
50154	ÁõÐ¥»¢	KillNpc	1778	1820	3179	°ÝÔÂÌ³¡¤Ë·	7049	1	6	0		
50155	ÓáÐ¡¶þ	KillNpc	1747	1638	3182	°ÝÔÂÌ³¡¤Íû	7050	1	6	0		
50156	ºúÈýÌõ	KillNpc	1779	1820	3179	°ÝÔÂÌ³¡¤Íû	7051	1	6	0		
50157	¾ÕÐ¡Æß	KillNpc	1748	1638	3182	°ÝÔÂÌ³¡¤²Ð	7052	1	6	1		
50158	Ã«Ì«¹«	KillNpc	1780	1820	3179	°ÝÔÂÌ³¡¤²Ð	7053	1	6	0		
50159	´ÞÒ°	KillNpc	1749	1638	3182	°ÝÔÂÌ³¡¤Ã¼	7054	1	6	0		
50160	ÔªÇ§Ë®	KillNpc	1781	1820	3179	°ÝÔÂÌ³¡¤Ã¼	7055	1	6	0		
50161	ñ¼Ä°Ïã	KillNpc	1750	1638	3182	»ìÑôµî¡¤¹â	7061	1	6	1		
50162	ì³ÃÄÄÝ	KillNpc	1782	1820	3179	»ìÑôµî¡¤¹â	7062	1	6	0		
50163	ÆëˆÁï	KillNpc	1751	1638	3182	»ìÑôµî¡¤Ó°	7063	1	6	0		
50164	ËÕÄÈÃÉ	KillNpc	1783	1820	3179	»ìÑôµî¡¤Ó°	7064	1	6	0		
50165	ÇåÈªµÀÈË	KillNpc	1752	1638	3182	»ìÑôµî¡¤Ã÷	7065	1	6	1		
50166	¹¢Îä	KillNpc	1784	1820	3179	»ìÑôµî¡¤Ã÷	7066	1	6	0		
50167	ºúÔ¨	KillNpc	1753	1638	3182	»ìÑôµî¡¤°µ	7067	1	6	0		
50168	Ð¤×ÓÑï	KillNpc	1785	1820	3179	»ìÑôµî¡¤°µ	7068	1	6	0		
50169	ÀõµîÜ²	KillNpc	1754	1638	3182	·ÙÃ÷ÌÃ¡¤½¹	7069	1	6	1		
50170	»ô¹¦µî	KillNpc	1786	1820	3179	·ÙÃ÷ÌÃ¡¤½¹	7070	1	6	0		
50171	ÁõÌ©Ñó	KillNpc	1755	1638	3182	·ÙÃ÷ÌÃ¡¤Ñ×	7071	1	6	0		
50172	³çÉÐËÉ	KillNpc	1787	1820	3179	·ÙÃ÷ÌÃ¡¤Ñ×	7072	1	6	0		
50173	³àìÍ	KillNpc	1756	1638	3182	·ÙÃ÷ÌÃ¡¤³¾	7073	1	6	1		
50174	ÕÔÂüµû	KillNpc	1788	1820	3179	·ÙÃ÷ÌÃ¡¤³¾	7074	1	6	0		
50175	ÎÅ»ÀÕÂ	KillNpc	1757	1638	3182	·ÙÃ÷ÌÃ¡¤ÊÅ	7075	1	6	0		
50176	¸ßÕñ·É	KillNpc	1789	1820	3179	·ÙÃ÷ÌÃ¡¤ÊÅ	7076	1	6	0		
50177	ÉÏ¹ÙÄÈÄÈ	KillNpc	1758	1638	3182	ÔÉµ¤¹¬¡¤ÈÕ	7077	1	6	1		
50178	¹«Ëï¿µ	KillNpc	1790	1820	3179	ÔÉµ¤¹¬¡¤ÈÕ	7078	1	6	0		
50179	Óñ½¿Ö¦	KillNpc	1759	1638	3182	ÔÉµ¤¹¬¡¤ÔÂ	7079	1	6	0		
50180	Ò®ÂÉ¹úÕä	KillNpc	1791	1820	3179	ÔÉµ¤¹¬¡¤ÔÂ	7080	1	6	0		
50181	ÐíÇáÑ©	KillNpc	1760	1638	3182	ÔÉµ¤¹¬¡¤ÐÇ	7081	1	6	1		
50182	ÕÔÇåÓê	KillNpc	1792	1820	3179	ÔÉµ¤¹¬¡¤ÐÇ	7082	1	6	0		
50183	ÏîÖ®Ðù	KillNpc	1761	1638	3182	ÔÉµ¤¹¬¡¤³½	7083	1	6	0		
50184	ÅáÔªÁú	KillNpc	1793	1820	3179	ÔÉµ¤¹¬¡¤³½	7084	1	6	0		
50185	Å·Ñô·É	KillNpc	1762	1638	3182	ÑªÂÞÃÅ¡¤É½	7085	1	6	1		
50186	ÂÀÅæ½Ü	KillNpc	1794	1820	3179	ÑªÂÞÃÅ¡¤É½	7086	1	6	0		
50187	Îâ½£µÀ	KillNpc	1763	1638	3182	ÑªÂÞÃÅ¡¤ºÓ	7087	1	6	0		
50188	Ò×ÍþÎä	KillNpc	1795	1820	3179	ÑªÂÞÃÅ¡¤ºÓ	7088	1	6	0		
50189	³þÖÒÌì	KillNpc	1764	1638	3182	ÑªÂÞÃÅ¡¤ºþ	7089	1	6	1		
50190	ÖÜÎÄºÆ	KillNpc	1796	1820	3179	ÑªÂÞÃÅ¡¤ºþ	7090	1	6	0		
50191	ÉÐâùÔ¶	KillNpc	1765	1638	3182	ÑªÂÞÃÅ¡¤º£	7091	1	6	0		
50192	³ÂÐ¥Ä¦	KillNpc	1797	1820	3179	ÑªÂÞÃÅ¡¤º£	7092	1	6	0		
50193	ñ®Í·ºÍÉÐ	KillNpc	1766	1638	3182	Ä§Áúµî¡¤ÔÆ	7093	1	6	1		
50194	°Í¶û»¢	KillNpc	1798	1820	3179	Ä§Áúµî¡¤ÔÆ	7094	1	6	0		
50195	º£ÈÕº±	KillNpc	1767	1638	3182	Ä§Áúµî¡¤µç	7095	1	6	0		
50196	°ÍºÕÍÁÄ¾	KillNpc	1799	1820	3179	Ä§Áúµî¡¤µç	7096	1	6	0		
50197	ÎÚ¶û°ÍÍ¼	KillNpc	1768	1638	3182	Ä§Áúµî¡¤ÄÞ	7097	1	6	1		
50198	¹þË¹¿¨	KillNpc	1800	1820	3179	Ä§Áúµî¡¤ÄÞ	7098	1	6	0		
50199	´÷Ôó	KillNpc	1769	1638	3182	Ä§Áúµî¡¤·ç	7099	1	6	0		
50200	·ï·É·É	KillNpc	1801	1820	3179	Ä§Áúµî¡¤·ç	7100	1	6	0		
50201	Ó«ÆßÐ°	KillNpc	1770	1638	3182	ÊÈ»êÎÝ¡¤Áé	7101	1	6	1		
50202	»¨ÎÞÓ°	KillNpc	1802	1820	3179	ÊÈ»êÎÝ¡¤Áé	7102	1	6	0		
50203	³þÎ÷ÔÂ	KillNpc	1771	1638	3182	ÊÈ»êÎÝ¡¤ÆÇ	7103	1	6	0		
50204	Ä½¿¡	KillNpc	1803	1820	3179	ÊÈ»êÎÝ¡¤ÆÇ	7104	1	6	0		
50205	×Ï÷ìã£	KillNpc	1772	1638	3182	ÊÈ»êÎÝ¡¤Ú¤	7105	1	6	1		
50206	º®ÓêÑÌ	KillNpc	1804	1820	3179	ÊÈ»êÎÝ¡¤Ú¤	7106	1	6	0		
50207	°à¹Å¶ù	KillNpc	1773	1638	3182	ÊÈ»êÎÝ¡¤Êà	7107	1	6	0		
50208	ËÕ¼ª	KillNpc	1805	1820	3179	ÊÈ»êÎÝ¡¤Êà	7108	1	6	0		
