Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval
Mộng Mị Trang	Mộng Mị Trang		1	1	3	3	4	\image\item\equip\armor\m_jiayi_304_s.spr	\image\item\equip\armor\m_jiayi_304.spr	20			-1	1	1			2	0	equip	7		damage_series_resist	16	20	-1	-1	-1	-1																																																																5	37	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	20																			
Vô Sắc Trang	Vô Sắc Trang	3	1	1	3	3	5	\image\item\equip\armor\m_jiayi_305_s.spr	\image\item\equip\armor\m_jiayi_305.spr	20			-1	1	1			2	0	equip	8		damage_series_resist	21	25	-1	-1	-1	-1																																																																5	47	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	20																			
Tham Lang Trang	Tham Lang Trang	3	1	1	3	3	6	\image\item\equip\armor\m_jiayi_306_s.spr	\image\item\equip\armor\m_jiayi_306.spr	20			-1	1	1			2	0	equip	8		damage_series_resist	26	30	-1	-1	-1	-1																																																																5	57	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	20																			
Thiên Mộng Trang	Thiên Mộng Trang	4	1	1	3	3	7	\image\item\equip\armor\m_jiayi_307_s.spr	\image\item\equip\armor\m_jiayi_307.spr	20			-1	1	1			2	0	equip	9		damage_series_resist	31	35	-1	-1	-1	-1																																																																5	67	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	160	160																					1	20																			
Sơn Quỷ Trang	Sơn Quỷ Trang	4	1	1	3	3	8	\image\item\equip\armor\m_jiayi_308_s.spr	\image\item\equip\armor\m_jiayi_308.spr	20			-1	1	1			2	0	equip	9		damage_series_resist	36	40	-1	-1	-1	-1																																																																5	77	8	0									4	lifereplenish_v	22	22					8	lifemax_p	5	5					10	lifemax_v	90	90					12	state_hurt_resisttime	170	170																					1	20																			
Vô Dung Kình Trang	Vô Dung Kình Trang	5	1	1	3	3	9	\image\item\equip\armor\m_jiayi_309_s.spr	\image\item\equip\armor\m_jiayi_309.spr	20			-1	1	1			2	0	equip	10		damage_series_resist	41	45	-1	-1	-1	-1																																																																5	87	8	0									4	lifereplenish_v	24	24					8	lifemax_p	6	6					10	lifemax_v	100	100					12	state_hurt_resisttime	180	180					14	state_hurt_resistrate	120	120													1	20																			
Thiên Nhẫn Bí Trang	Thiên Nhẫn Bí Trang	5	1	1	3	3	10	\image\item\equip\armor\m_jiayi_310_s.spr	\image\item\equip\armor\m_jiayi_310.spr	20			-1	1	1			2	0	equip	10		damage_series_resist	46	50	-1	-1	-1	-1																																																																5	97	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_hurt_resisttime	200	200					14	state_hurt_resistrate	150	150					16	damage_physics_resist	175	175					1	20			15	damage_physics_resist	80	80													
Thô Bố Trường Bào	Thô Bố Trường Bào		1	1	3	4	1	\image\item\equip\armor\m_changpao_401_s.spr	\image\item\equip\armor\m_changpao_401.spr	20			-1	1	1			2	0	equip	1		damage_series_resist	1	5	-1	-1	-1	-1																																																																5	7	8	0									4	lifereplenish_v	20	20																																													1	6																			
Dật Hiệp Bào	Dật Hiệp Bào		1	1	3	4	2	\image\item\equip\armor\m_changpao_402_s.spr	\image\item\equip\armor\m_changpao_402.spr	20			-1	1	1			2	0	equip	1		damage_series_resist	6	10	-1	-1	-1	-1																																																																5	17	8	0									4	lifereplenish_v	20	20																																													1	6																			
Thanh Sương Bào	Thanh Sương Bào		1	1	3	4	3	\image\item\equip\armor\m_changpao_403_s.spr	\image\item\equip\armor\m_changpao_403.spr	20			-1	1	1			2	0	equip	2		damage_series_resist	11	15	-1	-1	-1	-1																																																																5	27	8	0									4	lifereplenish_v	20	20																																													1	6																			
Huyền Hoàng Bào	Huyền Hoàng Bào		1	1	3	4	4	\image\item\equip\armor\m_changpao_404_s.spr	\image\item\equip\armor\m_changpao_404.spr	20			-1	1	1			2	0	equip	2		damage_series_resist	16	20	-1	-1	-1	-1																																																																5	37	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	6																			
Thương Lan Bào	Thương Lan Bào	3	1	1	3	4	5	\image\item\equip\armor\m_changpao_405_s.spr	\image\item\equip\armor\m_changpao_405.spr	20			-1	1	1			2	0	equip	5		damage_series_resist	21	25	-1	-1	-1	-1																																																																5	47	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	6																			
Bích Hoa Bào	Bích Hoa Bào	3	1	1	3	4	6	\image\item\equip\armor\m_changpao_406_s.spr	\image\item\equip\armor\m_changpao_406.spr	20			-1	1	1			2	0	equip	5		damage_series_resist	26	30	-1	-1	-1	-1																																																																5	57	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	6																			
Tương Như Bào	Tương Như Bào	4	1	1	3	4	7	\image\item\equip\armor\m_changpao_407_s.spr	\image\item\equip\armor\m_changpao_407.spr	20			-1	1	1			2	0	equip	4		damage_series_resist	31	35	-1	-1	-1	-1																																																																5	67	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	160	160																					1	6																			
Toàn Long Bào	Toàn Long Bào	4	1	1	3	4	8	\image\item\equip\armor\m_changpao_408_s.spr	\image\item\equip\armor\m_changpao_408.spr	20			-1	1	1			2	0	equip	4		damage_series_resist	36	40	-1	-1	-1	-1																																																																5	77	8	0									4	lifereplenish_v	22	22					8	lifemax_p	5	5					10	lifemax_v	90	90					12	state_hurt_resisttime	170	170																					1	6																			
Hàn Sương Bào	Hàn Sương Bào	5	1	1	3	4	9	\image\item\equip\armor\m_changpao_409_s.spr	\image\item\equip\armor\m_changpao_409.spr	20			-1	1	1			2	0	equip	3		damage_series_resist	41	45	-1	-1	-1	-1																																																																5	87	8	0									4	lifereplenish_v	24	24					8	lifemax_p	6	6					10	lifemax_v	100	100					12	state_hurt_resisttime	180	180					14	state_hurt_resistrate	120	120													1	6																			
Giáng Sa Bào	Giáng Sa Bào	5	1	1	3	4	10	\image\item\equip\armor\m_changpao_410_s.spr	\image\item\equip\armor\m_changpao_410.spr	20			-1	1	1			2	0	equip	3		damage_series_resist	46	50	-1	-1	-1	-1																																																																5	97	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_hurt_resisttime	200	200					14	state_hurt_resistrate	150	150					16	damage_physics_resist	175	175					1	6			15	damage_physics_resist	80	80													
Đồng Nữ Giáp	Đồng Nữ Giáp		1	1	3	6	1	\image\item\equip\armor\f_kai_601_s.spr	\image\item\equip\armor\f_kai_601.spr	21			-1	1	1			2	0	equip		11	damage_series_resist	1	5	-1	-1	-1	-1																																																																5	7	8	1									4	lifereplenish_v	20	20																																													1	2																			
Bạch Nhung Giáp	Bạch Nhung Giáp		1	1	3	6	2	\image\item\equip\armor\f_kai_602_s.spr	\image\item\equip\armor\f_kai_602.spr	21			-1	1	1			2	0	equip		11	damage_series_resist	6	10	-1	-1	-1	-1																																																																5	17	8	1									4	lifereplenish_v	20	20																																													1	2																			
Võ Luyện Giáp	Võ Luyện Giáp		1	1	3	6	3	\image\item\equip\armor\f_kai_603_s.spr	\image\item\equip\armor\f_kai_603.spr	21			-1	1	1			2	0	equip		12	damage_series_resist	11	15	-1	-1	-1	-1																																																																5	27	8	1									4	lifereplenish_v	20	20																																													1	2																			
Minh Quang Giáp Y	Minh Quang Giáp Y		1	1	3	6	4	\image\item\equip\armor\f_kai_604_s.spr	\image\item\equip\armor\f_kai_604.spr	21			-1	1	1			2	0	equip		12	damage_series_resist	16	20	-1	-1	-1	-1																																																																5	37	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	2																			
Kim Tơ Giáp Y	Kim Tơ Giáp Y	3	1	1	3	6	5	\image\item\equip\armor\f_kai_605_s.spr	\image\item\equip\armor\f_kai_605.spr	21			-1	1	1			2	0	equip		13	damage_series_resist	21	25	-1	-1	-1	-1																																																																5	47	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	2																			
Lam Yến Giáp	Lam Yến Giáp	3	1	1	3	6	6	\image\item\equip\armor\f_kai_606_s.spr	\image\item\equip\armor\f_kai_606.spr	21			-1	1	1			2	0	equip		13	damage_series_resist	26	30	-1	-1	-1	-1																																																																5	57	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	2																			
Hồng Nhung Giáp	Hồng Nhung Giáp	4	1	1	3	6	7	\image\item\equip\armor\f_kai_607_s.spr	\image\item\equip\armor\f_kai_607.spr	21			-1	1	1			2	0	equip		14	damage_series_resist	31	35	-1	-1	-1	-1																																																																5	67	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	160	160																					1	2																			
Hàn Quang Nhạn Linh Giáp	Hàn Quang Nhạn Linh Giáp	4	1	1	3	6	8	\image\item\equip\armor\f_kai_608_s.spr	\image\item\equip\armor\f_kai_608.spr	21			-1	1	1			2	0	equip		14	damage_series_resist	36	40	-1	-1	-1	-1																																																																5	77	8	1									4	lifereplenish_v	22	22					8	lifemax_p	5	5					10	lifemax_v	90	90					12	state_hurt_resisttime	170	170																					1	2																			
Huyền Thiết Tuyết Ngân Giáp	Huyền Thiết Tuyết Ngân Giáp	5	1	1	3	6	9	\image\item\equip\armor\f_kai_609_s.spr	\image\item\equip\armor\f_kai_609.spr	21			-1	1	1			2	0	equip		15	damage_series_resist	41	45	-1	-1	-1	-1																																																																5	87	8	1									4	lifereplenish_v	24	24					8	lifemax_p	6	6					10	lifemax_v	100	100					12	state_hurt_resisttime	180	180					14	state_hurt_resistrate	120	120													1	2																			
Tích Lịch Kim Phượng Giáp	Tích Lịch Kim Phượng Giáp	5	1	1	3	6	10	\image\item\equip\armor\f_kai_610_s.spr	\image\item\equip\armor\f_kai_610.spr	21			-1	1	1			2	0	equip		15	damage_series_resist	46	50	-1	-1	-1	-1																																																																5	97	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_hurt_resisttime	200	200					14	state_hurt_resistrate	150	150					16	damage_physics_resist	175	175					1	2			15	damage_physics_resist	80	80													
Khinh Bì Giáp Y	Khinh Bì Giáp Y		1	1	3	7	1	\image\item\equip\armor\f_jiayi_701_s.spr	\image\item\equip\armor\f_jiayi_701.spr	21			-1	1	1			2	0	equip		6	damage_series_resist	1	5	-1	-1	-1	-1																																																																5	7	8	1									4	lifereplenish_v	20	20																																													1	20																			
Linh Vận Trang	Linh Vận Trang		1	1	3	7	2	\image\item\equip\armor\f_jiayi_702_s.spr	\image\item\equip\armor\f_jiayi_702.spr	21			-1	1	1			2	0	equip		6	damage_series_resist	6	10	-1	-1	-1	-1																																																																5	17	8	1									4	lifereplenish_v	20	20																																													1	20																			
Tử Kình Trang	Tử Kình Trang		1	1	3	7	3	\image\item\equip\armor\f_jiayi_703_s.spr	\image\item\equip\armor\f_jiayi_703.spr	21			-1	1	1			2	0	equip		7	damage_series_resist	11	15	-1	-1	-1	-1																																																																5	27	8	1									4	lifereplenish_v	20	20																																													1	20																			
Long Tiêu Trang	Long Tiêu Trang		1	1	3	7	4	\image\item\equip\armor\f_jiayi_704_s.spr	\image\item\equip\armor\f_jiayi_704.spr	21			-1	1	1			2	0	equip		7	damage_series_resist	16	20	-1	-1	-1	-1																																																																5	37	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	20																			
Linh Xà Trang	Linh Xà Trang	3	1	1	3	7	5	\image\item\equip\armor\f_jiayi_705_s.spr	\image\item\equip\armor\f_jiayi_705.spr	21			-1	1	1			2	0	equip		8	damage_series_resist	21	25	-1	-1	-1	-1																																																																5	47	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	20																			
Huyền Ly Cầu	Huyền Ly Cầu	3	1	1	3	7	6	\image\item\equip\armor\f_jiayi_706_s.spr	\image\item\equip\armor\f_jiayi_706.spr	21			-1	1	1			2	0	equip		8	damage_series_resist	26	30	-1	-1	-1	-1																																																																5	57	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	20																			
Hắc Điêu Cầu	Hắc Điêu Cầu	4	1	1	3	7	7	\image\item\equip\armor\f_jiayi_707_s.spr	\image\item\equip\armor\f_jiayi_707.spr	21			-1	1	1			2	0	equip		9	damage_series_resist	31	35	-1	-1	-1	-1																																																																5	67	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	160	160																					1	20																			
Vận Nghê Thường	Vận Nghê Thường	4	1	1	3	7	8	\image\item\equip\armor\f_jiayi_708_s.spr	\image\item\equip\armor\f_jiayi_708.spr	21			-1	1	1			2	0	equip		9	damage_series_resist	36	40	-1	-1	-1	-1																																																																5	77	8	1									4	lifereplenish_v	22	22					8	lifemax_p	5	5					10	lifemax_v	90	90					12	state_hurt_resisttime	170	170																					1	20																			
Mê Hồn Thường	Mê Hồn Thường	5	1	1	3	7	9	\image\item\equip\armor\f_jiayi_709_s.spr	\image\item\equip\armor\f_jiayi_709.spr	21			-1	1	1			2	0	equip		10	damage_series_resist	41	45	-1	-1	-1	-1																																																																5	87	8	1									4	lifereplenish_v	24	24					8	lifemax_p	6	6					10	lifemax_v	100	100					12	state_hurt_resisttime	180	180					14	state_hurt_resistrate	120	120													1	20																			
Cửu Vĩ Bạch Hồ Cầu	Cửu Vĩ Bạch Hồ Cầu	5	1	1	3	7	10	\image\item\equip\armor\f_jiayi_710_s.spr	\image\item\equip\armor\f_jiayi_710.spr	21			-1	1	1			2	0	equip		10	damage_series_resist	46	50	-1	-1	-1	-1																																																																5	97	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_hurt_resisttime	200	200					14	state_hurt_resistrate	150	150					16	damage_physics_resist	175	175					1	20			15	damage_physics_resist	80	80													
Cẩm Sam	Cẩm Sam		1	1	3	8	1	\image\item\equip\armor\f_ruqun_801_s.spr	\image\item\equip\armor\f_ruqun_801.spr	21			-1	1	1			2	0	equip		3	damage_series_resist	1	5	-1	-1	-1	-1																																																																5	7	8	1									4	lifereplenish_v	20	20																																													1	6																			
Khởi Lệ Sam	Khởi Lệ Sam		1	1	3	8	2	\image\item\equip\armor\f_ruqun_802_s.spr	\image\item\equip\armor\f_ruqun_802.spr	21			-1	1	1			2	0	equip		3	damage_series_resist	6	10	-1	-1	-1	-1																																																																5	17	8	1									4	lifereplenish_v	20	20																																													1	6																			
Tâm Ấn Sam	Tâm Ấn Sam		1	1	3	8	3	\image\item\equip\armor\f_ruqun_803_s.spr	\image\item\equip\armor\f_ruqun_803.spr	21			-1	1	1			2	0	equip		2	damage_series_resist	11	15	-1	-1	-1	-1																																																																5	27	8	1									4	lifereplenish_v	20	20																																													1	6																			
Thanh La Sam	Thanh La Sam		1	1	3	8	4	\image\item\equip\armor\f_ruqun_804_s.spr	\image\item\equip\armor\f_ruqun_804.spr	21			-1	1	1			2	0	equip		2	damage_series_resist	16	20	-1	-1	-1	-1																																																																5	37	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	6																			
Nguyệt Hoa Sam	Nguyệt Hoa Sam	3	1	1	3	8	5	\image\item\equip\armor\f_ruqun_805_s.spr	\image\item\equip\armor\f_ruqun_805.spr	21			-1	1	1			2	0	equip		4	damage_series_resist	21	25	-1	-1	-1	-1																																																																5	47	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	6																			
Vân Cẩm Sam	Vân Cẩm Sam	3	1	1	3	8	6	\image\item\equip\armor\f_ruqun_806_s.spr	\image\item\equip\armor\f_ruqun_806.spr	21			-1	1	1			2	0	equip		4	damage_series_resist	26	30	-1	-1	-1	-1																																																																5	57	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					1	6																			
Quỳnh Ngọc Sam	Quỳnh Ngọc Sam	4	1	1	3	8	7	\image\item\equip\armor\f_ruqun_807_s.spr	\image\item\equip\armor\f_ruqun_807.spr	21			-1	1	1			2	0	equip		5	damage_series_resist	31	35	-1	-1	-1	-1																																																																5	67	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	160	160																					1	6																			
