Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval
Huân Y Hương Nang	Huân Y Hương Nang		1	1	11	2	1	\image\item\equip\pendant\f_201_s.spr	\image\item\equip\pendant\f_201.spr	27			-1	1	1			2	0	equip			adddefense_v	3	5	-1	-1	0	0																																																																5	4	8	1									4	manareplenish_v	15	15																																													1	8																			
Mạt Lợi Hương Nang	Mạt Lợi Hương Nang		1	1	11	2	2	\image\item\equip\pendant\f_202_s.spr	\image\item\equip\pendant\f_202.spr	27			-1	1	1			2	0	equip			adddefense_v	8	10	-1	-1	0	0																																																																5	14	8	1									4	manareplenish_v	15	15																																													1	8																			
Nhũ Hương Hương Nang	Nhũ Hương Hương Nang		1	1	11	2	3	\image\item\equip\pendant\f_203_s.spr	\image\item\equip\pendant\f_203.spr	27			-1	1	1			2	0	equip			adddefense_v	13	15	-1	-1	0	0																																																																5	24	8	1									4	manareplenish_v	15	15																																													1	8																			
Lan Hoa Hương Nang	Lan Hoa Hương Nang		1	1	11	2	4	\image\item\equip\pendant\f_204_s.spr	\image\item\equip\pendant\f_204.spr	27			-1	1	1			2	0	equip			adddefense_v	18	20	-1	-1	0	0																																																																5	34	8	1									4	manareplenish_v	15	15					8	adddefense_v	50	50																																					1	8																			
Hợp Hoan Hương Nang	Hợp Hoan Hương Nang	3	1	1	11	2	5	\image\item\equip\pendant\f_205_s.spr	\image\item\equip\pendant\f_205.spr	27			-1	1	1			2	0	equip			adddefense_v	23	25	-1	-1	0	0																																																																5	44	8	1									4	manareplenish_v	15	15					8	adddefense_v	50	50																																					1	8																			
Tử Tô Hương Nang	Tử Tô Hương Nang	3	1	1	11	2	6	\image\item\equip\pendant\f_206_s.spr	\image\item\equip\pendant\f_206.spr	27			-1	1	1			2	0	equip			adddefense_v	28	30	-1	-1	0	0																																																																5	54	8	1									4	manareplenish_v	15	15					8	adddefense_v	50	50																																					1	8																			
Trầm Đàn Hương Nang	Trầm Đàn Hương Nang	4	1	1	11	2	7	\image\item\equip\pendant\f_207_s.spr	\image\item\equip\pendant\f_207.spr	27			-1	1	1			2	0	equip			adddefense_v	33	35	-1	-1	0	0																																																																5	64	8	1									4	manareplenish_v	15	15					8	adddefense_v	50	50					10	manamax_v	80	80					12	lifereplenish_p	10	10																					1	8																			
Tiên Xạ Hương Nang	Tiên Xạ Hương Nang	4	1	1	11	2	8	\image\item\equip\pendant\f_208_s.spr	\image\item\equip\pendant\f_208.spr	27			-1	1	1			2	0	equip			adddefense_v	38	40	-1	-1	0	0																																																																5	74	8	1									4	manareplenish_v	16	16					8	adddefense_v	55	55					10	manamax_v	90	90					12	lifereplenish_p	10	10																					1	8																			
Già Nam Hương Nang	Già Nam Hương Nang	5	1	1	11	2	9	\image\item\equip\pendant\f_209_s.spr	\image\item\equip\pendant\f_209.spr	27			-1	1	1			2	0	equip			adddefense_v	43	45	-1	-1	0	0																																																																5	84	8	1									4	manareplenish_v	17	17					8	adddefense_v	60	60					10	manamax_v	100	100					12	lifereplenish_p	11	11					14	defencedeadlystrikedamagetrim	15	15													1	8																			
Long Diên Hương Nang	Long Diên Hương Nang	5	1	1	11	2	10	\image\item\equip\pendant\f_210_s.spr	\image\item\equip\pendant\f_210.spr	27			-1	1	1			2	0	equip			adddefense_v	48	50	-1	-1	0	0																																																																5	94	8	1									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					1	8			15	damage_all_resist	32	32													
Bắc Minh Bội	Bắc Minh Bội	6	1	1	11	11	10	\image\item\equip\pendant\m_110_s.spr	\image\item\equip\pendant\m_110.spr	26			-1	1	1		1	2	0	equip			adddefense_v	48	50	-1	-1	0	0																																																																5	94	8	0									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					1	4			15	damage_all_resist	32	32													
Long Diên Hương Nang	Long Diên Hương Nang	6	1	1	11	12	10	\image\item\equip\pendant\f_210_s.spr	\image\item\equip\pendant\f_210.spr	27			-1	1	1		1	2	0	equip			adddefense_v	48	50	-1	-1	0	0																																																																5	94	8	1									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					1	8			15	damage_all_resist	32	32													
Thiên Tuyệt Bạch Ngân Bội	Thiên Tuyệt Bạch Ngân Bội	7	1	1	11	3	10	\image\item\equip\pendant\m_111_s.spr	\image\item\equip\pendant\m_111.spr	26			-1	1	1		1	2	0	equip			adddefense_v	48	50	-1	-1	0	0																																																																5	94	8	0									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					1	4			15	damage_all_resist	32	32													
Thiên Tuyệt Bạch Ngân Hương Nang	Thiên Tuyệt Bạch Ngân Hương Nang	7	1	1	11	4	10	\image\item\equip\pendant\f_211_s.spr	\image\item\equip\pendant\f_211.spr	27			-1	1	1		2	2	0	equip			adddefense_v	48	50	-1	-1	0	0																																																																5	94	8	1									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					1	8			15	damage_all_resist	32	32													
Thiên Tuyệt Hoàng Kim Bội	Thiên Tuyệt Hoàng Kim Bội	8	1	1	11	5	10	\image\item\equip\pendant\m_112_s.spr	\image\item\equip\pendant\m_112.spr	26			-1	1	1		1	2	0	equip			adddefense_v	48	50	-1	-1	0	0																																																																5	94	8	0									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					1	4			15	damage_all_resist	32	32													
Thiên Tuyệt Hoàng Kim Hương Nang	Thiên Tuyệt Hoàng Kim Hương Nang	8	1	1	11	6	10	\image\item\equip\pendant\f_212_s.spr	\image\item\equip\pendant\f_212.spr	27			-1	1	1		2	2	0	equip			adddefense_v	48	50	-1	-1	0	0																																																																5	94	8	1									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					1	8			15	damage_all_resist	32	32													
Ngọc Bội Du Long Giác	Ngọc Bội Du Long Giác	8	1	1	11	9	10	\image\item\equip\pendant\m_112_s.spr	\image\item\equip\pendant\m_112.spr	26			-1	1	1		2	2	0	equip			adddefense_v	48	50	-1	-1	0	0	active_all_hide_attrib	1	1					allskill_v	1	1			3015	3015																																																				8	0									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70									15	damage_all_resist	32	32													
Hương Nang Du Long Giác	Hương Nang Du Long Giác	8	1	1	11	10	10	\image\item\equip\pendant\f_212_s.spr	\image\item\equip\pendant\f_212.spr	27			-1	1	1		2	2	0	equip			adddefense_v	48	50	-1	-1	0	0	active_all_hide_attrib	1	1					allskill_v	1	1			3015	3015																																																				8	1									4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70									15	damage_all_resist	32	32													
