GroupId	AnswerId	Question	Choice_1	Choice_2	Choice_3	Choice_4
1	1	1994年世界杯哪个国家是首次参赛？	希腊	喀麦隆	保加利亚	摩洛哥
1	2	1994年世界杯最佳球员是？	罗伯特巴乔	罗马里奥	斯托伊奇科夫	萨连科
1	1	1994年进球数最多的国家是？	瑞典（15球）	巴西（15球）	意大利（15球）	沙特阿拉伯（15球）
1	3	1994年最佳射手斯托伊奇科夫是哪国人？	俄罗斯	匈牙利	保加利亚	罗马尼亚
1	2	1994年世界杯下列哪个国家是首次参赛？	挪威	尼日利亚	玻利维亚	瑞士
1	1	1994年世界杯以下哪个国家是首次参加？	沙特阿拉伯	韩国	俄罗斯	美国
1	3	1994年美国世界杯下列哪个队伍没有参加？	西班牙	摩洛哥	英格兰	阿根廷
1	2	1994年世界杯的总进球数是？	140	141	142	143
1	2	1994年是巴西队第几次夺冠？	3	4	5	2
1	3	1994年世界杯亚军是哪个队？	英格兰	德国	意大利	阿根廷
1	2	1994年巴西队主教练是	菲尔杰克逊	佩雷拉	特拉帕托尼	佩克尔曼
1	4	绰号“金色轰炸机”的球员是？	巴尔德拉马	卡恩	克里斯蒂	克林斯曼
1	1	绰号“绿鹰”的是哪支球队？	尼日利亚	喀麦隆	南非	塞内加尔
1	3	绰号“非洲雄狮”的是哪支球队？	利比里亚	科特迪瓦	喀麦隆	刚果
1	2	足球运动员中绰号“独狼”的球员是？	罗比尼奥	罗马里奥	里瓦尔多	马布里
1	3	1994年世界杯黑马保加利亚最终取得了第几名？	2	3	4	5
1	1	1994年世界杯巴西锋线黄金组合是？	罗马里奥和贝贝托	克雷斯波和奥特加	罗马里奥和贝利	罗比尼奥和迭戈
1	3	1994年世界杯季军球队是？	巴西	意大利	瑞典	克罗地亚
1	3	绰号“球王”的球员是？	马拉多纳	罗纳尔多	贝利	梅西
1	2	绰号“足球皇帝”的球员是？	普拉蒂尼	贝肯鲍尔	克鲁伊夫	齐达内
1	1	绰号“外星人”的球员是？	罗纳尔多	罗纳尔迪尼奥	罗本	里贝里
1	2	绰号“齐祖”的球员是？	鲁尼	齐达内	方丹	加斯科因
1	3	绰号“忧郁王子”的球员是？	贝利	皮耶罗	罗伯特巴乔	埃尔伯
1	2	绰号“金毛狮王”的球员是？	阿斯普里拉	巴尔德拉马	马萨罗	哈斯勒
1	1	绰号“黑天鹅”的球员是？	里杰卡尔德	凯文加内特	泰格伍兹	范尼斯特鲁伊
1	4	绰号“战神”的球员是？	埃德蒙多	巴普蒂斯塔	丰塞卡	巴蒂斯图塔
1	2	绰号“小毛驴”的球员是？	克雷斯波	奥特加	伊瓜因	迪诺巴乔
1	2	绰号“中场发动机”的球员是？	安芬博格	马特乌斯	阿尔维斯	哈曼
1	1	绰号“花蝴蝶”的球员是？	坎波斯	布冯	卡拉格	劳尔
1	2	绰号“核弹头”的球员是？	阿尔沙文	舍甫琴科	库尔尼科娃	日尔科夫
1	3	绰号“冰王子”的球员是？	肖恩坎普	范佩西	博格坎普	阿隆索
1	2	绰号“白头翁”的球员是？	西塞	拉瓦内利	易卜拉欣巴	维亚利
1	4	绰号“辫帅”的球员是？	古力	古尔库夫	安德森	古利特
1	1	绰号“兔子”的球员是？	萨维奥拉	萨维切维奇	特维斯	米洛舍维奇
1	2	绰号“小飞机”的球员是？	德科	蒙特拉	亚历山德罗	欧文
1	3	绰号“中国男孩”的球员是？	托蒂	坎贝尔	雷科巴	格雷格
1	4	绰号“巫师”的球员是？	托雷斯	罗西基	高原直泰	贝隆
1	1	绰号“金狼”的球员是？	古蒂	劳尔	欧文	戴维斯
1	4	1998年法国世界杯吉祥物为？	小鸟	少女	螃蟹	公鸡
1	1	1998年法国世界杯哪支球队是第一次参加？	克罗地亚	智利	丹麦	苏格兰
1	2	1998年法国世界杯哪支球队是第一次参加？	伊朗	牙买加	挪威	沙特阿拉伯
1	3	1998年法国世界杯哪支球队是第一次参加？	南斯拉夫	突尼斯	日本	韩国
1	4	1998年法国世界杯哪支球队是第一次参加？	奥地利	保加利亚	摩洛哥	南非
1	1	1998年法国世界杯不包含哪只球队？	爱尔兰	苏格兰	英格兰	比利时
1	2	1998年法国世界杯共有多少只球队参加？	28	32	36	24
1	3	1998年法国世界杯总入球数是？	169	170	171	172
1	4	1998年法国世界杯最佳射手是？	罗伯特巴乔	罗纳尔多	劳尔	苏克
1	1	1998年法国世界杯最佳球员是？	罗纳尔多	罗纳尔迪尼奥	齐达内	亨利
1	2	1998年法国世界杯进球最多国家是？	巴西（15球）	法国（15球）	意大利（15球）	英格兰（15球）
1	3	1998年法国世界杯有几支亚洲球队参加？	2	3	4	5
1	2	1998年法国世界杯亚军是哪支球队？	意大利	巴西	德国	阿根廷
1	1	参加世界杯场次最多的球员?	马特乌斯(25场)	马尔蒂尼(25场)	希勒(25场)	贝利(25场)
1	1	参加世界杯次数最多的球队？	巴西（18次）	德国（18次）	意大利（18次）	阿根廷（18次）
1	3	2002年韩日世界杯哪支球队是第一次参加？	沙特	韩国	中国	日本 
1	2	2002年韩日世界杯哪支球队获得了亚军？	英格兰	德国	法国	韩国
1	1	2010南非世界杯小组赛阿根廷对韩国的比赛中，上演进球帽子戏法的球员是？	伊瓜因	梅西	李青龙	阿圭罗
1	2	2010南非世界杯揭幕战比赛中打入首球的球员是？	托罗西迪斯	查巴拉拉	布兰科	费尔南德斯
1	3	绰号“小烟枪”的球员是？	伊戈达拉	鲁尼	伊瓜因	加斯科因
1	3	2002年世界杯中国队最终排名第几？	29	30	31	32
1	1	2002年世界杯中国队在三场小组赛中共取得了几粒进球？	0	1	2	3
1	2	2002年世界杯中国队时任主教练是？	阿里汉	米卢	沈祥福	郝海东
1	3	2002年世界杯揭幕战中击败卫冕冠军法国队的球队是？	科特迪瓦	塞尔维亚	塞内加尔	塞浦路斯
1	4	2002年世界杯击败意大利进入8强的球队是？	巴西	西班牙	葡萄牙	韩国
1	1	2002年世界杯东道主之一韩国队最终取得第几名？	4	5	6	7
1	2	2002年世界杯冠军巴西队时任队长是？	邓加	卡福	罗纳尔多	卡卡
1	3	2002年世界杯中国队时任队长是？	郝海东	范志毅	马明宇	李玮峰
1	3	2002年世界杯黑马土耳其队最终取得的名次是？	1	2	3	4
1	1	2002年世界杯亚洲共有几只球队参赛？	4	5	6	7
1	2	2002年世界杯中国队主力门将是？	区楚良	江津	安琪	李云在
1	3	2002年世界杯最佳球员金球奖获得者是？	罗纳尔多	洪明普	卡恩	巴拉克
1	4	2002年世界杯时任日本队主教练是？	三浦之良	米卢蒂诺维奇	希丁克	特鲁西埃
1	1	2002年世界杯时任韩国队主教练是？	希丁克	穆里尼奥	许丁茂	车范根
1	2	2002年世界杯韩国队加时赛淘汰意大利打入金球的是	朴智星	安贞焕	金南一	洪明普
1	3	2002年世界杯取得亚军的球队是？	意大利	法国	德国	英格兰
1	4	2002年世界杯夺冠热门阿根廷队被哪只球队淘汰？	意大利	法国	沙特阿拉伯	小组未出线
1	2	2002年世界杯期间时任中国足协主席的是？	王俊生	阎世铎	谢亚龙	南勇
1	1	2006年德国世界杯吉祥物是？	狮子	熊	公鸡	乌龟
1	2	2010年南非世界杯巴西队哪位球星没有随队参加？	卡卡	罗纳尔迪尼奥	罗比尼奥	麦孔
1	3	2010年南非世界杯的吉祥物是？	小狗	猫咪	猎豹	鳄鱼
1	2	2010年世界杯主题曲的中文翻唱为？	彩旗飘飘	旗开得胜	我和你	北京欢迎你
2	3	“七月七日长生殿，夜半无人私语时，在天愿为比翼鸟，在地愿为连理枝”说的是？	牛郎和织女的故事	董永和七仙女的故事	唐明皇和杨贵妃的故事	嫦娥和吴刚的故事
2	3	“两情若是久长时，又岂在朝朝暮暮。”出自何处？	王勃 《七夕赋》	罗隐 《七夕》	秦观 《鹊桥仙》	范成大 《鹊桥仙》
2	3	与男子相关的七夕活动有？	穿针	拜牛郎	拜魁星	蜘蛛结网
2	1	与女子相关的七夕活动有？	穿针	拜牛郎	拜魁星	蜘蛛结网
2	4	七夕又被叫做什么？	妇女节	儿童节	清明节	乞巧节
2	1	以下是七夕的食品的是？	巧果	粽子	月饼	汤圆
2	4	牛郎织女相会时候是什么鸟搭桥？	麻雀	鸽子	乌鸦	喜鹊
2	1	关于牵牛织女最早的描述出自哪里？	《诗经》	《山海经》	《隋唐志》	《易经》
2	4	投针验巧是什么朝代开始盛行的风俗？	唐	宋	元	明清
2	2	女子在七夕时最喜欢看到什么动物？	猪	蜘蛛	牛	犀牛
2	2	七夕什么时候被列入国家非物质文化遗产名录？	2003年	2006年	2009年	2010年
2	3	下面哪个不属于我国古代四大传说？	牛郎织女	梁祝	牡丹亭	白蛇传
2	3	七夕还是以下哪种动物的生日？	虎	兔	牛	蛇
2	2	“伫灵匹于星期，眷神姿于月夕”是哪篇文章里的？	屈原《离骚》	王勃《七夕赋》	秦观《鹊桥仙》	范成大《鹊桥仙》
2	3	以下哪个不是七夕的别称？	巧夕	女节	上元节	紫色情人节
2	2	牛郎织女的媒人是谁？	大树	老牛	王母	喜鹊
2	1	今年的七夕是公历哪一天？	8月16日	8月17日	8月18日	8月19日
2	4	七夕是哪个星宿的生日？	福星	禄星	寿星	魁星
2	4	唐朝规定了七月七是什么节？	情人节	妇女节	儿童节	晒书节
2	1	“未会牵牛意若何，须邀织女弄金梭”出自哪首诗？	《七夕》杨璞	《七夕》权德舆	《七夕》徐凝	《七夕》罗隐
2	2	“今日云骈渡鹊桥，应非脉脉与迢迢”出自哪首诗？	《七夕》杨璞	《七夕》权德舆	《七夕》徐凝	《七夕》罗隐
2	3	“一道鹊桥横渺渺，千声玉佩过玲玲。”出自以下哪首诗？	《七夕》杨璞	《七夕》权德舆	《七夕》徐凝	《七夕》罗隐
2	4	“香帐簇成排窈窕，金针穿罢拜婵娟”出自下面哪首诗？	《七夕》杨璞	《七夕》权德舆	《七夕》徐凝	《七夕》罗隐
2	1	“岂能无意酬乌鹊，惟与蜘蛛乞巧丝”是出自以下哪首诗？	《辛未七夕》李商隐	《七夕》宋之问	《七夕》祖咏	《鹊桥仙》秦观
2	2	“传道仙星媛，年年会水隅”出自下面哪首诗词？	《辛未七夕》李商隐	《七夕》宋之问	《七夕》祖咏	《鹊桥仙》秦观
2	3	“闺女求天女，更阑意未阑”出自下面哪首诗词？	《辛未七夕》李商隐	《七夕》宋之问	《七夕》祖咏	《鹊桥仙》秦观
2	4	“柔情似水，佳期如梦，忍顾鹊桥归路“出自下面哪首诗词？	《辛未七夕》李商隐	《七夕》宋之问	《七夕》祖咏	《鹊桥仙》秦观
2	1	“几许欢情与离恨，年年并在此宵中“出自下面哪首诗词？	《七夕》白居易	《七夕》杜牧	《七夕》李贺	《七夕》谭白
2	2	“天街夜色凉如水，卧看牵牛织女星“出自下面哪首诗词？	《七夕》白居易	《七夕》杜牧	《七夕》李贺	《七夕》谭白
2	3	“天上分金镜，人间望玉钩“出自下面哪首诗词？	《七夕》白居易	《七夕》杜牧	《七夕》李贺	《七夕》谭白
2	3	以下哪一个不是七夕的正确别称？	星期	双七	王母节	小儿节
2	2	“当日佳期鹊误传，至今犹作断肠仙。”出自哪个朝代的哪个诗人？	唐朝 杜牧	宋朝 晏几道	明朝 于谦	元朝 王惟一
2	2	“迎仙”是中国哪个地方的特色七夕风俗？	江苏	广州	陕西	上海
2	4	牛郎织女相会的桥叫做什么桥？	独木桥	断桥	雀桥	鹊桥
2	2	传说中牛郎织女拥有几个孩子？	一个	两个	三个	没有
2	3	传说中阻挡牛郎织女见面的天河是什么化成的？	自然形成	星星	王母娘娘的簪子	水
2	1	牛郎是在哪里第一次遇到织女的？	碧莲池	长安街	芦苇丛	南瓜棚下
2	4	织女是王母娘娘的什么人？	女儿	妹妹	侄女	孙女
2	3	牛郎的前世是什么？	人	牛	神仙	臭虫
2	4	织女所织的衣服传说中称为什么？	羽衣	神衣	毛衣	天衣
2	4	七夕节的祭物“磨喝乐”是指什么东西？	饮品	点心	水果	玩偶
2	1	“拜床母”是哪个地方的七夕风俗？	台湾	南宁	广西	江苏
2	4	在浙江，七夕节有接露水的习俗。传说中这露水是什么？	一般的露水	老牛的眼泪	银河圣水	牛郎和织女的眼泪
2	3	在七夕这一天，人们除了拜织女还拜哪位神仙？	王母	月老	魁星	太上老君
2	2	传说中牛郎是在哪里遇到了那匹老牛的？	黑牛山	伏牛山	奶牛山	奚牛山
2	2	在“接露水”的习俗中，人们将露水涂在手上和眼睛上是什么喻意？	心灵手巧	眼明手快	心手相连	炯炯有神
2	1	在江苏的每年会举行的七夕节目是什么？	七夕香桥会	七夕鹊桥会	七夕过桥会	七夕拆桥会
2	3	“七娘会”是什么地方的七夕风俗节目？	浙江	东北	广东	陕西
2	1	在“迎仙”的风俗中，能够一口气穿七枚针孔的姑娘被称作什么？	得巧	输巧	灵巧	七巧
2	1	牛郎的老牛原来是天上的哪颗星？	金牛星	牵牛星	银牛星	奚牛星
2	2	牵牛星和织女星的学名是什么？	天马座	天鹰座	天牛座	天猪座
2	4	牛郎在老牛的指点下初遇织女时，拿走了织女的什么东西？	发簪	鞋子	变身法宝	衣服
2	4	老牛是为什么被贬下凡间为牛的？	和牵牛抢织女	偷王母娘娘蟠桃	调戏嫦娥	替牵牛织女说话
2	3	传说故事中牛郎住在什么城什么庄里？	长安城西牛家庄	洛阳城西牛家庄	南阳城西牛家庄	北京城西牛家庄
2	3	以下描述牵牛星和织女星于星空中所在方位正确的是哪个？	牵牛星于南 	织女星于北	织女星于东	牵牛星于东
2	4	为何“七夕”又称“香日”？	去寺庙上香的人很多，故称	这天大家都买熏香，故称	紫阳花很香，故称	织女抹粉涂香所致，故称。
2	3	孔子弟子中擅长做生意的是谁？	子路	子张	子贡	颜回
2	3	我国关于哈雷彗星的记载最早见于以下哪本著作？	《梦溪笔谈》	《论语》	《春秋》	《史记》
2	4	古琴最初只有五根弦，代表着金 木 水 火 土。后来又增加了两根弦，这两根弦代表？	天地	南北	阴阳	文武
2	3	中国现存最早用纸作画的作品是？	《清明上河图》	《洛神赋图》	《五牛图》	《历代帝王图》
2	3	下面哪个成语典故和棋文化有关？	势如破竹	出奇制胜	专心致志	泾渭分明
2	3	“结发”在古代是指结婚时？	丈夫把头发束起来	妻子把头发束起来	把夫妻头发束起来	把伴娘的头发束起来
2	4	下面哪个成语典故与项羽有关？	隔岸观火	暗渡陈仓	背水一战	破釜沉舟
2	3	“一身归朔漠，数代靖兵戎，若以功名论，几与卫霍同”这位人物是指谁	苏武	班超	王昭君	文成公主
2	2	在白族姑娘的头饰上，蕴含着一个我们熟悉的词语，它就是？	阴晴圆缺	风花雪月	梅兰竹菊	春夏秋冬
2	1	下面不属于孔子说的“益者三友”的是？	友柔	友谅	友直	友多闻
2	3	中国古代建筑的屋脊上所安放的兽件一般以什么形象排头？	麒麟	龙踏祥云	仙人骑凤	朱雀
2	2	端午节是为了纪念哪一位历史人物而设立的？	离骚	屈原	岳飞	项羽
2	4	重阳节是农历几月几？	七月初七	八月十五	三月初八	九月初九
2	1	在苗家，每年都要举行几次盛大的传统节日，这个节日的名称是？	芦笙节	接生节	芦苇节	芦花节
2	3	在苗寨里，情敌相争的时候，苗王会组织比赛，获胜者便最有权利娶到他喜欢的姑娘。后来逐渐演变成一种传统节日，这个节日是？	斗鸡节	斗狗节	斗马节	斗牛节
2	1	泼水节是傣族最隆重的节日，傣族的人们把这一天视为最美好，最吉祥的日子。在这天，人们都会向别人泼水，这代表着什么？	祝福你吉祥如意	祝福你早生贵子	祝福你升官发财	祝福你鸿运当头
2	2	以下哪个民族不是我国的民族？	土家族	赛亚族	独龙族	白族
2	3	我国文学史上第一部长篇叙事诗是？	将进酒	木兰诗	孔雀东南飞	诗经
2	4	下列哪项不列入我国古代四大发明之一？	指南针	造纸术	火药	交子
2	3	下列哪项不列入我国四大名著？	三国演义	红楼梦	西厢记	水浒传
2	2	南宋的都城临安，是现今何处？	开封	杭州	广州	西安
2	4	大宋朝开国以来的施政方针是？	重武轻文	轻农重商	轻商重农	重文轻武
2	1	宋朝的开国皇帝庙号太祖，他是谁？	赵匡胤	赵光义	赵恒	赵汝愚
2	2	宋朝乃是中国历史上承五代十国，下启哪个朝代的时代？	唐朝	元朝	汉朝	明朝
2	3	中国第一部编年体通史乃背诵司马光所主编，它的名字是？	战国策	左传	资治通鉴	史记
2	4	三十功名尘与土，八千里路云和月。莫等闲，白了少年头，空悲切。这句词作出自谁手？	辛弃疾	陆游	杨万里	岳飞
2	1	金军攻破东京（今河南开封），在城内搜刮数日，掳徽宗，钦宗二帝和后妃，皇子，宗室，贵卿等数千人后北撤，东京城中公私积蓄为之一空，北宋灭亡。此事件称为？	靖康之变	澶渊之盟	杯酒释兵权	金匮之盟
2	2	最早在中国兴办私学的人是下列哪位？	晋文公	孔子	老子	庄子
2	3	三十六计是我国古代兵家计谋的总结和军事谋略学的宝贵遗产，三十六计中的第一计和最后一计分别是什么？	走为上计和瞒天过海计	金蝉脱壳计和走为上计	瞒天过海计和走为上计	瞒天过海计和围魏救赵计
2	4	望、闻、问、切的四诊法，几千年来一直为中国传统医学所采用。这种诊断方法是谁创造的？	张仲景	孙思邈	李时珍	扁鹊
2	1	在元前后丝绸之路由印度传到中国，对后世的中国文化产生深远影响的是？	佛教	道教	印度教	基督教
2	2	中国历史上最著名的石拱桥，也是世界上现存最古老的石拱桥。	无锡金莲桥	河北赵州桥	福州万寿桥	北京卢沟桥
2	3	“兼听则明， 偏信则暗”。一生对唐太宗据理力谏达二百多次的名称是？	王安石	司马光	魏征	韩侂胄
2	4	唐贞观十五年，远嫁西藏，带去许多工匠、技艺、典籍、物种，对西藏的开发起到积极作用。此人乃是？	昭阳公主	太平公主	平阳公主	文成公主
2	1	除了古中国、古埃及、古印度、古巴比伦外，还有下列哪一项也是世界公认的文明古国？	古希腊	古罗马	古伊朗	古波斯
2	2	实行“罢黜百家，独尊儒术”是我国历史上哪位皇帝实施的政策？	唐高宗	汉武帝	宋宁宗	秦始皇
