ID	Category	Kind	Storage	Consume	Name	Belong	SkillLevel	Cost	ExpGain	MakeTime	AutoAppend	Produce1Genre	Produce1Detail	Produce1Parti	Produce1Level	Produce1Luck	Produce1Series	Produce1Bind	Produce1Rate	Produce2Genre	Produce2Detail	Produce2Parti	Produce2Level	Produce2Luck	Produce2Series	Produce2Bind	Produce2Rate	Produce3Genre	Produce3Detail	Produce3Parti	Produce3Level	Produce3Luck	Produce3Series	Produce3Bind	Produce3Rate	Stuff1Genre	Stuff1Detail	Stuff1Parti	Stuff1Level	Stuff1Series	Stuff1Bind	Stuff1Num	Stuff2Genre	Stuff2Detail	Stuff2Parti	Stuff2Level	Stuff2Series	Stuff2Bind	Stuff2Num	Stuff3Genre	Stuff3Detail	Stuff3Parti	Stuff3Level	Stuff3Series	Stuff3Bind	Stuff3Num	Stuff4Genre	Stuff4Detail	Stuff4Parti	Stuff4Level	Stuff4Series	Stuff4Bind	Stuff4Num	Stuff5Genre	Stuff5Detail	Stuff5Parti	Stuff5Level	Stuff5Series	Stuff5Bind	Stuff5Num	Desc
39	6	8	1	1	Lụa băng tàm	2	80	1000	20000	9	1	22	1	8	9	0	0		100																	22	1	7	9	0		1																													
40	6	8	1	1	Lụa thiên tàm	2	90	1750	35000	9	1	22	1	8	10	0	0		100																	22	1	7	10	0		1																													
41	6	9	1	1	Bột tàng hồng hoa	3	1	2	40	9	1	22	1	10	1	0	0		100																	22	1	9	1	0		1																													
42	6	9	1	1	Bột kết cánh	3	10	10	200	9	1	22	1	10	2	0	0		100																	22	1	9	2	0		1																													
43	6	9	1	1	Bột bạch thược	3	20	10	200	9	1	22	1	10	3	0	0		100																	22	1	9	3	0		1																													
44	6	9	1	1	Bột bối mẫu	3	30	30	600	9	1	22	1	10	4	0	0		100																	22	1	9	4	0		1																													
45	6	9	1	1	Bột điền thất	3	40	30	600	9	1	22	1	10	5	0	0		100																	22	1	9	5	0		1																													
46	6	9	1	1	Bột chu quả	3	50	90	1800	9	1	22	1	10	6	0	0		100																	22	1	9	6	0		1																													
47	6	9	1	1	Bột đương quy	3	60	60	1200	9	1	22	1	10	7	0	0		100																	22	1	9	7	0		1																													
48	6	9	1	1	Bột trùng thảo	3	70	270	5400	9	1	22	1	10	8	0	0		100																	22	1	9	8	0		1																													
49	6	9	1	1	Bột linh chi	3	80	100	2000	9	1	22	1	10	9	0	0		100																	22	1	9	9	0		1																													
50	6	9	1	1	Bột tuyết liên	3	90	810	16200	9	1	22	1	10	10	0	0		100																	22	1	9	10	0		1																													
51	6	47	1	1	Bột khương huỳnh	3	1	2	40	9	1	22	1	12	1	0	0		100																	22	1	11	1	0		1																													
52	6	47	1	1	Bột kim ngân hoa	3	10	10	200	9	1	22	1	12	2	0	0		100																	22	1	11	2	0		1																													
53	6	47	1	1	Bột sài hồ	3	20	10	200	9	1	22	1	12	3	0	0		100																	22	1	11	3	0		1																													
54	6	47	1	1	Bột tử thảo	3	30	30	600	9	1	22	1	12	4	0	0		100																	22	1	11	4	0		1																													
55	6	47	1	1	Bột hoắc hương	3	40	30	600	9	1	22	1	12	5	0	0		100																	22	1	11	5	0		1																													
56	6	47	1	1	Bột hạ cô thảo	3	50	90	1800	9	1	22	1	12	6	0	0		100																	22	1	11	6	0		1																													
57	6	47	1	1	Bột thủ ô	3	60	60	1200	9	1	22	1	12	7	0	0		100																	22	1	11	7	0		1																													
58	6	47	1	1	Bột đại hoàng	3	70	270	5400	9	1	22	1	12	8	0	0		100																	22	1	11	8	0		1																													
59	6	47	1	1	Bột nhân sâm	3	80	100	2000	9	1	22	1	12	9	0	0		100																	22	1	11	9	0		1																													
60	6	47	1	1	Bột bạch long tu	3	90	810	16200	9	1	22	1	12	10	0	0		100																	22	1	11	10	0		1																													
61	6	10	1	1	Tấm gỗ thông	4	1	5	100	9	1	22	1	14	1	0	0		100																	22	1	13	1	0		1																													
62	6	10	1	1	Tấm gỗ táo	4	10	10	200	9	1	22	1	14	2	0	0		100																	22	1	13	2	0		1																													
63	6	10	1	1	Tấm gỗ bách	4	20	30	600	9	1	22	1	14	3	0	0		100																	22	1	13	3	0		1																													
64	6	10	1	1	Tấm gỗ phong	4	30	80	1600	9	1	22	1	14	4	0	0		100																	22	1	13	4	0		1																													
65	6	10	1	1	Tấm gỗ ô	4	40	140	2800	9	1	22	1	14	5	0	0		100																	22	1	13	5	0		1																													
66	6	10	1	1	Tấm gỗ thiết mộc	4	50	210	4200	9	1	22	1	14	6	0	0		100																	22	1	13	6	0		1																													
67	6	10	1	1	Tấm gỗ hoa lê	4	60	400	8000	9	1	22	1	14	7	0	0		100																	22	1	13	7	0		1																													
68	6	10	1	1	Tấm gỗ ngô đồng	4	70	600	12000	9	1	22	1	14	8	0	0		100																	22	1	13	8	0		1																													
69	6	10	1	1	Tấm gỗ tử đàn	4	80	750	15000	9	1	22	1	14	9	0	0		100																	22	1	13	9	0		1																													
70	6	10	1	1	Tấm gỗ trầm hương	4	90	1750	35000	9	1	22	1	14	10	0	0		100																	22	1	13	10	0		1																													
71	6	48	1	1	Tấm gỗ dương	4	1	5	100	9	1	22	1	16	1	0	0		100																	22	1	15	1	0		1																													
72	6	48	1	1	Tấm gỗ sam	4	10	10	200	9	1	22	1	16	2	0	0		100																	22	1	15	2	0		1																													
73	6	48	1	1	Tấm gỗ cứng	4	20	30	600	9	1	22	1	16	3	0	0		100																	22	1	15	3	0		1																													
74	6	48	1	1	Tấm gỗ mít	4	30	80	1600	9	1	22	1	16	4	0	0		100																	22	1	15	4	0		1																													
75	6	48	1	1	Tấm gỗ bồ đề	4	40	160	3200	9	1	22	1	16	5	0	0		100																	22	1	15	5	0		1																													
76	6	48	1	1	Tấm gỗ thiết chương	4	50	300	6000	9	1	22	1	16	6	0	0		100																	22	1	15	6	0		1																													
77	6	48	1	1	Tấm gỗ thiết tuyến	4	60	400	8000	9	1	22	1	16	7	0	0		100																	22	1	15	7	0		1																													
78	6	48	1	1	Tấm gỗ thanh long	4	70	600	12000	9	1	22	1	16	8	0	0		100																	22	1	15	8	0		1																													
79	6	48	1	1	Tấm gỗ ngà voi	4	80	900	18000	9	1	22	1	16	9	0	0		100																	22	1	15	9	0		1																													
80	6	48	1	1	Tấm gỗ hàng long	4	90	2400	48000	9	1	22	1	16	10	0	0		100																	22	1	15	10	0		1																													
81	6	11	1	1	Da chó	5	1	5	100	9	1	22	1	18	1	0	0		100																	22	1	17	1	0		1																													
82	6	11	1	1	Da hươu	5	10	10	200	9	1	22	1	18	2	0	0		100																	22	1	17	2	0		1																													
83	6	11	1	1	Da bò	5	20	30	600	9	1	22	1	18	3	0	0		100																	22	1	17	3	0		1																													
84	6	11	1	1	Da hồ ly	5	30	80	1600	9	1	22	1	18	4	0	0		100																	22	1	17	4	0		1																													
85	6	11	1	1	Da rắn	5	40	140	2800	9	1	22	1	18	5	0	0		100																	22	1	17	5	0		1																													
86	6	11	1	1	Da sư tử	5	50	210	4200	9	1	22	1	18	6	0	0		100																	22	1	17	6	0		1																													
87	6	11	1	1	Da cá sấu	5	60	400	8000	9	1	22	1	18	7	0	0		100																	22	1	17	7	0		1																													
88	6	11	1	1	Da vượn lớn	5	70	600	12000	9	1	22	1	18	8	0	0		100																	22	1	17	8	0		1																													
89	6	11	1	1	Da bạch hổ	5	80	1000	20000	9	1	22	1	18	9	0	0		100																	22	1	17	9	0		1																													
90	6	11	1	1	Da cự điểu	5	90	1750	35000	9	1	22	1	18	10	0	0		100																	22	1	17	10	0		1																													
91	6	49	1	1	Da dê	5	1	5	100	9	1	22	1	20	1	0	0		100																	22	1	19	1	0		1																													
92	6	49	1	1	Da sói	5	10	10	200	9	1	22	1	20	2	0	0		100																	22	1	19	2	0		1																													
93	6	49	1	1	Quy giáp	5	20	30	600	9	1	22	1	20	3	0	0		100																	22	1	19	3	0		1																													
94	6	49	1	1	Da chồn	5	30	80	1600	9	1	22	1	20	4	0	0		100																	22	1	19	4	0		1																													
95	6	49	1	1	Da hổ	5	40	140	2800	9	1	22	1	20	5	0	0		100																	22	1	19	5	0		1																													
96	6	49	1	1	Da gấu	5	50	210	4200	9	1	22	1	20	6	0	0		100																	22	1	19	6	0		1																													
97	6	49	1	1	Da trăn	5	60	400	8000	9	1	22	1	20	7	0	0		100																	22	1	19	7	0		1																													
98	6	49	1	1	Da rắn mối	5	70	600	12000	9	1	22	1	20	8	0	0		100																	22	1	19	8	0		1																													
99	6	49	1	1	Da gấu điên	5	80	750	15000	9	1	22	1	20	9	0	0		100																	22	1	19	9	0		1																													
100	6	49	1	1	Da voi lớn	5	90	1750	35000	9	1	22	1	20	10	0	0		100																	22	1	19	10	0		1																													
101	1	14	1	1	Đơn Đao - Phi Yến	6	1	20	200	9	1	2	1	2	1	100	1		80	2	1	182	1	100	1		20									22	1	2	1	0		4					0																								
102	1	14	1	1	Quỷ Đầu Đao - Phi Yến	6	10	60	600	9	1	2	1	3	2	100	1		80	2	1	183	2	100	1		20									22	1	2	2	0		4	22	1	2	1	0		4																						
103	1	14	1	1	Trảm Mã Đao - Phi Yến	6	20	170	1700	9	1	2	1	4	3	100	1		76	2	1	184	3	100	1		20	2	1	544	3	100	1		4	22	1	2	3	0		4	22	1	2	2	0		5																						
104	1	14	1	1	Nhạn Linh Đao - Tâm Nhãn	6	30	440	4400	9	1	2	1	5	4	100	1		76	2	1	185	4	100	1		20	2	1	545	4	100	1		4	22	1	2	4	0		4	22	1	2	3	0		4																						
105	1	14	1	1	Nguyệt Nha Đao - Phi Yến	6	40	800	8000	9	1	2	1	6	5	100	1		76	2	1	186	5	100	1		20	2	1	546	5	100	1		4	22	1	2	5	0		4	22	1	2	4	0		3																						
106	1	14	1	1	Liệt Diệm Đao - Phá Quân	6	50	1400	14000	9	1	2	1	7	6	100	1		76	2	1	187	6	100	1		20	2	1	547	6	100	1		4	22	1	2	6	0		4	22	1	2	5	0		4																						
107	1	14	1	1	Phách Phong Đao - Tâm Nhãn	6	60	2440	24400	9	1	2	1	8	7	100	1		76	2	1	188	7	100	1		20	2	1	548	7	100	1		4	22	1	2	7	0		4	22	1	2	6	0		4																						
108	1	14	1	1	Phá Sơn Đao - Phá Quân	6	70	4000	40000	9	1	2	1	9	8	100	1		76	2	1	189	8	100	1		20	2	1	549	8	100	1		4	22	1	2	8	0		4	22	1	2	7	0		4																						
109	1	14	1	1	Long Lân Đao - Tâm Nhãn	6	80	5400	54000	9	1	2	1	10	9	100	1		76	2	1	190	9	100	1		20	2	1	550	9	100	1		4	22	1	2	9	0		4	22	1	2	8	0		4																						
110	1	14	1	1	Yển Nguyệt Đao - Phi Yến	6	90	10000	100000	9	1	2	1	11	10	100	1		76	2	1	191	10	100	1		20	2	1	551	10	100	1		4	22	1	2	10	0		4	22	1	2	9	0		4																						
111	1	15	1	1	Trọng Mộc Côn - Phi Yến	6	1	20	200	9	1	2	1	12	1	100	1		80	2	1	192	1	100	1		20									22	1	14	1	0		4					0																								
112	1	15	1	1	Tề Mi Côn - Phi Yến	6	10	60	600	9	1	2	1	13	2	100	1		80	2	1	193	2	100	1		20									22	1	14	2	0		4	22	1	14	1	0		4																						
113	1	15	1	1	Tứ Bình Côn - Phi Yến	6	20	170	1700	9	1	2	1	14	3	100	1		76	2	1	194	3	100	1		20	2	1	554	3	100	1		4	22	1	14	3	0		4	22	1	14	2	0		5																						
114	1	15	1	1	Bàn Hoa Côn - Tâm Nhãn	6	30	440	4400	9	1	2	1	15	4	100	1		76	2	1	195	4	100	1		20	2	1	555	4	100	1		4	22	1	14	4	0		4	22	1	14	3	0		4																						
115	1	15	1	1	Phân Thủy Côn - Phi Yến	6	40	800	8000	9	1	2	1	16	5	100	1		76	2	1	196	5	100	1		20	2	1	556	5	100	1		4	22	1	14	5	0		4	22	1	14	4	0		3																						
116	1	15	1	1	Hổ Vĩ Côn - Phá Quân	6	50	1400	14000	9	1	2	1	17	6	100	1		76	2	1	197	6	100	1		20	2	1	557	6	100	1		4	22	1	14	6	0		4	22	1	14	5	0		4																						
117	1	15	1	1	Tử Kim Lương - Tâm Nhãn	6	60	2440	24400	9	1	2	1	18	7	100	1		76	2	1	198	7	100	1		20	2	1	558	7	100	1		4	22	1	14	7	0		4	22	1	14	6	0		4																						
118	1	15	1	1	Phổ Độ Côn - Phá Quân	6	70	4000	40000	9	1	2	1	19	8	100	1		76	2	1	199	8	100	1		20	2	1	559	8	100	1		4	22	1	14	8	0		4	22	1	14	7	0		4																						
119	1	15	1	1	Giác Hải Bổng - Tâm Nhãn	6	80	5400	54000	9	1	2	1	20	9	100	1		76	2	1	200	9	100	1		20	2	1	560	9	100	1		4	22	1	14	9	0		4	22	1	14	8	0		4																						
120	1	15	1	1	Kim Cô Bổng - Phi Yến	6	90	10000	100000	9	1	2	1	21	10	100	1		76	2	1	201	10	100	1		20	2	1	561	10	100	1		4	22	1	14	10	0		4	22	1	14	9	0		4																						
121	1	16	1	1	Trường Thương - Hoàng Quang	6	1	20	200	9	1	2	1	22	1	100	1		80	2	1	202	1	100	1		20									22	1	14	1	0		2	22	1	2	1	0		2																						
122	1	16	1	1	Hồng Anh Thương - Hoàng Quang	6	10	60	600	9	1	2	1	23	2	100	1		80	2	1	203	2	100	1		20									22	1	14	2	0		4	22	1	2	1	0		4																						
123	1	16	1	1	Điểm Cang Thương - Hoàng Quang	6	20	170	1700	9	1	2	1	24	3	100	1		76	2	1	204	3	100	1		20	2	1	564	3	100	1		4	22	1	14	3	0		4	22	1	2	2	0		5																						
124	1	16	1	1	Hoàn Tử Thương - Tâm Nhãn	6	30	440	4400	9	1	2	1	25	4	100	1		76	2	1	205	4	100	1		20	2	1	565	4	100	1		4	22	1	14	4	0		4	22	1	2	3	0		4																						
125	1	16	1	1	Kim Câu Thương - Hoàng Quang	6	40	800	8000	9	1	2	1	26	5	100	1		76	2	1	206	5	100	1		20	2	1	566	5	100	1		4	22	1	14	5	0		4	22	1	2	4	0		3																						
126	1	16	1	1	Báo Vĩ Thương - Phá Quân	6	50	1400	14000	9	1	2	1	27	6	100	1		76	2	1	207	6	100	1		20	2	1	567	6	100	1		4	22	1	14	6	0		4	22	1	2	5	0		4																						
127	1	16	1	1	Hỏa Tiêm Thương - Tâm Nhãn	6	60	2440	24400	9	1	2	1	28	7	100	1		76	2	1	208	7	100	1		20	2	1	568	7	100	1		4	22	1	14	7	0		4	22	1	2	6	0		4																						
128	1	16	1	1	Thấu Cốt Thương - Phá Quân	6	70	4000	40000	9	1	2	1	29	8	100	1		76	2	1	209	8	100	1		20	2	1	569	8	100	1		4	22	1	14	8	0		4	22	1	2	7	0		4																						
129	1	16	1	1	Kinh Lôi Thương - Tâm Nhãn	6	80	5400	54000	9	1	2	1	30	9	100	1		76	2	1	210	9	100	1		20	2	1	570	9	100	1		4	22	1	14	9	0		4	22	1	2	8	0		4																						
130	1	16	1	1	Phá Thiên Kích - Hoàng Quang	6	90	10000	100000	9	1	2	1	31	10	100	1		76	2	1	211	10	100	1		20	2	1	571	10	100	1		4	22	1	14	10	0		4	22	1	2	9	0		4																						
131	1	17	1	1	Chiến Chùy - Hoàng Quang	6	1	20	200	9	1	2	1	32	1	100	1		80	2	1	212	1	100	1		20									22	1	2	1	0		4					0																								
132	1	17	1	1	Bát Lăng Chùy - Hoàng Quang	6	10	60	600	9	1	2	1	33	2	100	1		80	2	1	213	2	100	1		20									22	1	2	2	0		4	22	1	2	1	0		4																						
133	1	17	1	1	Ngũ Tinh Chùy - Hoàng Quang	6	20	170	1700	9	1	2	1	34	3	100	1		76	2	1	214	3	100	1		20	2	1	574	3	100	1		4	22	1	2	3	0		4	22	1	2	2	0		5																						
134	1	17	1	1	Lượng Ngân Chùy - Tâm Nhãn	6	30	440	4400	9	1	2	1	35	4	100	1		76	2	1	215	4	100	1		20	2	1	575	4	100	1		4	22	1	2	4	0		4	22	1	2	3	0		4																						
135	1	17	1	1	Tích Lịch Chùy - Hoàng Quang	6	40	800	8000	9	1	2	1	36	5	100	1		76	2	1	216	5	100	1		20	2	1	576	5	100	1		4	22	1	2	5	0		4	22	1	2	4	0		3																						
136	1	17	1	1	Lang Nha Chùy - Phá Quân	6	50	1400	14000	9	1	2	1	37	6	100	1		76	2	1	217	6	100	1		20	2	1	577	6	100	1		4	22	1	2	6	0		4	22	1	2	5	0		4																						
137	1	17	1	1	Liệt Tâm Chùy - Tâm Nhãn	6	60	2440	24400	9	1	2	1	38	7	100	1		76	2	1	218	7	100	1		20	2	1	578	7	100	1		4	22	1	2	7	0		4	22	1	2	6	0		4																						
138	1	17	1	1	Kim Qua Chùy - Phá Quân	6	70	4000	40000	9	1	2	1	39	8	100	1		76	2	1	219	8	100	1		20	2	1	579	8	100	1		4	22	1	2	8	0		4	22	1	2	7	0		4																						
139	1	17	1	1	Nghiệt Long Chùy - Tâm Nhãn	6	80	5400	54000	9	1	2	1	40	9	100	1		76	2	1	220	9	100	1		20	2	1	580	9	100	1		4	22	1	2	9	0		4	22	1	2	8	0		4																						
140	1	17	1	1	Phá Thiên Chùy - Hoàng Quang	6	90	10000	100000	9	1	2	1	41	10	100	1		76	2	1	221	10	100	1		20	2	1	581	10	100	1		4	22	1	2	10	0		4	22	1	2	9	0		4																						
141	2	14	1	1	Đơn Đao - Phi Yến	6	1	20	200	9	1	2	1	42	1	100	2		80	2	1	222	1	100	2		20									22	1	2	1	0		4					0																								
142	2	14	1	1	Quỷ Đầu Đao - Phi Yến	6	10	60	600	9	1	2	1	43	2	100	2		80	2	1	223	2	100	2		20									22	1	2	2	0		4	22	1	2	1	0		4																						
143	2	14	1	1	Trảm Mã Đao - Phi Yến	6	20	170	1700	9	1	2	1	44	3	100	2		76	2	1	224	3	100	2		20	2	1	584	3	100	2		4	22	1	2	3	0		4	22	1	2	2	0		5																						
144	2	14	1	1	Nhạn Linh Đao - Tâm Nhãn	6	30	440	4400	9	1	2	1	45	4	100	2		76	2	1	225	4	100	2		20	2	1	585	4	100	2		4	22	1	2	4	0		4	22	1	2	3	0		4																						
145	2	14	1	1	Nguyệt Nha Đao - Phi Yến	6	40	800	8000	9	1	2	1	46	5	100	2		76	2	1	226	5	100	2		20	2	1	586	5	100	2		4	22	1	2	5	0		4	22	1	2	4	0		3																						
146	2	14	1	1	Liệt Diệm Đao - Phá Quân	6	50	1400	14000	9	1	2	1	47	6	100	2		76	2	1	227	6	100	2		20	2	1	587	6	100	2		4	22	1	2	6	0		4	22	1	2	5	0		4																						
147	2	14	1	1	Phách Phong Đao - Tâm Nhãn	6	60	2440	24400	9	1	2	1	48	7	100	2		76	2	1	228	7	100	2		20	2	1	588	7	100	2		4	22	1	2	7	0		4	22	1	2	6	0		4																						
148	2	14	1	1	Phá Sơn Đao - Phá Quân	6	70	4000	40000	9	1	2	1	49	8	100	2		76	2	1	229	8	100	2		20	2	1	589	8	100	2		4	22	1	2	8	0		4	22	1	2	7	0		4																						
149	2	14	1	1	Long Lân Đao - Tâm Nhãn	6	80	5400	54000	9	1	2	1	50	9	100	2		76	2	1	230	9	100	2		20	2	1	590	9	100	2		4	22	1	2	9	0		4	22	1	2	8	0		4																						
150	2	14	1	1	Yển Nguyệt Đao - Phi Yến	6	90	10000	100000	9	1	2	1	51	10	100	2		76	2	1	231	10	100	2		20	2	1	591	10	100	2		4	22	1	2	10	0		4	22	1	2	9	0		4																						
151	2	12	1	1	Thô Bố Triền Thủ - Linh Vũ	6	1	20	200	9	1	2	1	52	1	100	2		80	2	1	232	1	100	2		20									22	1	6	1	0		4					0																								
152	2	12	1	1	La Hán Triền Thủ - Linh Vũ	6	10	60	600	9	1	2	1	53	2	100	2		80	2	1	233	2	100	2		20									22	1	6	2	0		4	22	1	6	1	0		4																						
153	2	12	1	1	Quyền Tông Triền Thủ - Linh Vũ	6	20	170	1700	9	1	2	1	54	3	100	2		76	2	1	234	3	100	2		20	2	1	594	3	100	2		4	22	1	6	3	0		4	22	1	6	2	0		5																						
154	2	12	1	1	Phi Ngư Triền Thủ - Hoàng Quang	6	30	440	4400	9	1	2	1	55	4	100	2		76	2	1	235	4	100	2		20	2	1	595	4	100	2		4	22	1	6	4	0		4	22	1	6	3	0		4																						
155	2	12	1	1	Xuyên Vân Triền Thủ - Linh Vũ	6	40	800	8000	9	1	2	1	56	5	100	2		76	2	1	236	5	100	2		20	2	1	596	5	100	2		4	22	1	6	5	0		4	22	1	6	4	0		3																						
156	2	12	1	1	Hàm Quang Triền Thủ - Toái Trần	6	50	1400	14000	9	1	2	1	57	6	100	2		76	2	1	237	6	100	2		20	2	1	597	6	100	2		4	22	1	6	6	0		4	22	1	6	5	0		4																						
157	2	12	1	1	Huyền Vũ Triền Thủ - Hoàng Quang	6	60	2440	24400	9	1	2	1	58	7	100	2		76	2	1	238	7	100	2		20	2	1	598	7	100	2		4	22	1	6	7	0		4	22	1	6	6	0		4																						
158	2	12	1	1	Chu Tước Triền Thủ - Toái Trần	6	70	4000	40000	9	1	2	1	59	8	100	2		76	2	1	239	8	100	2		20	2	1	599	8	100	2		4	22	1	6	8	0		4	22	1	6	7	0		4																						
159	2	12	1	1	Bạch Hổ Triền Thủ - Hoàng Quang	6	80	5400	54000	9	1	2	1	60	9	100	2		76	2	1	240	9	100	2		20	2	1	600	9	100	2		4	22	1	6	9	0		4	22	1	6	8	0		4																						
160	2	12	1	1	Thanh Long Triền Thủ - Linh Vũ	6	90	10000	100000	9	1	2	1	61	10	100	2		76	2	1	241	10	100	2		20	2	1	601	10	100	2		4	22	1	6	10	0		4	22	1	6	9	0		4																						
161	3	14	1	1	Đơn Đao - Phi Yến	6	1	20	200	9	1	2	1	62	1	100	3		80	2	1	242	1	100	3		20									22	1	2	1	0		4					0																								
162	3	14	1	1	Quỷ Đầu Đao - Phi Yến	6	10	60	600	9	1	2	1	63	2	100	3		80	2	1	243	2	100	3		20									22	1	2	2	0		4	22	1	2	1	0		4																						
