Name	Kind	kind3	kind2	kind7	kind4	kind5	kind6	SuiteID	bVN	b2	Category	Genre	DetailType	ParticularType	Level
Tiên Duyên Phù	Trang bị cam PVP_Tiên Duyên Phù cho tất cả hệ phái hệ Kim			Hệ Kim		5	pvp				1	2	6	211	10
Tiên Duyên Phù	Trang bị cam PVP_Tiên Duyên Phù cho tất cả hệ phái hệ Mộc			hệ Mộc		5	pvp				1	2	6	221	10
Tiên Duyên Phù	Trang bị cam PVP_Tiên Duyên Phù cho tất cả hệ phái hệ Thủy			Hệ Thủy		5	pvp				1	2	6	231	10
Tiên Duyên Phù	Trang bị cam PVP_Tiên Duyên Phù cho tất cả hệ phái hệ Hỏa			Hệ Hỏa		5	pvp				1	2	6	241	10
Tiên Duyên Phù	Trang bị cam PVP_Tiên Duyên Phù cho tất cả hệ phái hệ Thổ			Hệ Thổ		5	pvp				1	2	6	251	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Kim			Hệ Kim		6	pvp				1	2	6	252	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Mộc			hệ Mộc		6	pvp				1	2	6	253	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Thủy			Hệ Thủy		6	pvp				1	2	6	254	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Hỏa			Hệ Hỏa		6	pvp				1	2	6	255	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Thổ			Hệ Thổ		6	pvp				1	2	6	256	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Kim			Hệ Kim		7	pvp				1	2	6	257	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Mộc			hệ Mộc		7	pvp				1	2	6	258	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Thủy			Hệ Thủy		7	pvp				1	2	6	259	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Hỏa			Hệ Hỏa		7	pvp				1	2	6	260	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Thổ			Hệ Thổ		7	pvp				1	2	6	261	10
Tiên Duyên Phù	Trang bị tím PVE_Tiên Duyên Phù hệ Kim chuyển môn phái dùng			Hệ Kim		4	pve				1	2	6	262	10
Tiên Duyên Phù	Trang bị tím PVE_Tiên Duyên Phù hệ Mộc chuyển môn phái dùng			hệ Mộc		4	pve				1	2	6	263	10
Tiên Duyên Phù	Trang bị tím PVE_Tiên Duyên Phù hệ Thủy chuyển môn phái dùng			Hệ Thủy		4	pve				1	2	6	264	10
Tiên Duyên Phù	Trang bị tím PVE_Tiên Duyên Phù hệ Hỏa chuyển môn phái dùng			Hệ Hỏa		4	pve				1	2	6	265	10
Tiên Duyên Phù	Trang bị tím PVE_Tiên Duyên Phù hệ Thổ chuyển môn phái dùng			Hệ Thổ		4	pve				1	2	6	266	10
Tiên Duyên Phù	Trang bị cam PVE_Tiên Duyên Phù hệ Kim chuyển môn phái dùng			Hệ Kim		5	pve				1	2	6	267	10
Tiên Duyên Phù	Trang bị cam PVE_Tiên Duyên Phù hệ Mộc chuyển môn phái dùng			hệ Mộc		5	pve				1	2	6	268	10
Tiên Duyên Phù	Trang bị cam PVE_Tiên Duyên Phù hệ Thủy chuyển môn phái dùng			Hệ Thủy		5	pve				1	2	6	269	10
Tiên Duyên Phù	Trang bị cam PVE_Tiên Duyên Phù hệ Hỏa chuyển môn phái dùng			Hệ Hỏa		5	pve				1	2	6	270	10
Tiên Duyên Phù	Trang bị cam PVE_Tiên Duyên Phù hệ Thổ chuyển môn phái dùng			Hệ Thổ		5	pve				1	2	6	271	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Kim_vn			Hệ Kim		6	pvp		vn		1	2	6	272	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Mộc_vn			hệ Mộc		6	pvp		vn		1	2	6	273	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Thủy_vn			Hệ Thủy		6	pvp		vn		1	2	6	274	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Hỏa_vn			Hệ Hỏa		6	pvp		vn		1	2	6	275	10
Hổ Phách Thiên Tinh Phù	Kỳ Phúc Bạch Ngân Phù hệ Thổ_vn			Hệ Thổ		6	pvp		vn		1	2	6	276	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Kim_vn			Hệ Kim		7	pvp		vn		1	2	6	277	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Mộc_vn			hệ Mộc		7	pvp		vn		1	2	6	278	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Thủy_vn			Hệ Thủy		7	pvp		vn		1	2	6	279	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Hỏa_vn			Hệ Hỏa		7	pvp		vn		1	2	6	280	10
Lẫm Nhật Tinh Huyễn Phù	Kỳ Phúc Hoàng Kim Phù hệ Thổ_vn			Hệ Thổ		7	pvp		vn		1	2	6	281	10
Kính Hoa Khải	Trang bị xanh_Kính Hoa Khải (Côn Thiếu, Thiên Vương)		Sắt	Hệ Kim	Nam	3	pve				1	2	3	12	10
Tích Lịch Kim Phượng Giáp	Trang bị xanh_Tích Lịch Kim Phượng Giáp (Côn Thiếu, Thiên Vương)			Hệ Kim	Nữ	3	pve				1	2	3	22	10
Thiên Nhẫn Bí Trang	Trang bị xanh_Thiên Nhẫn Bí Trang (Đao Thiếu)		Da	Hệ Kim	Nam	3	pve				1	2	3	32	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị xanh_Cửu Vĩ Bạch Hồ Cầu (Đao Thiếu)		Da	Hệ Kim	Nữ	3	pve				1	2	3	42	10
Thiên Nhẫn Bí Trang	Trang bị xanh_Thiên Nhẫn Bí Trang (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nam	3	pve				1	2	3	52	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị xanh_Cửu Vĩ Bạch Hồ Cầu (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nữ	3	pve				1	2	3	62	10
Giáng Sa Bào	Trang bị xanh_Giáng Sa Bào (Chưởng Độc)		Vải	hệ Mộc	Nam	3	pve				1	2	3	72	10
Trầm Hương Sam	Trang bị xanh_Trầm Hương Sam (Chưởng Độc)		Vải	hệ Mộc	Nữ	3	pve				1	2	3	82	10
Kính Hoa Khải	Trang bị xanh_Kính Hoa Khải (Chỉ Đoàn)		Sắt	Hệ Thủy	Nam	3	pve				1	2	3	92	10
Tích Lịch Kim Phượng Giáp	Trang bị xanh_Tích Lịch Kim Phượng Giáp (Chỉ Đoàn)			Hệ Thủy	Nữ	3	pve				1	2	3	102	10
Giáng Sa Bào	Trang bị xanh_Giáng Sa Bào (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nam	3	pve				1	2	3	112	10
Trầm Hương Sam	Trang bị xanh_Trầm Hương Sam (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nữ	3	pve				1	2	3	122	10
Kính Hoa Khải	Trang bị xanh_Kính Hoa Khải (Chiến Nhẫn)		Sắt	Hệ Hỏa	Nam	3	pve				1	2	3	132	10
Tích Lịch Kim Phượng Giáp	Trang bị xanh_Tích Lịch Kim Phượng Giáp (Chiến Nhẫn)			Hệ Hỏa	Nữ	3	pve				1	2	3	142	10
Thiên Nhẫn Bí Trang	Trang bị xanh_Thiên Nhẫn Bí Trang (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nam	3	pve				1	2	3	152	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị xanh_Cửu Vĩ Bạch Hồ Cầu (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nữ	3	pve				1	2	3	162	10
Kính Hoa Khải	Trang bị xanh_Kính Hoa Khải (Kiếm Võ)		Sắt	Hệ Thổ	Nam	3	pve				1	2	3	172	10
Tích Lịch Kim Phượng Giáp	Trang bị xanh_Tích Lịch Kim Phượng Giáp (Kiếm Võ)			Hệ Thổ	Nữ	3	pve				1	2	3	182	10
Giáng Sa Bào	Trang bị xanh_Giáng Sa Bào (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nam	3	pve				1	2	3	192	10
Trầm Hương Sam	Trang bị xanh_Trầm Hương Sam (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nữ	3	pve				1	2	3	202	10
Kính Hoa Khải	Trang bị tím PVE_Kính Hoa Khải (Côn Thiếu, Thiên Vương)		Sắt	Hệ Kim	Nam	4	pve				1	2	3	212	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVE_Tích Lịch Kim Phượng Giáp (Côn Thiếu, Thiên Vương)			Hệ Kim	Nữ	4	pve				1	2	3	222	10
Thiên Nhẫn Bí Trang	Trang bị tím PVE_Thiên Nhẫn Bí Trang (Đao Thiếu)		Da	Hệ Kim	Nam	4	pve				1	2	3	232	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị tím PVE_Cửu Vĩ Bạch Hồ Cầu (Đao Thiếu)		Da	Hệ Kim	Nữ	4	pve				1	2	3	242	10
Thiên Nhẫn Bí Trang	Trang bị tím PVE_Thiên Nhẫn Bí Trang (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nam	4	pve				1	2	3	252	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị tím PVE_Cửu Vĩ Bạch Hồ Cầu (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nữ	4	pve				1	2	3	262	10
Giáng Sa Bào	Trang bị tím PVE_Giáng Sa Bào (Chưởng Độc)		Vải	hệ Mộc	Nam	4	pve				1	2	3	272	10
Trầm Hương Sam	Trang bị tím PVE_Trầm Hương Sam (Chưởng Độc)		Vải	hệ Mộc	Nữ	4	pve				1	2	3	282	10
Kính Hoa Khải	Trang bị tím PVE_Kính Hoa Khải (Chỉ Đoàn)		Sắt	Hệ Thủy	Nam	4	pve				1	2	3	292	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVE_Tích Lịch Kim Phượng Giáp (Chỉ Đoàn)			Hệ Thủy	Nữ	4	pve				1	2	3	302	10
Giáng Sa Bào	Trang bị tím PVE_Giáng Sa Bào (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nam	4	pve				1	2	3	312	10
Trầm Hương Sam	Trang bị tím PVE_Trầm Hương Sam (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nữ	4	pve				1	2	3	322	10
Kính Hoa Khải	Trang bị tím PVE_Kính Hoa Khải (Chiến Nhẫn)		Sắt	Hệ Hỏa	Nam	4	pve				1	2	3	332	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVE_Tích Lịch Kim Phượng Giáp (Chiến Nhẫn)			Hệ Hỏa	Nữ	4	pve				1	2	3	342	10
Thiên Nhẫn Bí Trang	Trang bị tím PVE_Thiên Nhẫn Bí Trang (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nam	4	pve				1	2	3	352	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị tím PVE_Cửu Vĩ Bạch Hồ Cầu (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nữ	4	pve				1	2	3	362	10
Kính Hoa Khải	Trang bị tím PVE_Kính Hoa Khải (Kiếm Võ)		Sắt	Hệ Thổ	Nam	4	pve				1	2	3	372	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVE_Tích Lịch Kim Phượng Giáp (Kiếm Võ)			Hệ Thổ	Nữ	4	pve				1	2	3	382	10
Giáng Sa Bào	Trang bị tím PVE_Giáng Sa Bào (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nam	4	pve				1	2	3	392	10
Trầm Hương Sam	Trang bị tím PVE_Trầm Hương Sam (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nữ	4	pve				1	2	3	402	10
Kính Hoa Khải	Trang bị tím PVP_Kính Hoa Khải (Côn Thiếu, Thiên Vương)		Sắt	Hệ Kim	Nam	4	pvp				1	2	3	412	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVP_Tích Lịch Kim Phượng Giáp (Côn Thiếu, Thiên Vương)			Hệ Kim	Nữ	4	pvp				1	2	3	422	10
Thiên Nhẫn Bí Trang	Trang bị tím PVP_Thiên Nhẫn Bí Trang (Đao Thiếu)		Da	Hệ Kim	Nam	4	pvp				1	2	3	432	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị tím PVP_Cửu Vĩ Bạch Hồ Cầu (Đao Thiếu)		Da	Hệ Kim	Nữ	4	pvp				1	2	3	442	10
Thiên Nhẫn Bí Trang	Trang bị tím PVP_Thiên Nhẫn Bí Trang (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nam	4	pvp				1	2	3	452	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị tím PVP_Cửu Vĩ Bạch Hồ Cầu (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nữ	4	pvp				1	2	3	462	10
Giáng Sa Bào	Trang bị tím PVP_Giáng Sa Bào (Chưởng Độc)		Vải	hệ Mộc	Nam	4	pvp				1	2	3	472	10
Trầm Hương Sam	Trang bị tím PVP_Trầm Hương Sam (Chưởng Độc)		Vải	hệ Mộc	Nữ	4	pvp				1	2	3	482	10
Kính Hoa Khải	Trang bị tím PVP_Kính Hoa Khải (Chỉ Đoàn)		Sắt	Hệ Thủy	Nam	4	pvp				1	2	3	492	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVP_Tích Lịch Kim Phượng Giáp (Chỉ Đoàn)			Hệ Thủy	Nữ	4	pvp				1	2	3	502	10
Giáng Sa Bào	Trang bị tím PVP_Giáng Sa Bào (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nam	4	pvp				1	2	3	512	10
Trầm Hương Sam	Trang bị tím PVP_Trầm Hương Sam (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nữ	4	pvp				1	2	3	522	10
Kính Hoa Khải	Trang bị tím PVP_Kính Hoa Khải (Chiến Nhẫn)		Sắt	Hệ Hỏa	Nam	4	pvp				1	2	3	532	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVP_Tích Lịch Kim Phượng Giáp (Chiến Nhẫn)			Hệ Hỏa	Nữ	4	pvp				1	2	3	542	10
Thiên Nhẫn Bí Trang	Trang bị tím PVP_Thiên Nhẫn Bí Trang (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nam	4	pvp				1	2	3	552	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị tím PVP_Cửu Vĩ Bạch Hồ Cầu (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nữ	4	pvp				1	2	3	562	10
Kính Hoa Khải	Trang bị tím PVP_Kính Hoa Khải (Kiếm Võ)		Sắt	Hệ Thổ	Nam	4	pvp				1	2	3	572	10
Tích Lịch Kim Phượng Giáp	Trang bị tím PVP_Tích Lịch Kim Phượng Giáp (Kiếm Võ)			Hệ Thổ	Nữ	4	pvp				1	2	3	582	10
Giáng Sa Bào	Trang bị tím PVP_Giáng Sa Bào (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nam	4	pvp				1	2	3	592	10
Trầm Hương Sam	Trang bị tím PVP_Trầm Hương Sam (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nữ	4	pvp				1	2	3	602	10
Kính Hoa Khải	Trang bị cam PVE_Kính Hoa Khải (Côn Thiếu, Thiên Vương)		Sắt	Hệ Kim	Nam	5	pve				1	2	3	612	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVE_Tích Lịch Kim Phượng Giáp (Côn Thiếu, Thiên Vương)			Hệ Kim	Nữ	5	pve				1	2	3	622	10
Thiên Nhẫn Bí Trang	Trang bị cam PVE_Thiên Nhẫn Bí Trang (Đao Thiếu)		Da	Hệ Kim	Nam	5	pve				1	2	3	632	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị cam PVE_Cửu Vĩ Bạch Hồ Cầu (Đao Thiếu)		Da	Hệ Kim	Nữ	5	pve				1	2	3	642	10
Thiên Nhẫn Bí Trang	Trang bị cam PVE_Thiên Nhẫn Bí Trang (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nam	5	pve				1	2	3	652	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị cam PVE_Cửu Vĩ Bạch Hồ Cầu (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nữ	5	pve				1	2	3	662	10
Giáng Sa Bào	Trang bị cam PVE_Giáng Sa Bào (Chưởng Độc)		Vải	hệ Mộc	Nam	5	pve				1	2	3	672	10
Trầm Hương Sam	Trang bị cam PVE_Trầm Hương Sam (Chưởng Độc)		Vải	hệ Mộc	Nữ	5	pve				1	2	3	682	10
Kính Hoa Khải	Trang bị cam PVE_Kính Hoa Khải (Chỉ Đoàn)		Sắt	Hệ Thủy	Nam	5	pve				1	2	3	692	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVE_Tích Lịch Kim Phượng Giáp (Chỉ Đoàn)			Hệ Thủy	Nữ	5	pve				1	2	3	702	10
Giáng Sa Bào	Trang bị cam PVE_Giáng Sa Bào (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nam	5	pve				1	2	3	712	10
Trầm Hương Sam	Trang bị cam PVE_Trầm Hương Sam (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nữ	5	pve				1	2	3	722	10
Kính Hoa Khải	Trang bị cam PVE_Kính Hoa Khải (Chiến Nhẫn)		Sắt	Hệ Hỏa	Nam	5	pve				1	2	3	732	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVE_Tích Lịch Kim Phượng Giáp (Chiến Nhẫn)			Hệ Hỏa	Nữ	5	pve				1	2	3	742	10
Thiên Nhẫn Bí Trang	Trang bị cam PVE_Thiên Nhẫn Bí Trang (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nam	5	pve				1	2	3	752	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị cam PVE_Cửu Vĩ Bạch Hồ Cầu (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nữ	5	pve				1	2	3	762	10
Kính Hoa Khải	Trang bị cam PVE_Kính Hoa Khải (Kiếm Võ)		Sắt	Hệ Thổ	Nam	5	pve				1	2	3	772	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVE_Tích Lịch Kim Phượng Giáp (Kiếm Võ)			Hệ Thổ	Nữ	5	pve				1	2	3	782	10
Giáng Sa Bào	Trang bị cam PVE_Giáng Sa Bào (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nam	5	pve				1	2	3	792	10
Trầm Hương Sam	Trang bị cam PVE_Trầm Hương Sam (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nữ	5	pve				1	2	3	802	10
Kính Hoa Khải	Trang bị cam PVP_Kính Hoa Khải (Côn Thiếu, Thiên Vương)		Sắt	Hệ Kim	Nam	5	pvp				1	2	3	812	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVP_Tích Lịch Kim Phượng Giáp (Côn Thiếu, Thiên Vương)			Hệ Kim	Nữ	5	pvp				1	2	3	822	10
Thiên Nhẫn Bí Trang	Trang bị cam PVP_Thiên Nhẫn Bí Trang (Đao Thiếu)		Da	Hệ Kim	Nam	5	pvp				1	2	3	832	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị cam PVP_Cửu Vĩ Bạch Hồ Cầu (Đao Thiếu)		Da	Hệ Kim	Nữ	5	pvp				1	2	3	842	10
Thiên Nhẫn Bí Trang	Trang bị cam PVP_Thiên Nhẫn Bí Trang (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nam	5	pvp				1	2	3	852	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị cam PVP_Cửu Vĩ Bạch Hồ Cầu (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nữ	5	pvp				1	2	3	862	10
Giáng Sa Bào	Trang bị cam PVP_Giáng Sa Bào (Chưởng Độc)		Vải	hệ Mộc	Nam	5	pvp				1	2	3	872	10
Trầm Hương Sam	Trang bị cam PVP_Trầm Hương Sam (Chưởng Độc)		Vải	hệ Mộc	Nữ	5	pvp				1	2	3	882	10
Kính Hoa Khải	Trang bị cam PVP_Kính Hoa Khải (Chỉ Đoàn)		Sắt	Hệ Thủy	Nam	5	pvp				1	2	3	892	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVP_Tích Lịch Kim Phượng Giáp (Chỉ Đoàn)			Hệ Thủy	Nữ	5	pvp				1	2	3	902	10
Giáng Sa Bào	Trang bị cam PVP_Giáng Sa Bào (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nam	5	pvp				1	2	3	912	10
Trầm Hương Sam	Trang bị cam PVP_Trầm Hương Sam (Nga My, Thúy Yên, Khí Đoàn)		Vải	Hệ Thủy	Nữ	5	pvp				1	2	3	922	10
Kính Hoa Khải	Trang bị cam PVP_Kính Hoa Khải (Chiến Nhẫn)		Sắt	Hệ Hỏa	Nam	5	pvp				1	2	3	932	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVP_Tích Lịch Kim Phượng Giáp (Chiến Nhẫn)			Hệ Hỏa	Nữ	5	pvp				1	2	3	942	10
Thiên Nhẫn Bí Trang	Trang bị cam PVP_Thiên Nhẫn Bí Trang (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nam	5	pvp				1	2	3	952	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị cam PVP_Cửu Vĩ Bạch Hồ Cầu (Ma Nhẫn, Cái Bang)		Da	Hệ Hỏa	Nữ	5	pvp				1	2	3	962	10
Kính Hoa Khải	Trang bị cam PVP_Kính Hoa Khải (Kiếm Võ)		Sắt	Hệ Thổ	Nam	5	pvp				1	2	3	972	10
Tích Lịch Kim Phượng Giáp	Trang bị cam PVP_Tích Lịch Kim Phượng Giáp (Kiếm Võ)			Hệ Thổ	Nữ	5	pvp				1	2	3	982	10
Giáng Sa Bào	Trang bị cam PVP_Giáng Sa Bào (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nam	5	pvp				1	2	3	992	10
Trầm Hương Sam	Trang bị cam PVP_Trầm Hương Sam (Khí Võ, Côn Lôn)		Vải	Hệ Thổ	Nữ	5	pvp				1	2	3	1002	10
Kính Hoa Khải	Trang bị xanh_Trang bị danh vọng cấp 10 (Côn Thiếu, Thiên Vương)		Sắt	Hệ Kim	Nam	3	pvp				1	2	3	1008	10
Tích Lịch Kim Phượng Giáp	Trang bị xanh_Trang bị danh vọng cấp 10 (Côn Thiếu, Thiên Vương)			Hệ Kim	Nữ	3	pvp				1	2	3	1014	10
Thiên Nhẫn Bí Trang	Trang bị xanh_Trang bị danh vọng cấp 10 (Đao Thiếu)		Da	Hệ Kim	Nam	3	pvp				1	2	3	1020	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị xanh_Trang bị danh vọng cấp 10 (Đao Thiếu)		Da	Hệ Kim	Nữ	3	pvp				1	2	3	1026	10
Thiên Nhẫn Bí Trang	Trang bị xanh_Trang bị danh vọng cấp 10 (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nam	3	pvp				1	2	3	1032	10
Cửu Vĩ Bạch Hồ Cầu	Trang bị xanh_Trang bị danh vọng cấp 10 (Đao Độc, Đường Môn, Minh Giáo)		Da	hệ Mộc	Nữ	3	pvp				1	2	3	1038	10
Giáng Sa Bào	Trang bị xanh_Trang bị danh vọng cấp 10 (Chưởng Độc)		Vải	hệ Mộc	Nam	3	pvp				1	2	3	1044	10
Trầm Hương Sam	Trang bị xanh_Trang bị danh vọng cấp 10 (Chưởng Độc)		Vải	hệ Mộc	Nữ	3	pvp				1	2	3	1050	10
Kính Hoa Khải	Trang bị xanh_Trang bị danh vọng cấp 10 (Chỉ Đoàn)		Sắt	Hệ Thủy	Nam	3	pvp				1	2	3	1056	10
