MapId	Id	IsDisable	PosType	Icon	PosX	PosY	Text	Size	Color	PosXDis	PosYDis
1	33	0	0	\image\ui\001a\minimap\icon_south.spr	58	217	汴京府	12	yellow	0	0
1	34	0	0	\image\ui\001a\minimap\icon_southeast.spr	582	326	天忍教	12	yellow	0	2
1	35	0	0	\image\ui\001a\minimap\icon_northwest.spr	158	56	萨满教	12	yellow	0	2
1	36	0	0	\image\ui\001a\minimap\icon_northeast.spr	646	270	古战场[5级]	12	yellow	0	0
1	37	0	0	\image\ui\001a\minimap\icon_east.spr	652	298	镇东墓园[15级]	12	yellow	14	30
1	38	0	0	\image\ui\001a\minimap\yellowpoint.spr	180	220	活动推广员	12	yellow	0	3
1	39	0	0	\image\ui\001a\minimap\yellowpoint.spr	308	104	特产商人	12	yellow	0	4
1	40	0	0	\image\ui\001a\minimap\icon_northwest.spr	214	50	敕勒川[95级]	12	yellow	0	2
1	41	0	0	\image\ui\001a\minimap\yellowpoint.spr	600	202	军营传送官	12	yellow	16	4
1	42	0	0	\image\ui\001a\minimap\yellowpoint.spr	511	180	晏若雪	12	yellow	0	4
1	43	0	0	\image\ui\001a\minimap\yellowpoint.spr	66	174	秦洼	12	yellow	0	4
1	44	0	0	\image\ui\001a\minimap\yellowpoint.spr	458	150	家族招募使	12	yellow	0	4
1	45	1	1	\image\ui\001a\minimap\yellowpoint.spr	1338	3051	叶晓钗	12	yellow	-2	4
1	46	0	1	\image\ui\001a\minimap\yellowpoint.spr	1613	3145	宝石工匠	12	yellow	8	0
1	47	0	1	\image\ui\001a\minimap\yellowpoint.spr	1560	3202	古墓接引	12	yellow	2	4
2	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	360	397	兵器铺	12	yellow	0	4
2	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	387	383	防具铺	12	yellow	-5	4
2	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	409	380	首饰铺	12	yellow	10	4
2	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	428	401	药铺	12	yellow	-6	4
2	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	444	408	杂货铺	12	yellow	14	4
2	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	482	373	酒楼	12	yellow	0	4
2	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	639	402	伐木小屋	12	yellow	0	4
2	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	631	356	猎户小屋	12	yellow	0	4
2	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	510	406	钱庄	12	yellow	0	4
2	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	366	454	包万同	12	yellow	0	4
2	11	0	0	\image\ui\001a\minimap\yellowpoint.spr	399	522	叶芷琳	12	yellow	0	4
2	12	0	0	\image\ui\001a\minimap\yellowpoint.spr	420	440	白秋琳	12	yellow	0	4
2	13	0	0	\image\ui\001a\minimap\yellowpoint.spr	475	472	龙五太爷	12	yellow	0	4
2	14	0	0	\image\ui\001a\minimap\yellowpoint.spr	522	485	少林接引	12	yellow	0	4
2	15	0	0	\image\ui\001a\minimap\yellowpoint.spr	548	497	天王接引	12	yellow	-10	27
2	16	0	0	\image\ui\001a\minimap\yellowpoint.spr	577	526	唐门接引	12	yellow	-5	27
2	17	0	0	\image\ui\001a\minimap\yellowpoint.spr	586	504	五毒接引	12	yellow	-4	27
2	18	0	0	\image\ui\001a\minimap\yellowpoint.spr	611	507	峨嵋接引	12	yellow	10	4
2	19	0	0	\image\ui\001a\minimap\yellowpoint.spr	615	485	翠烟接引	12	yellow	0	4
2	20	0	0	\image\ui\001a\minimap\yellowpoint.spr	616	462	丐帮接引	12	yellow	0	4
2	21	0	0	\image\ui\001a\minimap\yellowpoint.spr	656	467	天忍接引	12	yellow	10	4
2	22	0	0	\image\ui\001a\minimap\yellowpoint.spr	668	446	武当接引	12	yellow	-10	4
2	23	0	0	\image\ui\001a\minimap\yellowpoint.spr	699	447	昆仑接引	12	yellow	10	4
2	24	0	0	\image\ui\001a\minimap\icon_southeast.spr	356	606	凤翔府	12	yellow	0	2
2	25	0	0	\image\ui\001a\minimap\icon_south.spr	234	604	昆仑派	12	yellow	0	0
2	26	0	0	\image\ui\001a\minimap\icon_west.spr	62	428	龙门客栈[5级]	12	yellow	0	4
2	27	0	0	\image\ui\001a\minimap\icon_southwest.spr	55	553	祁连山[15级]	12	yellow	0	3
2	28	0	0	\image\ui\001a\minimap\yellowpoint.spr	521	314	冶炼大师	12	yellow	0	4
2	29	0	0	\image\ui\001a\minimap\yellowpoint.spr	496	512	船夫	12	yellow	0	4
2	30	0	0	\image\ui\001a\minimap\yellowpoint.spr	232	230	物品保管人	12	yellow	-20	4
2	31	0	0	\image\ui\001a\minimap\yellowpoint.spr	277	472	物品保管人	12	yellow	0	4
2	32	0	0	\image\ui\001a\minimap\yellowpoint.spr	348	426	物品保管人	12	yellow	0	4
2	33	0	0	\image\ui\001a\minimap\yellowpoint.spr	255	232	车夫	12	yellow	0	4
2	34	0	0	\image\ui\001a\minimap\yellowpoint.spr	231	472	车夫	12	yellow	-3	4
2	35	0	0	\image\ui\001a\minimap\yellowpoint.spr	385	330	礼官	12	yellow	0	4
2	36	0	0	\image\ui\001a\minimap\yellowpoint.spr	518	444	段氏接引	12	yellow	0	2
2	37	0	0	\image\ui\001a\minimap\yellowpoint.spr	558	424	明教接引	12	yellow	0	4
2	38	0	0	\image\ui\001a\minimap\yellowpoint.spr	550	398	活动推广员	12	yellow	0	3
2	39	0	0	\image\ui\001a\minimap\yellowpoint.spr	566	356	特产商人	12	yellow	0	4
2	40	0	0	\image\ui\001a\minimap\icon_north.spr	170	66	嘉峪关[95级]	12	yellow	0	2
2	41	0	0	\image\ui\001a\minimap\yellowpoint.spr	334	356	军营传送官	12	yellow	0	4
2	42	0	0	\image\ui\001a\minimap\icon_northwest.spr	100	188	敦煌古城[105级]	12	yellow	0	2
2	43	0	0	\image\ui\001a\minimap\icon_northwest.spr	178	294	月牙泉[115级]	12	yellow	-6	2
2	44	0	0	\image\ui\001a\minimap\yellowpoint.spr	426	344	晏若雪	12	yellow	0	4
2	45	0	0	\image\ui\001a\minimap\yellowpoint.spr	217	528	秦洼	12	yellow	0	4
2	46	0	0	\image\ui\001a\minimap\yellowpoint.spr	338	484	家族招募使	12	yellow	0	4
2	47	1	1	\image\ui\001a\minimap\yellowpoint.spr	1761	3471	叶晓钗	12	yellow	-5	10
2	48	0	1	\image\ui\001a\minimap\yellowpoint.spr	1776	3449	宝石工匠	12	yellow	0	0
2	49	0	1	\image\ui\001a\minimap\yellowpoint.spr	1814	3591	古墓接引	12	yellow	2	6
3	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	433	147	兵器铺	12	yellow	0	4
3	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	457	163	防具铺	12	yellow	0	4
3	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	489	177	首饰铺	12	yellow	0	4
3	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	547	195	药铺	12	yellow	0	4
3	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	309	291	杂货铺	12	yellow	8	4
3	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	293	279	酒楼	12	yellow	-4	4
3	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	232	302	伐木小屋	12	yellow	0	4
3	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	164	264	猎户小屋	12	yellow	0	2
3	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	550	247	钱庄	12	yellow	0	5
3	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	366	197	包万同	12	yellow	0	4
3	11	0	0	\image\ui\001a\minimap\yellowpoint.spr	513	268	叶芷琳	12	yellow	0	4
3	12	0	0	\image\ui\001a\minimap\yellowpoint.spr	257	217	白秋琳	12	yellow	-10	4
3	13	0	0	\image\ui\001a\minimap\yellowpoint.spr	396	214	龙五太爷	12	yellow	0	4
3	14	0	0	\image\ui\001a\minimap\yellowpoint.spr	66	295	少林接引	12	yellow	0	4
3	15	0	0	\image\ui\001a\minimap\yellowpoint.spr	82	326	天王接引	12	yellow	0	4
3	16	0	0	\image\ui\001a\minimap\yellowpoint.spr	136	324	唐门接引	12	yellow	0	4
3	17	0	0	\image\ui\001a\minimap\yellowpoint.spr	110	352	五毒接引	12	yellow	0	4
3	18	0	0	\image\ui\001a\minimap\yellowpoint.spr	152	363	峨嵋接引	12	yellow	0	4
3	19	0	0	\image\ui\001a\minimap\yellowpoint.spr	186	347	翠烟接引	12	yellow	0	4
3	20	0	0	\image\ui\001a\minimap\yellowpoint.spr	293	376	丐帮接引	12	yellow	0	4
3	21	0	0	\image\ui\001a\minimap\yellowpoint.spr	328	392	天忍接引	12	yellow	0	4
3	22	0	0	\image\ui\001a\minimap\yellowpoint.spr	372	416	武当接引	12	yellow	0	4
3	23	0	0	\image\ui\001a\minimap\yellowpoint.spr	378	380	昆仑接引	12	yellow	0	4
3	24	0	0	\image\ui\001a\minimap\icon_northeast.spr	874	134	少林派	12	yellow	0	2
3	25	0	0	\image\ui\001a\minimap\icon_southeast.spr	610	410	襄阳府	12	yellow	0	2
3	26	0	0	\image\ui\001a\minimap\icon_north.spr	546	57	潼关[15级]	12	yellow	0	3
3	27	0	0	\image\ui\001a\minimap\icon_southeast.spr	488	405	武当派	12	yellow	0	2
3	28	0	0	\image\ui\001a\minimap\yellowpoint.spr	361	169	冶炼大师	12	yellow	0	4
3	29	0	0	\image\ui\001a\minimap\yellowpoint.spr	405	271	礼官	12	yellow	0	4
3	30	0	0	\image\ui\001a\minimap\yellowpoint.spr	488	349	物品保管人	12	yellow	16	4
3	31	0	0	\image\ui\001a\minimap\yellowpoint.spr	251	171	物品保管人	12	yellow	-10	4
3	32	0	0	\image\ui\001a\minimap\icon_northeast.spr	766	116	军马场[5级]	12	yellow	0	2
3	33	0	0	\image\ui\001a\minimap\yellowpoint.spr	457	351	车夫	12	yellow	-4	4
3	34	0	0	\image\ui\001a\minimap\yellowpoint.spr	300	174	车夫	12	yellow	0	4
3	35	0	0	\image\ui\001a\minimap\yellowpoint.spr	340	360	段氏接引	12	yellow	0	4
3	36	0	0	\image\ui\001a\minimap\yellowpoint.spr	306	347	明教接引	12	yellow	0	4
3	37	0	0	\image\ui\001a\minimap\yellowpoint.spr	644	214	物品保管人	12	yellow	0	4
3	38	0	0	\image\ui\001a\minimap\yellowpoint.spr	664	176	车夫	12	yellow	0	4
3	39	0	0	\image\ui\001a\minimap\yellowpoint.spr	240	250	活动推广员	12	yellow	0	3
3	40	0	0	\image\ui\001a\minimap\yellowpoint.spr	202	202	特产商人	12	yellow	0	4
3	41	0	0	\image\ui\001a\minimap\icon_northwest.spr	428	58	华山[95级]	12	yellow	0	2
3	42	0	0	\image\ui\001a\minimap\yellowpoint.spr	277	207	军营传送官	12	yellow	20	4
3	43	0	0	\image\ui\001a\minimap\icon_northwest.spr	167	133	阿房宫废墟[115级]	12	yellow	0	2
3	44	0	0	\image\ui\001a\minimap\yellowpoint.spr	352	230	晏若雪	12	yellow	0	4
3	45	0	0	\image\ui\001a\minimap\yellowpoint.spr	492	120	秦洼	12	yellow	0	4
3	46	0	0	\image\ui\001a\minimap\yellowpoint.spr	490	226	家族招募使	12	yellow	0	4
3	47	1	1	\image\ui\001a\minimap\yellowpoint.spr	1666	3252	叶晓钗	12	yellow	16	10
3	48	0	1	\image\ui\001a\minimap\yellowpoint.spr	1657	3138	宝石工匠	12	yellow	0	0
3	49	0	1	\image\ui\001a\minimap\icon_southwest.spr	1741	3339	古墓派	12	yellow	0	0
3	50	0	1	\image\ui\001a\minimap\yellowpoint.spr	1500	3279	古墓接引	12	yellow	26	6
4	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	235	228	兵器铺	12	yellow	0	4
4	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	276	204	防具铺	12	yellow	0	4
4	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	341	254	首饰铺	12	yellow	0	4
4	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	405	210	药铺	12	yellow	0	4
4	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	433	210	杂货铺	12	yellow	6	4
4	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	467	222	酒楼	12	yellow	0	4
4	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	357	318	伐木小屋	12	yellow	-7	4
4	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	279	278	猎户小屋	12	yellow	0	4
4	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	210	212	钱庄	12	yellow	0	4
4	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	358	232	包万同	12	yellow	0	4
4	11	0	0	\image\ui\001a\minimap\yellowpoint.spr	313	102	叶芷琳	12	yellow	0	4
4	12	0	0	\image\ui\001a\minimap\yellowpoint.spr	399	258	白秋琳	12	yellow	0	4
4	13	0	0	\image\ui\001a\minimap\yellowpoint.spr	432	238	龙五太爷	12	yellow	0	4
4	14	0	0	\image\ui\001a\minimap\yellowpoint.spr	395	172	少林接引	12	yellow	0	4
4	15	0	0	\image\ui\001a\minimap\yellowpoint.spr	440	166	天王接引	12	yellow	0	4
4	16	0	0	\image\ui\001a\minimap\yellowpoint.spr	403	138	唐门接引	12	yellow	0	4
4	17	0	0	\image\ui\001a\minimap\yellowpoint.spr	457	138	五毒接引	12	yellow	0	4
4	18	0	0	\image\ui\001a\minimap\yellowpoint.spr	519	148	峨嵋接引	12	yellow	0	4
4	19	0	0	\image\ui\001a\minimap\yellowpoint.spr	559	180	翠烟接引	12	yellow	0	4
4	20	0	0	\image\ui\001a\minimap\yellowpoint.spr	616	190	丐帮接引	12	yellow	0	4
4	21	0	0	\image\ui\001a\minimap\yellowpoint.spr	582	230	天忍接引	12	yellow	0	4
4	22	0	0	\image\ui\001a\minimap\yellowpoint.spr	645	248	武当接引	12	yellow	0	4
4	23	0	0	\image\ui\001a\minimap\yellowpoint.spr	614	262	昆仑接引	12	yellow	0	4
4	24	0	0	\image\ui\001a\minimap\icon_southeast.spr	626	328	扬州府	12	yellow	0	2
4	25	0	0	\image\ui\001a\minimap\icon_southeast.spr	500	418	丐帮	12	yellow	0	2
4	26	0	0	\image\ui\001a\minimap\icon_northwest.spr	180	132	梅花岭[5级]	12	yellow	0	2
4	27	0	0	\image\ui\001a\minimap\icon_southwest.spr	225	430	淮水沙洲[15级]	12	yellow	0	2
4	28	0	0	\image\ui\001a\minimap\yellowpoint.spr	237	317	冶炼大师	12	yellow	0	4
4	29	0	0	\image\ui\001a\minimap\yellowpoint.spr	471	266	礼官	12	yellow	0	4
4	30	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	328	物品保管人	12	yellow	5	4
4	31	0	0	\image\ui\001a\minimap\yellowpoint.spr	316	200	物品保管人	12	yellow	12	4
4	32	0	0	\image\ui\001a\minimap\yellowpoint.spr	693	174	荐菊洞[85级]	12	yellow	0	2
4	33	0	0	\image\ui\001a\minimap\yellowpoint.spr	425	338	车夫	12	yellow	12	6
4	34	0	0	\image\ui\001a\minimap\yellowpoint.spr	274	164	车夫	12	yellow	0	4
4	35	0	0	\image\ui\001a\minimap\yellowpoint.spr	597	276	段氏接引	12	yellow	-10	4
4	36	0	0	\image\ui\001a\minimap\yellowpoint.spr	558	297	明教接引	12	yellow	0	4
4	37	0	0	\image\ui\001a\minimap\yellowpoint.spr	414	286	活动推广员	12	yellow	0	3
4	38	0	0	\image\ui\001a\minimap\yellowpoint.spr	347	284	特产商人	12	yellow	0	4
4	39	0	0	\image\ui\001a\minimap\icon_north.spr	575	74	蜀冈秘境[95级]	12	yellow	0	2
4	40	0	0	\image\ui\001a\minimap\yellowpoint.spr	331	364	军营传送官	12	yellow	0	4
4	41	0	0	\image\ui\001a\minimap\yellowpoint.spr	269	350	晏若雪	12	yellow	0	6
4	42	0	0	\image\ui\001a\minimap\yellowpoint.spr	318	458	秦洼	12	yellow	0	4
4	43	0	0	\image\ui\001a\minimap\yellowpoint.spr	480	185	家族招募使	12	yellow	0	3
4	44	1	1	\image\ui\001a\minimap\yellowpoint.spr	1664	3248	叶晓钗	12	yellow	12	10
4	45	0	1	\image\ui\001a\minimap\yellowpoint.spr	1539	3309	宝石工匠	12	yellow	0	5
4	46	0	1	\image\ui\001a\minimap\yellowpoint.spr	1695	3186	古墓接引	12	yellow	0	2
5	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	324	275	兵器铺	12	yellow	0	4
5	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	299	250	防具铺	12	yellow	0	4
5	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	359	240	首饰铺	12	yellow	0	4
5	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	390	228	药铺	12	yellow	0	4
5	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	433	246	杂货铺	12	yellow	-3	4
5	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	369	302	酒楼	12	yellow	-9	4
5	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	361	340	伐木小屋	12	yellow	0	-1
5	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	271	296	猎户小屋	12	yellow	0	4
5	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	466	278	钱庄	12	yellow	0	4
5	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	459	250	包万同	12	yellow	6	4
5	11	0	0	\image\ui\001a\minimap\yellowpoint.spr	380	55	叶芷琳	12	yellow	0	4
5	12	0	0	\image\ui\001a\minimap\yellowpoint.spr	379	269	白秋琳	12	yellow	-9	4
5	13	0	0	\image\ui\001a\minimap\yellowpoint.spr	400	316	龙五太爷	12	yellow	-5	4
5	14	0	0	\image\ui\001a\minimap\yellowpoint.spr	241	215	少林接引	12	yellow	0	4
5	15	0	0	\image\ui\001a\minimap\yellowpoint.spr	157	254	天王接引	12	yellow	0	-3
5	16	0	0	\image\ui\001a\minimap\yellowpoint.spr	192	262	唐门接引	12	yellow	0	4
5	17	0	0	\image\ui\001a\minimap\yellowpoint.spr	173	292	五毒接引	12	yellow	0	4
5	18	0	0	\image\ui\001a\minimap\yellowpoint.spr	122	306	峨嵋接引	12	yellow	0	4
5	19	0	0	\image\ui\001a\minimap\yellowpoint.spr	106	328	翠烟接引	12	yellow	0	4
5	20	0	0	\image\ui\001a\minimap\yellowpoint.spr	184	328	丐帮接引	12	yellow	0	4
5	21	0	0	\image\ui\001a\minimap\yellowpoint.spr	214	357	天忍接引	12	yellow	0	4
5	22	0	0	\image\ui\001a\minimap\yellowpoint.spr	265	362	武当接引	12	yellow	0	4
5	23	0	0	\image\ui\001a\minimap\yellowpoint.spr	283	395	昆仑接引	12	yellow	0	4
5	24	0	0	\image\ui\001a\minimap\icon_northwest.spr	261	120	成都府	12	yellow	0	2
5	25	0	0	\image\ui\001a\minimap\icon_northwest.spr	107	214	峨嵋派	12	yellow	0	2
5	26	0	0	\image\ui\001a\minimap\icon_southwest.spr	80	286	唐门	12	yellow	0	2
5	27	0	0	\image\ui\001a\minimap\icon_southeast.spr	290	440	长江河谷[5级]	12	yellow	0	2
5	28	0	0	\image\ui\001a\minimap\yellowpoint.spr	548	242	冶炼大师	12	yellow	0	4
5	29	0	0	\image\ui\001a\minimap\yellowpoint.spr	448	376	船夫	12	yellow	0	4
5	30	0	0	\image\ui\001a\minimap\yellowpoint.spr	424	300	物品保管人	12	yellow	-4	4
5	31	0	0	\image\ui\001a\minimap\yellowpoint.spr	324	188	物品保管人	12	yellow	-14	4
5	32	0	0	\image\ui\001a\minimap\yellowpoint.spr	392	174	礼官	12	yellow	0	4
5	33	0	0	\image\ui\001a\minimap\yellowpoint.spr	460	308	车夫	12	yellow	3	4
5	34	0	0	\image\ui\001a\minimap\yellowpoint.spr	350	176	车夫	12	yellow	3	4
5	35	0	0	\image\ui\001a\minimap\icon_southwest.spr	203	417	蜀南竹海[15级]	12	yellow	0	2
5	36	0	0	\image\ui\001a\minimap\yellowpoint.spr	328	350	段氏接引	12	yellow	0	4
5	37	0	0	\image\ui\001a\minimap\yellowpoint.spr	384	350	明教接引	12	yellow	2	26
5	38	0	0	\image\ui\001a\minimap\yellowpoint.spr	411	267	活动推广员	12	yellow	10	3
5	39	0	0	\image\ui\001a\minimap\yellowpoint.spr	328	222	特产商人	12	yellow	0	4
5	40	0	0	\image\ui\001a\minimap\icon_southeast.spr	622	282	丰都鬼城[95级]	12	yellow	0	2
5	41	0	0	\image\ui\001a\minimap\yellowpoint.spr	232	188	军营传送官	12	yellow	0	4
5	42	0	0	\image\ui\001a\minimap\icon_northeast.spr	617	216	三峡栈道[105级]	12	yellow	0	2
5	43	0	0	\image\ui\001a\minimap\yellowpoint.spr	510	200	晏若雪	12	yellow	0	6
5	44	0	0	\image\ui\001a\minimap\yellowpoint.spr	487	347	秦洼	12	yellow	0	4
5	45	0	0	\image\ui\001a\minimap\yellowpoint.spr	418	186	家族招募使	12	yellow	14	4
5	46	0	0	\image\ui\001a\minimap\yellowpoint.spr	485	85	红姨	12	yellow	-23	4
5	47	0	0	\image\ui\001a\minimap\yellowpoint.spr	472	96	老月	12	yellow	0	4
5	48	1	1	\image\ui\001a\minimap\yellowpoint.spr	1598	3024	叶晓钗	12	yellow	0	16
5	49	0	1	\image\ui\001a\minimap\yellowpoint.spr	1705	3099	宝石工匠	12	yellow	-4	0
5	50	0	1	\image\ui\001a\minimap\yellowpoint.spr	1496	3196	古墓接引	12	yellow	-30	14
6	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	371	264	兵器铺	12	yellow	-9	4
6	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	394	256	防具铺	12	yellow	8	4
6	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	459	217	首饰铺	12	yellow	0	4
6	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	504	202	药铺	12	yellow	0	4
6	5	0	0	\image\ui\001a\minimap\yellowpoint.spr	585	181	杂货铺	12	yellow	0	4
6	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	662	214	酒楼	12	yellow	0	4
6	7	0	0	\image\ui\001a\minimap\yellowpoint.spr	634	290	伐木小屋	12	yellow	0	4
6	8	0	0	\image\ui\001a\minimap\yellowpoint.spr	568	355	猎户小屋	12	yellow	0	4
6	9	0	0	\image\ui\001a\minimap\yellowpoint.spr	381	366	钱庄	12	yellow	0	4
6	10	0	0	\image\ui\001a\minimap\yellowpoint.spr	347	335	包万同	12	yellow	0	4
6	11	0	0	\image\ui\001a\minimap\yellowpoint.spr	321	390	叶芷琳	12	yellow	0	4
6	12	0	0	\image\ui\001a\minimap\yellowpoint.spr	560	247	白秋琳	12	yellow	0	4
6	13	0	0	\image\ui\001a\minimap\yellowpoint.spr	451	273	龙五太爷	12	yellow	0	4
6	14	0	0	\image\ui\001a\minimap\yellowpoint.spr	504	163	少林接引	12	yellow	0	7
6	15	0	0	\image\ui\001a\minimap\yellowpoint.spr	472	153	天王接引	12	yellow	0	4
6	16	0	0	\image\ui\001a\minimap\yellowpoint.spr	482	127	唐门接引	12	yellow	0	4
6	17	0	0	\image\ui\001a\minimap\yellowpoint.spr	436	141	五毒接引	12	yellow	0	4
6	18	0	0	\image\ui\001a\minimap\yellowpoint.spr	412	154	峨嵋接引	12	yellow	-5	4
6	19	0	0	\image\ui\001a\minimap\yellowpoint.spr	375	163	翠烟接引	12	yellow	-5	7
6	20	0	0	\image\ui\001a\minimap\yellowpoint.spr	339	177	丐帮接引	12	yellow	0	7
6	21	0	0	\image\ui\001a\minimap\yellowpoint.spr	285	209	天忍接引	12	yellow	0	4
6	22	0	0	\image\ui\001a\minimap\yellowpoint.spr	295	244	武当接引	12	yellow	0	4
6	23	0	0	\image\ui\001a\minimap\yellowpoint.spr	237	242	昆仑接引	12	yellow	0	4
6	24	0	0	\image\ui\001a\minimap\icon_northwest.spr	201	152	大理府	12	yellow	0	4
6	25	0	0	\image\ui\001a\minimap\icon_northwest.spr	56	215	大理段氏	12	yellow	0	2
6	26	0	0	\image\ui\001a\minimap\icon_northwest.spr	506	72	茶马古道[15级]	12	yellow	0	2
6	27	0	0	\image\ui\001a\minimap\icon_north.spr	675	52	白族市集[5级]	12	yellow	0	2
6	28	0	0	\image\ui\001a\minimap\yellowpoint.spr	328	268	冶炼大师	12	yellow	-10	5
