Name	Suffix	IsDarkness	Level	MagicName	MA1Min	MA1Max	MA2Min	MA2Max	MA3Min	MA3Max	ReqLevel	ItemValue	Series	MeleeWeapon	RangeWeapon	Armor	Belt	Helm	Cuff	Boots	Ring	Amulet	Necklace	Pendant	Horse	Mask	Book	PartnerRing	PartnerBody	PartnerWeapon	PartnerCuff	PartnerAmulet
Phần trăm sát thương ngoại	Phá Quân	0	17	addphysicsdamage_p	161	170	-1	-1	0	0	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	18	addphysicsdamage_p	171	180	-1	-1	0	0	8	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	19	addphysicsdamage_p	181	190	-1	-1	0	0	9	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	20	addphysicsdamage_p	191	200	-1	-1	0	0	10	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	21	addphysicsdamage_p	201	210	-1	-1	0	0	11	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	22	addphysicsdamage_p	211	230	-1	-1	0	0	12	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	23	addphysicsdamage_p	231	250	-1	-1	0	0	13	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	24	addphysicsdamage_p	251	280	-1	-1	0	0	14	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	25	addphysicsdamage_p	281	310	-1	-1	0	0	15	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương ngoại	Phá Quân	0	26	addphysicsdamage_p	311	340	-1	-1	0	0	16	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	1	addphysicsmagic_p	5	10	-1	-1	0	0	1	1000	-1	200000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	2	addphysicsmagic_p	11	20	-1	-1	0	0	2	1670	-1	120000	120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	3	addphysicsmagic_p	21	30	-1	-1	0	0	3	2780	-1	72000	72000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	4	addphysicsmagic_p	31	40	-1	-1	0	0	4	4660	-1	43000	43000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	5	addphysicsmagic_p	41	50	-1	-1	0	0	5	7700	-1	26000	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	6	addphysicsmagic_p	51	60	-1	-1	0	0	6	12500	-1	16000	16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	7	addphysicsmagic_p	61	70	-1	-1	0	0	7	22300	-1	9000	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	8	addphysicsmagic_p	71	80	-1	-1	0	0	8	33400	-1	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	9	addphysicsmagic_p	81	90	-1	-1	0	0	9	59000	-1	3400	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	10	addphysicsmagic_p	91	100	-1	-1	0	0	10	200000	-1	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	11	addphysicsmagic_p	101	110	-1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	12	addphysicsmagic_p	111	120	-1	-1	0	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	13	addphysicsmagic_p	121	130	-1	-1	0	0	3	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	14	addphysicsmagic_p	131	140	-1	-1	0	0	4	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	15	addphysicsmagic_p	141	150	-1	-1	0	0	5	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	16	addphysicsmagic_p	151	160	-1	-1	0	0	6	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	17	addphysicsmagic_p	161	170	-1	-1	0	0	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	18	addphysicsmagic_p	171	180	-1	-1	0	0	8	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	19	addphysicsmagic_p	181	190	-1	-1	0	0	9	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	20	addphysicsmagic_p	191	200	-1	-1	0	0	10	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	21	addphysicsmagic_p	201	210	-1	-1	0	0	11	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	22	addphysicsmagic_p	211	230	-1	-1	0	0	12	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	23	addphysicsmagic_p	231	250	-1	-1	0	0	13	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	24	addphysicsmagic_p	251	280	-1	-1	0	0	14	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	25	addphysicsmagic_p	281	310	-1	-1	0	0	15	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phần trăm sát thương nội	Toái Trần	0	26	addphysicsmagic_p	311	340	-1	-1	0	0	16	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	1	attackratingenhance_v	5	50	-1	-1	0	0	1	1000	-1	200000	200000	0	0	0	200000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	2	attackratingenhance_v	51	100	-1	-1	0	0	2	1670	-1	120000	120000	0	0	0	120000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	3	attackratingenhance_v	101	150	-1	-1	0	0	3	2780	-1	72000	72000	0	0	0	72000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	4	attackratingenhance_v	151	200	-1	-1	0	0	4	4660	-1	43000	43000	0	0	0	43000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	5	attackratingenhance_v	201	250	-1	-1	0	0	5	7700	-1	26000	26000	0	0	0	26000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	6	attackratingenhance_v	251	300	-1	-1	0	0	6	12500	-1	16000	16000	0	0	0	16000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	7	attackratingenhance_v	301	350	-1	-1	0	0	7	22300	-1	9000	9000	0	0	0	9000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	8	attackratingenhance_v	351	400	-1	-1	0	0	8	33400	-1	6000	6000	0	0	0	6000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	9	attackratingenhance_v	401	450	-1	-1	0	0	9	59000	-1	3400	3400	0	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	10	attackratingenhance_v	451	500	-1	-1	0	0	10	200000	-1	1000	1000	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	11	attackratingenhance_v	501	530	-1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	12	attackratingenhance_v	531	560	-1	-1	0	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	13	attackratingenhance_v	561	590	-1	-1	0	0	3	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	14	attackratingenhance_v	591	620	-1	-1	0	0	4	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	15	attackratingenhance_v	621	650	-1	-1	0	0	5	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	16	attackratingenhance_v	651	680	-1	-1	0	0	6	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	17	attackratingenhance_v	681	710	-1	-1	0	0	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	18	attackratingenhance_v	711	740	-1	-1	0	0	8	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	19	attackratingenhance_v	741	770	-1	-1	0	0	9	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	20	attackratingenhance_v	771	800	-1	-1	0	0	10	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	21	attackratingenhance_v	801	830	-1	-1	0	0	11	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	22	attackratingenhance_v	831	860	-1	-1	0	0	12	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	23	attackratingenhance_v	861	890	-1	-1	0	0	13	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	24	attackratingenhance_v	891	920	-1	-1	0	0	14	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	25	attackratingenhance_v	921	950	-1	-1	0	0	15	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng chính xác	Tâm Nhãn	0	26	attackratingenhance_v	951	980	-1	-1	0	0	16	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	1	attackspeed_v	1	3	-1	-1	0	0	1	1000	-1	100000	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	2	attackspeed_v	4	5	-1	-1	0	0	2	1670	-1	60000	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	3	attackspeed_v	6	7	-1	-1	0	0	3	2780	-1	36000	36000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	4	attackspeed_v	8	9	-1	-1	0	0	4	4630	-1	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	5	attackspeed_v	10	10	-1	-1	0	0	5	7700	-1	13000	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	6	attackspeed_v	11	12	-1	-1	0	0	6	12830	-1	7800	7800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	7	attackspeed_v	13	14	-1	-1	0	0	7	21300	-1	4700	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	8	attackspeed_v	15	16	-1	-1	0	0	8	35750	-1	2800	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	9	attackspeed_v	17	17	-1	-1	0	0	9	58830	-1	1700	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	10	attackspeed_v	18	18	-1	-1	0	0	10	125000	-1	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	11	attackspeed_v	19	19	-1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	12	attackspeed_v	20	20	-1	-1	0	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	13	attackspeed_v	21	22	-1	-1	0	0	3	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	14	attackspeed_v	23	24	-1	-1	0	0	4	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	15	attackspeed_v	25	26	-1	-1	0	0	5	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	16	attackspeed_v	27	27	-1	-1	0	0	6	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	17	attackspeed_v	28	28	-1	-1	0	0	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	18	attackspeed_v	29	29	-1	-1	0	0	8	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	19	attackspeed_v	30	30	-1	-1	0	0	9	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	20	attackspeed_v	31	32	-1	-1	0	0	10	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	21	attackspeed_v	33	34	-1	-1	0	0	11	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	22	attackspeed_v	35	36	-1	-1	0	0	12	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	23	attackspeed_v	37	38	-1	-1	0	0	13	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	24	attackspeed_v	40	40	-1	-1	0	0	14	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	25	attackspeed_v	41	42	-1	-1	0	0	15	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh ngoại	Phi Yến	0	26	attackspeed_v	43	43	-1	-1	0	0	16	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	1	castspeed_v	1	3	-1	-1	0	0	1	1000	-1	100000	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	2	castspeed_v	4	5	-1	-1	0	0	2	1670	-1	60000	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	3	castspeed_v	6	7	-1	-1	0	0	3	2780	-1	36000	36000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	4	castspeed_v	8	9	-1	-1	0	0	4	4630	-1	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	5	castspeed_v	10	10	-1	-1	0	0	5	7700	-1	13000	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	6	castspeed_v	11	12	-1	-1	0	0	6	12830	-1	7800	7800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	7	castspeed_v	13	14	-1	-1	0	0	7	21300	-1	4700	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	8	castspeed_v	15	16	-1	-1	0	0	8	35750	-1	2800	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	9	castspeed_v	17	17	-1	-1	0	0	9	58830	-1	1700	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	10	castspeed_v	18	18	-1	-1	0	0	10	125000	-1	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	11	castspeed_v	19	19	-1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	12	castspeed_v	20	20	-1	-1	0	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	13	castspeed_v	21	22	-1	-1	0	0	3	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	14	castspeed_v	23	24	-1	-1	0	0	4	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	15	castspeed_v	25	26	-1	-1	0	0	5	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	16	castspeed_v	27	27	-1	-1	0	0	6	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	17	castspeed_v	28	28	-1	-1	0	0	7	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	18	castspeed_v	29	29	-1	-1	0	0	8	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	19	castspeed_v	30	30	-1	-1	0	0	9	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	20	castspeed_v	31	32	-1	-1	0	0	10	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	21	castspeed_v	33	34	-1	-1	0	0	11	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	22	castspeed_v	35	36	-1	-1	0	0	12	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	23	castspeed_v	37	38	-1	-1	0	0	13	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	24	castspeed_v	40	40	-1	-1	0	0	14	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	25	castspeed_v	41	42	-1	-1	0	0	15	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tăng tốc độ đánh nội	Linh Vũ	0	26	castspeed_v	43	43	-1	-1	0	0	16	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	1	ignoredefenseenhance_v	1	10	-1	-1	0	0	1	4000	-1	0	0	0	0	0	0	0	50000	0	50000	0	0	0	0	50000	50000	50000	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	2	ignoredefenseenhance_v	11	20	-1	-1	0	0	2	6680	-1	0	0	0	0	0	0	0	30000	0	30000	0	0	0	0	30000	30000	30000	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	3	ignoredefenseenhance_v	21	30	-1	-1	0	0	3	11120	-1	0	0	0	0	0	0	0	18000	0	18000	0	0	0	0	18000	18000	18000	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	4	ignoredefenseenhance_v	31	40	-1	-1	0	0	4	18520	-1	0	0	0	0	0	0	0	10800	0	10800	0	0	0	0	10800	10800	10800	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	5	ignoredefenseenhance_v	41	50	-1	-1	0	0	5	30800	-1	0	0	0	0	0	0	0	6500	0	6500	0	0	0	0	6500	6500	6500	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	6	ignoredefenseenhance_v	51	60	-1	-1	0	0	6	50000	-1	0	0	0	0	0	0	0	4000	0	4000	0	0	0	0	4000	4000	4000	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	7	ignoredefenseenhance_v	61	70	-1	-1	0	0	7	88900	-1	0	0	0	0	0	0	0	2250	0	2250	0	0	0	0	2250	2250	2250	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	8	ignoredefenseenhance_v	71	80	-1	-1	0	0	8	133340	-1	0	0	0	0	0	0	0	1500	0	1500	0	0	0	0	1500	1500	1500	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	9	ignoredefenseenhance_v	81	90	-1	-1	0	0	9	235400	-1	0	0	0	0	0	0	0	850	0	850	0	0	0	0	850	850	850	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	10	ignoredefenseenhance_v	91	100	-1	-1	0	0	10	666700	-1	0	0	0	0	0	0	0	300	0	300	0	0	0	0	300	300	300	0	0
Bỏ qua né tránh đối phương	Truy Ảnh	0	11	ignoredefenseenhance_v	101	110	-1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
