Name	Suffix	IsDarkness	Level	MagicName	MA1Min	MA1Max	MA2Min	MA2Max	MA3Min	MA3Max	ReqLevel	ItemValue	Series	MeleeWeapon	RangeWeapon	Armor	Belt	Helm	Cuff	Boots	Ring	Amulet	Necklace	Pendant	Horse	Mask	Book	PartnerRing	PartnerBody	PartnerWeapon	PartnerCuff	PartnerAmulet
外功伤害百分比	破军	0	14	addphysicsdamage_p	140	140	-1	-1	0	0	4	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	15	addphysicsdamage_p	150	150	-1	-1	0	0	5	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	16	addphysicsdamage_p	160	160	-1	-1	0	0	6	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	17	addphysicsdamage_p	170	170	-1	-1	0	0	7	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	18	addphysicsdamage_p	180	180	-1	-1	0	0	8	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	19	addphysicsdamage_p	190	190	-1	-1	0	0	9	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	20	addphysicsdamage_p	200	200	-1	-1	0	0	10	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	21	addphysicsdamage_p	210	210	-1	-1	0	0	11	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	22	addphysicsdamage_p	230	230	-1	-1	0	0	12	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	23	addphysicsdamage_p	250	250	-1	-1	0	0	13	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	24	addphysicsdamage_p	280	280	-1	-1	0	0	14	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	25	addphysicsdamage_p	310	310	-1	-1	0	0	15	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	26	addphysicsdamage_p	340	340	-1	-1	0	0	16	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	27	addphysicsdamage_p	230	230	-1	-1	0	0	17	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	28	addphysicsdamage_p	250	250	-1	-1	0	0	18	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	29	addphysicsdamage_p	280	280	-1	-1	0	0	19	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	30	addphysicsdamage_p	310	310	-1	-1	0	0	20	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	31	addphysicsdamage_p	340	340	-1	-1	0	0	21	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	32	addphysicsdamage_p	310	310	-1	-1	0	0	22	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	33	addphysicsdamage_p	340	340	-1	-1	0	0	23	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	34	addphysicsdamage_p	230	230	-1	-1	0	0	24	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	35	addphysicsdamage_p	250	250	-1	-1	0	0	25	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
外功伤害百分比	破军	0	36	addphysicsdamage_p	280	280	-1	-1	0	0	26	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	1	addphysicsmagic_p	10	10	-1	-1	0	0	1	1000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	2	addphysicsmagic_p	20	20	-1	-1	0	0	2	1670	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	3	addphysicsmagic_p	30	30	-1	-1	0	0	3	2780	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	4	addphysicsmagic_p	40	40	-1	-1	0	0	4	4660	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	5	addphysicsmagic_p	50	50	-1	-1	0	0	5	7700	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	6	addphysicsmagic_p	60	60	-1	-1	0	0	6	12500	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	7	addphysicsmagic_p	70	70	-1	-1	0	0	7	22300	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	8	addphysicsmagic_p	80	80	-1	-1	0	0	8	33400	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	9	addphysicsmagic_p	90	90	-1	-1	0	0	9	59000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	10	addphysicsmagic_p	100	100	-1	-1	0	0	10	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	11	addphysicsmagic_p	110	110	-1	-1	0	0	1	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	12	addphysicsmagic_p	120	120	-1	-1	0	0	2	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	13	addphysicsmagic_p	130	130	-1	-1	0	0	3	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	14	addphysicsmagic_p	140	140	-1	-1	0	0	4	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	15	addphysicsmagic_p	150	150	-1	-1	0	0	5	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	16	addphysicsmagic_p	160	160	-1	-1	0	0	6	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	17	addphysicsmagic_p	170	170	-1	-1	0	0	7	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	18	addphysicsmagic_p	180	180	-1	-1	0	0	8	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	19	addphysicsmagic_p	190	190	-1	-1	0	0	9	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	20	addphysicsmagic_p	200	200	-1	-1	0	0	10	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	21	addphysicsmagic_p	210	210	-1	-1	0	0	11	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	22	addphysicsmagic_p	230	230	-1	-1	0	0	12	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	23	addphysicsmagic_p	250	250	-1	-1	0	0	13	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	24	addphysicsmagic_p	280	280	-1	-1	0	0	14	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	25	addphysicsmagic_p	310	310	-1	-1	0	0	15	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	26	addphysicsmagic_p	340	340	-1	-1	0	0	16	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	27	addphysicsmagic_p	170	170	-1	-1	0	0	17	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	28	addphysicsmagic_p	180	180	-1	-1	0	0	18	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	29	addphysicsmagic_p	190	190	-1	-1	0	0	19	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	30	addphysicsmagic_p	200	200	-1	-1	0	0	20	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	31	addphysicsmagic_p	210	210	-1	-1	0	0	21	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	32	addphysicsmagic_p	230	230	-1	-1	0	0	22	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	33	addphysicsmagic_p	250	250	-1	-1	0	0	23	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	34	addphysicsmagic_p	280	280	-1	-1	0	0	24	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	35	addphysicsmagic_p	310	310	-1	-1	0	0	25	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内功伤害百分比	碎尘	0	36	addphysicsmagic_p	340	340	-1	-1	0	0	26	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	1	attackratingenhance_v	50	50	-1	-1	0	0	1	1000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	2	attackratingenhance_v	100	100	-1	-1	0	0	2	1670	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	3	attackratingenhance_v	150	150	-1	-1	0	0	3	2780	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	4	attackratingenhance_v	200	200	-1	-1	0	0	4	4660	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	5	attackratingenhance_v	250	250	-1	-1	0	0	5	7700	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	6	attackratingenhance_v	300	300	-1	-1	0	0	6	12500	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	7	attackratingenhance_v	350	350	-1	-1	0	0	7	22300	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	8	attackratingenhance_v	400	400	-1	-1	0	0	8	33400	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	9	attackratingenhance_v	450	450	-1	-1	0	0	9	59000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	10	attackratingenhance_v	500	500	-1	-1	0	0	10	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	11	attackratingenhance_v	530	530	-1	-1	0	0	1	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	12	attackratingenhance_v	560	560	-1	-1	0	0	2	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	13	attackratingenhance_v	590	590	-1	-1	0	0	3	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	14	attackratingenhance_v	620	620	-1	-1	0	0	4	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	15	attackratingenhance_v	650	650	-1	-1	0	0	5	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	16	attackratingenhance_v	680	680	-1	-1	0	0	6	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	17	attackratingenhance_v	710	710	-1	-1	0	0	7	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	18	attackratingenhance_v	740	740	-1	-1	0	0	8	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	19	attackratingenhance_v	770	770	-1	-1	0	0	9	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	20	attackratingenhance_v	800	800	-1	-1	0	0	10	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	21	attackratingenhance_v	830	830	-1	-1	0	0	11	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	22	attackratingenhance_v	860	860	-1	-1	0	0	12	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	23	attackratingenhance_v	890	890	-1	-1	0	0	13	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	24	attackratingenhance_v	920	920	-1	-1	0	0	14	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	25	attackratingenhance_v	950	950	-1	-1	0	0	15	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	26	attackratingenhance_v	980	980	-1	-1	0	0	16	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	27	attackratingenhance_v	710	710	-1	-1	0	0	17	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	28	attackratingenhance_v	740	740	-1	-1	0	0	18	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	29	attackratingenhance_v	770	770	-1	-1	0	0	19	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	30	attackratingenhance_v	800	800	-1	-1	0	0	20	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	31	attackratingenhance_v	830	830	-1	-1	0	0	21	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	32	attackratingenhance_v	860	860	-1	-1	0	0	22	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	33	attackratingenhance_v	890	890	-1	-1	0	0	23	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	34	attackratingenhance_v	920	920	-1	-1	0	0	24	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	35	attackratingenhance_v	950	950	-1	-1	0	0	25	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加命中	心眼	0	36	attackratingenhance_v	980	980	-1	-1	0	0	26	200000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	1	attackspeed_v	3	3	-1	-1	0	0	1	1000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	2	attackspeed_v	5	5	-1	-1	0	0	2	1670	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	3	attackspeed_v	7	7	-1	-1	0	0	3	2780	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	4	attackspeed_v	9	9	-1	-1	0	0	4	4630	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	5	attackspeed_v	10	10	-1	-1	0	0	5	7700	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	6	attackspeed_v	12	12	-1	-1	0	0	6	12830	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	7	attackspeed_v	14	14	-1	-1	0	0	7	21300	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	8	attackspeed_v	16	16	-1	-1	0	0	8	35750	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	9	attackspeed_v	17	17	-1	-1	0	0	9	58830	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	10	attackspeed_v	18	18	-1	-1	0	0	10	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	11	attackspeed_v	19	19	-1	-1	0	0	1	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	12	attackspeed_v	20	20	-1	-1	0	0	2	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	13	attackspeed_v	22	22	-1	-1	0	0	3	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	14	attackspeed_v	24	24	-1	-1	0	0	4	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	15	attackspeed_v	26	26	-1	-1	0	0	5	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	16	attackspeed_v	27	27	-1	-1	0	0	6	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	17	attackspeed_v	28	28	-1	-1	0	0	7	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	18	attackspeed_v	29	29	-1	-1	0	0	8	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	19	attackspeed_v	30	30	-1	-1	0	0	9	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	20	attackspeed_v	32	32	-1	-1	0	0	10	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	21	attackspeed_v	34	34	-1	-1	0	0	11	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	22	attackspeed_v	36	36	-1	-1	0	0	12	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	23	attackspeed_v	38	38	-1	-1	0	0	13	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	24	attackspeed_v	40	40	-1	-1	0	0	14	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	25	attackspeed_v	42	42	-1	-1	0	0	15	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	26	attackspeed_v	43	43	-1	-1	0	0	16	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	27	attackspeed_v	28	28	-1	-1	0	0	17	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	28	attackspeed_v	29	29	-1	-1	0	0	18	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	29	attackspeed_v	30	30	-1	-1	0	0	19	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	30	attackspeed_v	32	32	-1	-1	0	0	20	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	31	attackspeed_v	34	34	-1	-1	0	0	21	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	32	attackspeed_v	36	36	-1	-1	0	0	22	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	33	attackspeed_v	38	38	-1	-1	0	0	23	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	34	attackspeed_v	40	40	-1	-1	0	0	24	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	35	attackspeed_v	42	42	-1	-1	0	0	25	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加外功攻击速度	飞燕	0	36	attackspeed_v	43	43	-1	-1	0	0	26	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	1	castspeed_v	3	3	-1	-1	0	0	1	1000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	2	castspeed_v	5	5	-1	-1	0	0	2	1670	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	3	castspeed_v	7	7	-1	-1	0	0	3	2780	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	4	castspeed_v	9	9	-1	-1	0	0	4	4630	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	5	castspeed_v	10	10	-1	-1	0	0	5	7700	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	6	castspeed_v	12	12	-1	-1	0	0	6	12830	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	7	castspeed_v	14	14	-1	-1	0	0	7	21300	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	8	castspeed_v	16	16	-1	-1	0	0	8	35750	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	9	castspeed_v	17	17	-1	-1	0	0	9	58830	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	10	castspeed_v	18	18	-1	-1	0	0	10	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	11	castspeed_v	19	19	-1	-1	0	0	1	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	12	castspeed_v	20	20	-1	-1	0	0	2	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	13	castspeed_v	22	22	-1	-1	0	0	3	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
加内功攻击速度	灵舞	0	14	castspeed_v	24	24	-1	-1	0	0	4	125000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
