ClassName	X	Y
26_jiguanfushou_3	53408	83680
26_jiguanfushou_4	53440	82496
26_jiguanfushou_4	53600	82784
26_jiguanfushou_4	53440	82784
26_jiguanfushou_4	53600	82496
26_liukuo	54624	82720
26_shibei	53984	83264
26_guohuo	53984	83264
26_wanjiachushengdian	54720	84960
26_qinghua	53152	82848
26_qinghua	53152	86144
26_qinghua	53536	85184
26_qinghua	54560	83840
27_yelang_1	55904	82144
27_yelang_2	56480	82592
27_yelang_3	55904	81984
27_yelang_3	55904	82304
27_yelang_3	55808	82080
27_yelang_3	55808	82240
27_yelang_3	56000	82240
27_yelang_3	56000	82080
27_yelang_3	55904	83008
27_yelang_3	55904	83360
27_yelang_3	55808	83104
27_yelang_3	55808	83264
27_yelang_3	56000	83104
27_yelang_3	56000	83264
27_yelang_3	56352	82592
27_yelang_3	56416	82496
27_yelang_3	56416	82688
27_yelang_3	56544	82496
27_yelang_3	56544	82688
27_yelang_3	56608	82592
27_yelang_4	56224	82208
27_yelang_4	56160	82304
27_yelang_4	56224	82400
27_yelang_4	56288	82304
27_yelang_5	56224	81696
27_yelang_5	56384	81888
27_yelang_5	56576	82048
27_yelang_5	56736	82240
27_yelang_6	55776	83680
27_langwang	56672	81536
27_gouhuo	56672	81536
27_renyao	57152	83712
27_renyao_1	56224	82304
27_liukuo	56096	81504
27_wanjiachushengdian	56896	84320
27_qinghua	55296	82368
27_qinghua	55488	83584
27_qinghua	56672	81184
27_qinghua	56384	84992
27_qinghua	56864	82528
28_guonong_1	51296	90752
28_guonong_1	51840	93280
28_guonong_2	50624	91296
28_guonong_2	51360	94176
28_guonong_3	50400	90560
28_guonong_3	50592	90112
28_guonong_3	50336	90240
28_guonong_3	50496	91296
28_guonong_3	50560	91136
28_guonong_3	50560	91488
28_guonong_3	50816	89856
28_guonong_3	51072	90144
28_guonong_3	50752	91296
28_guonong_3	50688	91136
28_guonong_3	50688	91488
28_guonong_3	51296	90528
28_guonong_3	51296	90976
28_guonong_3	51392	90688
28_guonong_3	51392	90880
28_guonong_3	51200	90688
28_guonong_3	51200	90880
28_guonong_3	51680	93280
28_guonong_3	51360	93856
28_guonong_3	51232	94048
28_guonong_3	51488	94048
28_guonong_3	51360	94528
28_guonong_3	51232	94336
28_guonong_3	51488	94336
28_guonong_3	51648	95296
28_guonong_3	51904	93088
28_guonong_3	51776	93088
28_guonong_3	52000	93280
28_guonong_3	51776	93504
28_guonong_3	51936	93504
28_guonong_3	52064	95008
28_guonong_3	51808	94976
28_guonong_3	52000	94688
28_guonong_3	51776	94624
28_guonong_3	51808	95232
28_guonong_3	52032	95328
28_guolan	50880	90528
28_guolan	51264	93216
28_guolan	51456	94720
28_liukuo	50944	95680
28_liukuo	52128	95008
28_liukuo	51424	90304
28_liukuo	50208	90688
28_gouhuo	51264	93216
28_wanjiachushengdian	51744	90720
28_qinghua	50464	92096
28_qinghua	50848	93440
28_qinghua	50912	94848
28_qinghua	51808	90816
28_qinghua	51968	93952
29_liezhijiguanren_1	54432	91520
29_liezhijiguanren_1	54304	92128
29_liezhijiguanren	54304	91680
29_liezhijiguanren	54560	91776
29_liezhijiguanren	54560	92000
29_liezhijiguanren	54432	92192
29_liezhijiguanren	54720	92768
29_liezhijiguanren	54720	92544
29_liezhijiguanren	55264	91552
29_liezhijiguanren	55264	91776
29_liezhijiguanren	55008	92352
29_liezhijiguanren	54816	92352
29_liezhijiguanren	54880	92800
29_liezhijiguanren	54976	92576
29_liezhijiguanren	55296	89408
29_liezhijiguanren	55424	89728
29_liezhijiguanren	55520	89536
29_liezhijiguanren	55392	89248
29_liezhijiguanren	55616	89216
29_liezhijiguanren	55584	89856
29_liezhijiguanren	55488	91456
29_liezhijiguanren	55488	91904
29_liezhijiguanren	55712	91552
29_liezhijiguanren	55712	91776
29_liezhijiguanren	56256	89920
29_liezhijiguanren	56096	89984
29_liezhijiguanren	56160	89728
29_liezhijiguanren	56224	90272
29_liezhijiguanren_2	56384	89792
29_liezhijiguanren_2	56416	90176
29_ziyuan	54848	91104
29_liukuo	55424	88576
29_liukuo	55712	91296
29_liukuo	54464	91040
29_liukuo	54336	92640
29_gouhuo	54848	91104
29_wanjiachushengdian	56160	89056
29_qinghua	54400	92768
29_qinghua	54816	90784
29_qinghua	55328	89888
29_qinghua	56448	89408
30_yehou_1	53600	97120
30_yehou_1	54336	96896
30_yehou_2	53536	96960
30_yehou_2	53504	97152
30_yehou_2	53696	97088
30_yehou_2	53600	96864
30_yehou_2	53696	97280
30_yehou_2	53600	97280
30_yehou_2	54240	96832
30_yehou_2	54240	97024
30_yehou_2	54336	96704
30_yehou_2	54336	97088
30_yehou_2	54432	96832
30_yehou_2	54432	97024
30_yelang	53216	96864
30_yelang	53216	97280
30_yelang	53152	97632
30_yelang	53728	96256
30_yelang	53728	96672
30_yelang	53472	96608
30_yelang	53344	97088
30_yelang	53664	97184
30_yelang	53376	96320
30_yelang	53248	96544
30_yelang	53536	97536
30_yelang	53856	95968
30_yelang	54080	96224
30_yelang	54144	95808
30_yelang	54208	95328
30_yelang	53888	96288
30_yelang	53920	96640
30_yelang	54112	96544
30_yelang	53856	96992
30_yelang	53984	97216
30_yelang	54144	96928
30_yelang	54208	97184
30_yelang	53792	97536
30_yelang	54016	97536
30_yelang	54368	95488
30_yelang	54432	97248
30_yelang	54528	96960
30_yelang	54720	97024
30_yelang	54304	96800
30_yelang	54304	97504
30_yunsongxiguademache	55168	94400
30_liukuo	54336	96288
30_liukuo	54400	97664
30_liukuo	53792	96832
30_gouhuo	54528	97216
30_wanjiachushengdian	55168	94656
30_qinghua	53184	96320
30_qinghua	53312	97568
30_qinghua	53984	95168
30_qinghua	54688	96896
31_guonong_1	46496	96064
31_guonong_1	48352	95040
31_guonong_2	47264	94720
31_guonong_2	48320	96960
31_guonong_3	46496	95712
31_guonong_3	46368	95904
31_guonong_3	46368	96224
31_guonong_3	46528	96384
31_guonong_3	46688	95904
31_guonong_3	46688	96224
31_guonong_3	47104	94720
31_guonong_3	47392	94720
31_guonong_3	47168	94528
31_guonong_3	47328	94528
31_guonong_3	47168	94912
31_guonong_3	47328	94912
31_guonong_3	47328	96544
31_guonong_3	47392	96288
31_guonong_3	47488	96800
31_guonong_3	47168	96672
31_guonong_3	47616	96160
31_guonong_3	47872	95296
31_guonong_3	47968	95680
31_guonong_3	47808	96736
31_guonong_3	47680	96480
31_guonong_3	48352	94752
31_guonong_3	48256	94912
31_guonong_3	48256	95136
31_guonong_3	48480	94912
31_guonong_3	48480	95136
31_guonong_3	48352	95232
31_guonong_3	48192	95872
31_guonong_3	48416	96128
31_guonong_3	48160	96960
31_guonong_3	48448	96960
31_guonong_3	48256	96800
31_guonong_3	48352	96800
31_guonong_3	48256	97152
31_guonong_3	48352	97152
31_guonong_3	48544	96416
31_guolan	47040	95520
31_guolan	47968	94976
31_guolan	48128	96416
31_liukuo	48160	94912
31_liukuo	47040	95552
31_liukuo	47968	96416
31_gouhuo	47968	94976
31_wanjiachushengdian	47456	95584
31_qinghua	46464	96448
31_qinghua	46976	94560
31_qinghua	48064	96768
31_qinghua	48192	94528
32_youmingjianke	50496	101504
32_youmingjianke	50496	102112
32_youmingjianke	50336	101696
32_youmingjianke	50336	101952
32_youmingjianke	50656	101696
32_youmingjianke	50656	101984
32_youmingjianke	50560	103936
32_youmingjianke	50656	103712
32_youmingjianke	50656	104256
32_youmingjianke	51104	99296
32_youmingjianke	51104	99648
32_youmingjianke	51008	99392
32_youmingjianke	51008	99552
32_youmingjianke	51104	100320
32_youmingjianke	50912	103936
32_youmingjianke	50816	103712
32_youmingjianke	50816	104256
32_youmingjianke	51200	99392
32_youmingjianke	51200	99552
32_youmingjianke	51360	100320
32_youmingjianke	51200	100192
32_youmingjianke	51296	100192
32_youmingjianke	51200	100416
32_youmingjianke	51296	100416
32_youmingjianke	51200	101568
32_youmingjianke	51328	101440
32_youmingjianke	51552	101472
32_youmingjianke	51456	102944
32_youmingjianke	51328	103136
32_youmingjianke	51584	103104
32_youmingjianke	51456	103616
32_youmingjianke	51328	103488
32_youmingjianke	51584	103488
32_youmingjianke	51712	101632
32_youmingjianke	51776	101888
32_youmingjianke	51808	102144
32_zhoudafei	50624	98912
32_liukuo	49920	103264
32_liukuo	50464	104832
32_mibao	50976	103456
32_mibao	51104	103232
32_mibao	51392	103264
32_mibao	51072	103680
32_mibao	51232	103776
32_mibao	51360	103232
32_gouhuo	50560	103776
32_wanjiachushengdian	50720	98784
32_qinghua	49760	100832
32_qinghua	50400	99840
32_qinghua	50432	104640
32_qinghua	50784	103232
33_jiguanmuren_1	50560	107264
33_jiguanmuren_1	51296	108544
33_jiguanmuren_2	50656	108384
33_jiguanmuren_2	51200	107392
33_jiguanmuren_3	50560	107104
33_jiguanmuren_3	50560	107456
33_jiguanmuren_3	50464	107200
33_jiguanmuren_3	50656	107200
33_jiguanmuren_3	50656	107392
33_jiguanmuren_3	50464	107360
33_jiguanmuren_3	50528	108384
33_jiguanmuren_3	50592	108256
33_jiguanmuren_3	50592	108512
33_jiguanmuren_3	50624	107840
33_jiguanmuren_3	51072	107392
33_jiguanmuren_3	51136	107264
33_jiguanmuren_3	51136	107520
33_jiguanmuren_3	50784	108384
33_jiguanmuren_3	50720	108256
33_jiguanmuren_3	50720	108512
33_jiguanmuren_3	51328	107392
33_jiguanmuren_3	51264	107264
33_jiguanmuren_3	51264	107520
33_jiguanmuren_3	51296	108320
33_jiguanmuren_3	51200	108416
33_jiguanmuren_3	51392	108416
33_jiguanmuren_3	51296	107936
33_jiguanmuren_3	51296	108736
33_jiguanmuren_3	51200	108672
33_jiguanmuren_3	51392	108672
33_jiguanmuren_4	52288	107488
33_jiguanmuren_4	52416	107488
33_jiguanmuren_4	52224	107648
33_jiguanmuren_4	52512	107648
33_jiguanmuren_4	52288	107808
33_jiguanmuren_4	52416	107808
33_jiguanmuren_4	52704	108096
33_jiguanmuren_4	52704	108416
33_jiguanmuren_4	52608	108160
33_jiguanmuren_4	52608	108352
33_jiguanmuren_4	52800	108192
33_jiguanmuren_4	52800	108352
33_qinzhong	52960	107520
33_luzhang	51584	107264
33_luzhang	51648	107328
33_liukuo	51968	106976
33_liukuo	51456	106080
33_liukuo	52576	107360
33_gouhuo	52672	107936
33_wanjiachushengdian	51008	107936
33_qinghua	50912	107008
33_qinghua	50944	108992
33_qinghua	52256	108480
34_youminggui_1	54496	105472
34_youminggui_1	55712	104352
34_youminggui_2	54592	103776
34_youminggui_2	55360	103648
34_youminggui_3	54400	103744
34_youminggui_3	54720	103744
34_youminggui_3	54496	103552
34_youminggui_3	54496	103968
34_youminggui_3	54656	103552
34_youminggui_3	54656	103968
34_youminggui_3	54496	105280
34_youminggui_3	54400	105376
34_youminggui_3	54592	105376
34_youminggui_3	54496	105664
34_youminggui_3	54400	105568
34_youminggui_3	54592	105568
34_youminggui_3	54912	103104
34_youminggui_3	55168	103104
34_youminggui_3	55008	102976
34_youminggui_3	55104	102976
34_youminggui_3	54976	103232
34_youminggui_3	55104	103232
34_youminggui_3	55232	103648
34_youminggui_3	55712	104128
34_youminggui_3	55616	104256
34_youminggui_3	55488	103648
34_youminggui_3	55296	103520
34_youminggui_3	55424	103520
34_youminggui_3	55296	103776
34_youminggui_3	55424	103776
34_youminggui_3	55712	104544
34_youminggui_3	55616	104448
34_youminggui_3	55840	104256
34_youminggui_3	55840	104448
34_youminggui_4	53408	102016
34_youminggui_4	53568	101984
34_youminggui_4	53440	102272
34_youminggui_4	53600	102240
34_youminggui_4	53504	102976
34_youminggui_4	53664	102944
34_youminggui_4	53536	103200
34_youminggui_4	53696	103200
34_youminggui_4	54432	101760
34_youminggui_4	54560	101696
34_youminggui_4	54528	101920
34_youminggui_4	54400	101984
34_youmingguiwang	53952	102176
34_muzhuang_1	54112	102176
34_muzhuang_2	53856	101984
34_muzhuang_3	53856	102368
34_liukuo	53568	101376
34_liukuo	55264	101504
34_liukuo	54944	102976
34_gouhuo	53952	102176
34_wanjiachushengdian	53248	104448
34_qinghua	53440	101504
34_qinghua	53344	103136
34_qinghua	53824	105312
34_qinghua	55552	103232
35_jiutiandaoren	53376	91328
35_liukuo	52608	91616
35_wanjiachushengdian_1	53440	93312
35_wanjiachushengdian_2	53408	94272
35_qinghua	52384	92064
35_qinghua	52992	90816
35_qinghua	53600	92064
36_wanjiachushengdian_1	47104	89120
36_wanjiachushengdian_2	48512	87648
37_liequan	57728	91456
37_liequan	57824	91584
37_liequan	57856	91360
37_liequan	58240	91648
37_liequan	58848	90848
37_liequan	58784	91040
37_liequan	58400	91552
37_liequan	58528	91392
37_liequan	58912	91040
37_wangcai	57760	90592
37_muchao	57696	90464
37_gouhuo	57696	90464
37_liukuo	57760	90592
37_wanjiachushengdian	58464	91808
37_qinghua	56928	90976
37_qinghua	57696	90112
37_qinghua	58304	91072
37_qinghua	58304	90208
37_qinghua	59232	91264
75_jiaotou	47648	88384
75_gouhuo	47840	88704
75_junqi1	48224	87520
75_junqi2	48608	87488
75_junqi3	48672	87936
75_junqi4	48320	87904
75_junqi5	48064	88224
75_junqi6	47520	88736
75_junqi7	47136	88832
75_junqi8	47200	89344
75_weibing11	48320	87744
75_weibing11	48224	87936
75_weibing11	48384	88000
75_weibing21	47008	88832
75_weibing21	47072	89056
75_weibing21	47232	88704
75_weibing21	47328	88896
75_weibing21	47200	89056
75_weibing31	48544	87360
75_weibing31	48480	87552
75_weibing31	48736	87520
75_weibing31	48640	87712
75_weibing32	47072	89248
75_weibing32	47136	89472
75_weibing32	47328	89440
75_weibing32	47296	89216
75_weibing41	48096	87552
75_weibing41	48224	87328
75_weibing41	48384	87520
75_weibing41	48192	87712
75_weibing42	47488	88512
75_weibing42	47392	88768
75_weibing42	47520	88928
75_weibing42	47648	88832
75_weibing42	47616	88672
75_weibing51	48576	87840
75_weibing51	48768	87840
75_weibing51	48640	88032
75_weibing52	47968	88128
75_weibing52	48000	88352
75_weibing52	48160	88128
75_weibing52	48128	88384
75_weibing53	47040	89056
75_weibing53	47008	88864
75_weibing53	47200	88704
75_weibing53	47296	88896
75_weibing53	47168	89056
75_weibing61	48576	87360
75_weibing61	48512	87552
75_weibing61	48768	87520
75_weibing61	48672	87712
75_weibing62	48352	87744
75_weibing62	48256	87936
75_weibing62	48416	87904
75_weibing62	48352	88096
75_weibing63	47488	88544
75_weibing63	47424	88768
75_weibing63	47520	88896
75_weibing63	47616	88800
75_weibing64	47200	89088
75_weibing64	47296	89248
75_weibing64	47296	89408
75_weibing64	47104	89376
75_qinghua	46880	89120
75_qinghua	48896	87808
77_youminggui_1	55744	77536
77_youminggui_1	55840	76544
77_youminggui_2	54560	75392
77_youminggui_2	55392	75968
77_youminggui_3	54368	75392
77_youminggui_3	54752	75392
77_youminggui_3	54464	75680
77_youminggui_3	54688	75680
77_youminggui_3	54560	75104
77_youminggui_3	55232	75712
77_youminggui_3	55200	75968
77_youminggui_3	54976	78208
77_youminggui_3	54912	78400
77_youminggui_3	55040	78592
77_youminggui_3	55136	78112
77_youminggui_3	55104	78336
77_youminggui_3	55200	78528
77_youminggui_3	55392	75648
77_youminggui_3	55584	75968
77_youminggui_3	55392	76288
77_youminggui_3	55584	76224
77_youminggui_3	55584	77568
77_youminggui_3	55712	77728
77_youminggui_3	55776	78528
77_youminggui_3	55680	78688
77_youminggui_3	55904	76768
77_youminggui_3	56000	76640
77_youminggui_3	56064	76832
77_youminggui_3	55968	77024
77_youminggui_3	56128	77088
77_youminggui_3	55968	77312
77_youminggui_3	55808	77312
77_youminggui_3	55936	77472
77_youminggui_3	55872	77696
77_youminggui_4	55520	76096
77_youminggui_4	55680	76160
77_youminggui_4	55584	76320
77_youminggui_4	55552	78144
77_youminggui_4	55712	78144
77_youminggui_4	55360	78432
77_youminggui_4	55360	78816
77_youminggui_4	56000	77024
77_youminggui_4	56128	76832
77_youminggui_4	56128	77248
77_youminggui_4	55904	78496
77_youminggui_4	55904	78848
77_youmingguiwang	55648	78560
77_muzhuang_1	55616	78336
77_muzhuang_2	55488	78624
77_muzhuang_3	55776	78688
77_gouhuo	55584	78560
77_wanjiachushengdian	55520	78496
77_qinghua	55488	77888
77_qinghua	55680	78912
77_qinghua	56064	76864
77_qinghua	55840	78400
