ClassName	X	Y
5_eyu_3	55552	91552
5_eyu_3	55776	91296
5_eyu_3	55616	91936
5_eyu_3	55616	92352
5_eyu_3	55808	91616
5_eyu_3	55872	92032
5_eyu_1	56064	91648
5_eyu_3	56576	92480
5_eyu_3	56416	92736
5_eyu_3	56768	92704
5_eyu_3	56608	93024
5_eyu_3	56320	93088
5_eyu_3	56608	93408
5_eyu_3	57248	89120
5_eyu_3	57152	91296
5_eyu_3	57120	91808
5_eyu_3	56928	93024
5_eyu_2	56896	93376
5_eyu_3	57664	89152
5_eyu_3	57408	89632
5_eyu_3	57696	89952
5_eyu_3	57440	90080
5_eyu_3	57664	89600
5_eyu_3	57408	91072
5_eyu_3	57632	91360
5_eyu_2	57408	91648
5_eyu_3	57664	91872
5_eyu_3	57408	92192
5_eyu_3	57728	92192
5_eyu_3	57888	89248
5_eyu_3	57920	89600
5_shuangtougui	56832	93856
5_gouhuo	56832	93856
5_rensen	56320	89760
5_wanjiachushengdian	56544	90144
6_eyu_1	52064	89728
6_eyu_1	53536	91360
6_eyu_2	52320	92352
6_eyu_2	54592	89760
6_eyu_3	51680	89632
6_eyu_3	51936	89248
6_eyu_3	51904	90176
6_eyu_3	52000	92096
6_eyu_3	51968	92640
6_eyu_3	52224	89312
6_eyu_3	52480	89856
6_eyu_3	52224	90272
6_eyu_3	52288	91776
6_eyu_3	52576	91936
6_eyu_3	52320	92864
6_eyu_3	52576	92576
6_eyu_3	53216	91072
6_eyu_3	53472	90752
6_eyu_3	53248	91648
6_eyu_3	53504	91904
6_eyu_3	54208	89408
6_eyu_3	54112	89728
6_eyu_3	54144	90048
6_eyu_3	53760	91040
6_eyu_3	53760	91552
6_eyu_3	54368	89248
6_eyu_3	54336	90336
6_eyu_3	54592	90304
6_eyu_4	52928	88608
6_eyu_4	53184	89056
6_eyuwang	53248	88512
6_gouhuo	53248	88512
6_wanjiachushengdian	53280	89920
7_yelang_3	48608	89120
7_yelang_3	48800	89312
7_yelang_3	48800	89568
7_yelang_3	48672	89856
7_yelang_3	49568	90048
7_yelang_3	49472	90240
7_yelang_3	49568	90432
7_yelang_3	50144	86848
7_yelang_3	49888	87648
7_yelang_3	50048	87616
7_yelang_3	50016	87904
7_yelang_3	49824	87904
7_yelang_3	49920	88192
7_yelang_3	50144	88224
7_yelang_3	49856	88832
7_yelang_3	50048	88640
7_yelang_3	50048	88992
7_yelang_3	49856	89088
7_yelang_3	50048	89280
7_yelang_3	49760	90048
7_yelang_3	49664	90240
7_yelang_3	49856	90240
7_yelang_3	49792	90432
7_yelang_3	50272	86272
7_yelang_3	50464	86464
7_yelang_3	50304	86624
7_yelang_3	50528	86816
7_yelang_3	50368	86912
7_yelang_3	50208	88000
7_yelang_3	50240	88800
7_yelang_3	50240	89184
7_yelang_3	50688	86688
7_renmiao	50720	85056
7_gouhuo	50656	85568
7_xiaolu	48320	89536
7_wanjiachushengdian	50560	85952
8_huanghu_3	41344	86880
8_huanghu_3	41856	86720
8_huanghu_3	41600	86944
8_huanghu_3	41600	86528
8_huanghu_3	41760	87200
8_huanghu_3	41696	88448
8_huanghu_3	41952	88768
8_huanghu_3	41696	88768
8_huanghu_3	41920	89088
8_huanghu_3	42080	86528
8_huanghu_3	41984	87040
8_huanghu_3	41984	88480
8_huanghu_3	42144	88864
8_huanghu_3	42144	89152
8_huanghu_3	42784	90112
8_huanghu_3	42784	90560
8_huanghu_3	42784	91072
8_huanghu_3	42528	90336
8_huanghu_3	42528	90816
8_huanghu_3	43040	90368
8_huanghu_3	43040	90848
8_huanghu_3	43872	88736
8_huanghu_3	43840	89248
8_huanghu_3	44224	88640
8_huanghu_3	44384	88992
8_huanghu_3	44128	89088
8_huanghu_3	44416	89472
8_huanghu_3	44128	89568
8_mawang	43328	85856
8_gouhuo	43328	85856
8_renyan	44896	88064
8_wanjiachushengdian	44736	87968
9_huanghu_1	47008	100448
9_huanghu_1	48160	102304
9_huanghu_2	47904	101152
9_huanghu_2	47648	103136
9_huanghu_3	46880	100192
9_huanghu_3	47008	99744
9_huanghu_3	46784	100448
9_huanghu_3	46880	100672
9_huanghu_3	47136	100192
9_huanghu_3	47392	99872
9_huanghu_3	47584	99488
9_huanghu_3	47264	100480
9_huanghu_3	47168	100704
9_huanghu_3	47136	101088
9_huanghu_3	47584	100704
9_huanghu_3	47392	101696
9_huanghu_3	47264	101856
9_huanghu_3	47264	102080
9_huanghu_3	47392	102304
9_huanghu_3	47552	101888
9_huanghu_3	47552	102112
9_huanghu_3	47296	101376
9_huanghu_3	47488	103040
9_huanghu_3	47488	103296
9_huanghu_3	47296	102784
9_huanghu_3	47456	103648
9_huanghu_3	47776	99840
9_huanghu_3	47616	100000
9_huanghu_3	47936	100000
9_huanghu_3	47616	100288
9_huanghu_3	47968	100256
9_huanghu_3	47936	99552
9_huanghu_3	47904	100832
9_huanghu_3	47744	100992
9_huanghu_3	47744	101312
9_huanghu_3	48064	100992
9_huanghu_3	48064	101312
9_huanghu_3	47808	100448
9_huanghu_3	47936	101472
9_huanghu_3	47968	102304
9_huanghu_3	48064	102112
9_huanghu_3	47712	101600
9_huanghu_3	47872	102080
9_huanghu_3	48096	102496
9_huanghu_3	47648	102848
9_huanghu_3	47840	103040
9_huanghu_3	47840	103328
9_huanghu_3	47648	103456
9_huanghu_3	47840	103840
9_huanghu_3	48256	102080
9_huanghu_3	48352	102272
9_huanghu_3	48288	102464
9_huanghu_3	48160	102784
9_huanghu_3	48352	103008
9_gouhuo	47872	98816
9_wanjiachushengdian	47872	98816
10_heixiong_1	44736	99008
10_heixiong_1	45248	96128
10_heixiong_2	44448	97824
10_heixiong_2	45472	97600
10_heixiong_3	44320	97824
10_heixiong_3	44512	97664
10_heixiong_3	44384	97664
10_heixiong_3	44384	98016
10_heixiong_3	44512	98016
10_heixiong_3	44224	98464
10_heixiong_3	44224	98944
10_heixiong_3	44096	98592
10_heixiong_3	44096	98816
10_heixiong_3	44352	98592
10_heixiong_3	44352	98848
10_heixiong_3	44832	96576
10_heixiong_3	44832	97024
10_heixiong_3	44736	96704
10_heixiong_3	44736	96896
10_heixiong_3	44960	96704
10_heixiong_3	44960	96896
10_heixiong_3	44576	97824
10_heixiong_3	45024	97664
10_heixiong_3	45024	98080
10_heixiong_3	44896	97792
10_heixiong_3	44896	97984
10_heixiong_3	44576	99008
10_heixiong_3	44896	99008
10_heixiong_3	44832	98816
10_heixiong_3	44640	98816
10_heixiong_3	44640	99200
10_heixiong_3	44832	99200
10_heixiong_3	45120	96128
10_heixiong_3	45184	96000
10_heixiong_3	45312	96000
10_heixiong_3	45376	96128
10_heixiong_3	45184	96256
10_heixiong_3	45312	96256
10_heixiong_3	45344	97600
10_heixiong_3	45536	97472
10_heixiong_3	45408	97472
10_heixiong_3	45408	97760
10_heixiong_3	45536	97760
10_heixiong_3	45152	97792
10_heixiong_3	45152	97984
10_heixiong_3	45600	95808
10_heixiong_3	45920	96224
10_heixiong_3	45696	96480
10_heixiong_3	45696	96960
10_heixiong_3	45568	96608
10_heixiong_3	45568	96832
10_heixiong_3	45824	96608
10_heixiong_3	45824	96832
10_heixiong_3	45600	97600
10_gouhuo	45984	95616
10_wanjiachushengdian	45984	95616
11_yelang_1	50304	95424
11_yelang_1	51200	97184
11_yelang_2	50144	97056
11_yelang_2	51392	95584
11_yelang_3	49920	96064
11_yelang_3	49984	97056
11_yelang_3	50080	96928
11_yelang_3	50048	97248
11_yelang_3	49824	96288
11_yelang_3	49920	96512
11_yelang_3	50112	96608
11_yelang_3	50176	95424
11_yelang_3	50240	95296
11_yelang_3	50368	95296
11_yelang_3	50432	95424
11_yelang_3	50240	95552
11_yelang_3	50400	95552
11_yelang_3	50176	95968
11_yelang_3	50304	97056
11_yelang_3	50208	96928
11_yelang_3	50240	97248
11_yelang_3	50272	96480
11_yelang_3	50624	97664
11_yelang_3	50624	97888
11_yelang_3	50912	94592
11_yelang_3	50912	95072
11_yelang_3	50784	94720
11_yelang_3	50784	94912
11_yelang_3	51040	94720
11_yelang_3	51040	94944
11_yelang_3	50880	95616
11_yelang_3	51040	97184
11_yelang_3	51136	97024
11_yelang_3	50752	97120
11_yelang_3	51136	97344
11_yelang_3	50752	97504
11_yelang_3	50880	97664
11_yelang_3	50880	97920
11_yelang_3	50784	98080
11_yelang_3	51296	95456
11_yelang_3	51488	95456
11_yelang_3	51200	95616
11_yelang_3	51296	95776
11_yelang_3	51488	95776
11_yelang_3	51616	95616
11_yelang_3	51520	96128
11_yelang_3	51296	97024
11_yelang_3	51360	97184
11_yelang_3	51520	96736
11_yelang_3	51648	96320
11_yelang_3	51648	96576
11_yelang_3	51360	96320
11_yelang_3	51360	96576
11_yelang_3	51296	97376
11_gouhuo	50848	96320
11_wanjiachushengdian	50848	96320
12_heixiong_1	51136	103488
12_heixiong_1	51264	101056
12_heixiong_2	50496	102496
12_heixiong_2	51776	102528
12_heixiong_3	50560	101248
12_heixiong_3	50656	100768
12_heixiong_3	50368	102368
12_heixiong_3	50624	102304
12_heixiong_3	50592	101504
12_heixiong_3	50528	101920
12_heixiong_3	50368	101440
12_heixiong_3	50624	102720
12_heixiong_3	50400	102720
12_heixiong_3	50528	103072
12_heixiong_3	50432	103616
12_heixiong_3	50592	103488
12_heixiong_3	50592	103840
12_heixiong_3	51136	101280
12_heixiong_3	51104	100832
12_heixiong_3	50752	101184
12_heixiong_3	51008	101152
12_heixiong_3	50784	101408
12_heixiong_3	50912	101728
12_heixiong_3	50944	102048
12_heixiong_3	51040	103264
12_heixiong_3	51168	103040
12_heixiong_3	50880	103072
12_heixiong_3	50816	102528
12_heixiong_3	51040	103712
12_heixiong_3	50752	103648
12_heixiong_3	51392	101280
12_heixiong_3	51392	100800
12_heixiong_3	51328	100544
12_heixiong_3	51616	102240
12_heixiong_3	51296	101632
12_heixiong_3	51584	101824
12_heixiong_3	51616	101472
12_heixiong_3	51648	102784
12_heixiong_3	51264	103264
12_heixiong_3	51616	103264
12_heixiong_3	51520	102528
12_heixiong_3	51488	103040
12_heixiong_3	51264	103712
12_heixiong_3	51648	103616
12_heixiong_3	51776	101184
12_heixiong_3	51968	101152
12_heixiong_3	52032	100736
12_heixiong_3	51744	100864
12_heixiong_3	51936	102240
12_heixiong_3	51968	101408
12_heixiong_3	51808	101472
12_heixiong_3	51968	101888
12_heixiong_3	51808	102048
12_heixiong_3	51936	102784
12_renyao	51168	102560
12_gouhuo	51200	102112
12_wanjiachushengdian	51200	102112
68_carrot	48896	93120
68_carrot	48928	93600
68_carrot	49312	92928
68_carrot	49568	92832
68_carrot	49440	93408
68_carrot	49472	93856
68_carrot	49632	94400
68_carrot	49312	94560
68_carrot	49472	95104
68_carrot	49280	95552
68_carrot	49344	95968
68_carrot	49632	95712
68_carrot	49664	93248
68_carrot	49728	93664
68_carrot	50112	93856
68_carrot	49984	94624
68_carrot	49728	95264
68_carrot	50048	95424
68_carrot	50176	94720
68_carrot	50272	95168
68_skill	48704	92512
68_skill	48736	92864
68_skill	49088	93024
68_skill	48992	92640
68_skill	49056	92224
68_skill	48640	93376
68_skill	48864	93312
68_skill	48992	93792
68_skill	49344	92128
68_skill	49440	92608
68_skill	49632	92960
68_skill	49376	93088
68_skill	49248	93440
68_skill	49504	93568
68_skill	49536	94048
68_skill	49152	94336
68_skill	49440	94432
68_skill	49280	94848
68_skill	49568	94912
68_skill	49344	95264
68_skill	49184	95680
68_skill	49440	95648
68_skill	49632	95456
68_skill	49408	96160
68_skill	49760	93376
68_skill	49760	93856
68_skill	50016	93440
68_skill	49792	94272
68_skill	50080	94432
68_skill	50112	94912
68_skill	49824	94720
68_skill	49856	95296
68_skill	49888	95712
68_skill	49664	95904
68_skill	50272	93632
68_skill	50176	94080
68_skill	50336	94688
68_skill	50176	95264
68_skill	50368	95552
68_skill	50176	95648
68_trap	48928	92896
68_trap	49024	93344
68_trap	49440	92832
68_trap	49536	93184
68_trap	49376	93664
68_trap	49408	94336
68_trap	49568	94656
68_trap	49376	95040
68_trap	49536	95424
68_trap	49376	95712
68_trap	49664	93568
68_trap	49920	93408
68_trap	49664	93952
68_trap	49888	94144
68_trap	49952	94400
68_trap	50016	94880
68_trap	49696	94848
68_trap	49792	95584
68_trap	50112	95328
68_trap	50240	94368
70_gate_a1	54848	110816
70_gate_a2	59904	108320
70_gate_b1	59616	115968
70_gate_b2	62176	110688
70_switch_a1	59360	115904
70_switch_a2	61920	110624
70_switch_b1	54592	110720
70_switch_b2	59648	108256
