Template	ReactNpc	MapId	X	Y
3394	3415	101	1754	3523
3394	3415	101	1759	3593
3394	3415	101	1747	3606
3394	3415	101	1744	3641
3394	3415	101	1756	3650
3394	3415	101	1773	3444
3394	3415	101	1771	3494
3394	3415	101	1773	3510
3394	3415	101	1772	3527
3394	3415	101	1771	3543
3394	3415	101	1763	3522
3394	3415	101	1762	3538
3394	3415	101	1766	3559
3394	3415	101	1761	3575
3394	3415	101	1771	3585
3394	3415	101	1782	3503
3394	3415	101	1790	3539
3394	3415	101	1782	3520
3394	3415	101	1781	3537
3394	3415	101	1779	3552
3394	3415	101	1802	3456
3394	3415	101	1797	3561
3394	3415	101	1814	3459
0	0	130	1685	3473
0	0	130	1707	3420
0	0	130	1708	3521
0	0	130	1742	3497
0	0	130	1748	3394
0	0	130	1755	3448
3399	3420	130	1682	3491
3399	3420	130	1697	3413
3399	3420	130	1699	3530
3399	3420	130	1748	3411
3399	3420	130	1751	3508
3399	3420	130	1762	3462
3394	3415	130	1679	3440
3394	3415	130	1671	3447
3394	3415	130	1679	3462
3394	3415	130	1690	3426
3394	3415	130	1691	3447
3394	3415	130	1691	3462
3394	3415	130	1684	3510
3394	3415	130	1691	3491
3394	3415	130	1693	3509
3394	3415	130	1691	3527
3394	3415	130	1710	3439
3394	3415	130	1699	3434
3394	3415	130	1700	3453
3394	3415	130	1697	3475
3394	3415	130	1709	3481
3394	3415	130	1704	3501
3394	3415	130	1724	3401
3394	3415	130	1716	3417
3394	3415	130	1724	3441
3394	3415	130	1714	3463
3394	3415	130	1727	3483
3394	3415	130	1718	3513
3394	3415	130	1717	3495
3394	3415	130	1717	3533
3394	3415	130	1742	3383
3394	3415	130	1735	3404
3394	3415	130	1728	3419
3394	3415	130	1739	3424
3394	3415	130	1743	3451
3394	3415	130	1733	3441
3394	3415	130	1736	3476
3394	3415	130	1729	3458
3394	3415	130	1729	3504
3394	3415	130	1738	3519
3394	3415	130	1730	3527
3394	3415	130	1755	3380
3394	3415	130	1758	3400
3394	3415	130	1752	3430
3394	3415	130	1759	3483
3394	3415	130	1750	3469
3394	3415	130	1750	3488
3394	3415	130	1757	3520
3394	3415	130	1772	3479
3394	3415	130	1765	3509
