Template	ReactNpc	MapId	X	Y
3393	3414	100	1758	3522
3393	3414	100	1753	3584
3393	3414	100	1762	3479
3393	3414	100	1770	3517
3393	3414	100	1763	3507
3393	3414	100	1760	3493
3393	3414	100	1770	3488
3393	3414	100	1774	3503
3393	3414	100	1765	3547
3393	3414	100	1774	3536
3393	3414	100	1765	3532
3393	3414	100	1770	3560
3393	3414	100	1763	3588
3393	3414	100	1791	3479
3393	3414	100	1780	3516
3393	3414	100	1787	3531
3393	3414	100	1779	3554
3393	3414	100	1800	3458
3393	3414	100	1792	3516
3393	3414	100	1802	3510
3393	3414	100	1800	3493
3393	3414	100	1792	3497
3393	3414	100	1806	3546
3393	3414	100	1796	3539
3393	3414	100	1800	3523
3393	3414	100	1810	3467
3393	3414	100	1809	3492
3393	3414	100	1820	3528
3393	3414	100	1814	3558
3393	3414	100	1808	3575
3393	3414	100	1828	3488
3393	3414	100	1827	3551
0	0	30	1751	3558
0	0	30	1773	3534
0	0	30	1771	3590
0	0	30	1800	3536
0	0	30	1798	3590
0	0	30	1819	3563
3429	3419	30	1750	3570
3429	3419	30	1767	3527
3429	3419	30	1773	3602
3429	3419	30	1801	3525
3429	3419	30	1801	3603
3429	3419	30	1822	3551
3428	3414	30	1743	3557
3428	3414	30	1749	3543
3428	3414	30	1759	3549
3428	3414	30	1756	3531
3428	3414	30	1744	3584
3428	3414	30	1758	3589
3428	3414	30	1764	3540
3428	3414	30	1761	3573
3428	3414	30	1771	3576
3428	3414	30	1772	3554
3428	3414	30	1764	3602
3428	3414	30	1770	3616
3428	3414	30	1786	3512
3428	3414	30	1777	3521
3428	3414	30	1783	3535
3428	3414	30	1782	3552
3428	3414	30	1783	3571
3428	3414	30	1784	3606
3428	3414	30	1782	3589
3428	3414	30	1797	3512
3428	3414	30	1792	3526
3428	3414	30	1807	3543
3428	3414	30	1796	3555
3428	3414	30	1796	3575
3428	3414	30	1805	3566
3428	3414	30	1792	3600
3428	3414	30	1798	3618
3428	3414	30	1808	3517
3428	3414	30	1812	3531
3428	3414	30	1822	3538
3428	3414	30	1808	3583
3428	3414	30	1814	3556
3428	3414	30	1818	3580
3428	3414	30	1812	3615
3428	3414	30	1812	3597
3428	3414	30	1832	3545
3428	3414	30	1828	3568
0	0	107	1741	3595
0	0	107	1758	3489
0	0	107	1754	3548
0	0	107	1766	3664
0	0	107	1788	3528
0	0	107	1777	3590
3398	3419	107	1752	3484
3398	3419	107	1750	3557
3398	3419	107	1747	3604
3398	3419	107	1758	3669
3398	3419	107	1773	3582
3398	3419	107	1788	3516
3393	3414	107	1742	3564
3393	3414	107	1733	3570
3393	3414	107	1734	3602
3393	3414	107	1739	3584
3393	3414	107	1737	3628
3393	3414	107	1748	3496
3393	3414	107	1746	3508
3393	3414	107	1756	3536
3393	3414	107	1749	3525
3393	3414	107	1749	3578
3393	3414	107	1758	3568
3393	3414	107	1752	3590
3393	3414	107	1755	3608
3393	3414	107	1751	3644
3393	3414	107	1744	3638
3393	3414	107	1749	3624
3393	3414	107	1758	3633
3393	3414	107	1749	3673
3393	3414	107	1762	3482
3393	3414	107	1772	3478
3393	3414	107	1763	3499
3393	3414	107	1771	3511
3393	3414	107	1770	3526
3393	3414	107	1762	3526
3393	3414	107	1767	3541
3393	3414	107	1765	3580
3393	3414	107	1762	3553
3393	3414	107	1773	3554
3393	3414	107	1770	3569
3393	3414	107	1772	3604
3393	3414	107	1764	3595
3393	3414	107	1764	3617
3393	3414	107	1774	3624
3393	3414	107	1766	3679
3393	3414	107	1775	3673
3393	3414	107	1773	3656
3393	3414	107	1785	3505
3393	3414	107	1780	3518
3393	3414	107	1788	3541
3393	3414	107	1779	3535
3393	3414	107	1780	3548
3393	3414	107	1781	3570
3393	3414	107	1787	3562
3393	3414	107	1782	3656
3393	3414	107	1799	3517
0	0	117	1589	3136
0	0	117	1585	3209
0	0	117	1612	3246
0	0	117	1617	3146
0	0	117	1638	3196
0	0	117	1646	3260
3398	3419	117	1581	3141
3398	3419	117	1587	3194
3398	3419	117	1604	3253
3398	3419	117	1624	3139
3398	3419	117	1641	3210
3398	3419	117	1651	3269
3393	3414	117	1582	3126
3393	3414	117	1574	3139
3393	3414	117	1582	3227
3393	3414	117	1577	3243
3393	3414	117	1581	3256
3393	3414	117	1575	3275
3393	3414	117	1589	3118
3393	3414	117	1599	3119
3393	3414	117	1598	3136
3393	3414	117	1596	3151
3393	3414	117	1586	3155
3393	3414	117	1595	3167
3393	3414	117	1588	3181
3393	3414	117	1598	3179
3393	3414	117	1595	3225
3393	3414	117	1595	3206
3393	3414	117	1592	3251
3393	3414	117	1587	3238
3393	3414	117	1596	3266
3393	3414	117	1609	3132
3393	3414	117	1607	3148
3393	3414	117	1608	3164
3393	3414	117	1600	3194
3393	3414	117	1607	3181
3393	3414	117	1605	3218
3393	3414	117	1600	3238
3393	3414	117	1610	3234
3393	3414	117	1619	3123
3393	3414	117	1631	3129
3393	3414	117	1624	3156
3393	3414	117	1617	3163
3393	3414	117	1626	3178
3393	3414	117	1629	3191
3393	3414	117	1617	3210
3393	3414	117	1624	3201
3393	3414	117	1624	3222
3393	3414	117	1618	3230
3393	3414	117	1620	3260
3393	3414	117	1626	3244
3393	3414	117	1643	3140
3393	3414	117	1644	3155
3393	3414	117	1633	3148
3393	3414	117	1632	3165
3393	3414	117	1640	3175
3393	3414	117	1632	3208
3393	3414	117	1643	3226
3393	3414	117	1634	3228
3393	3414	117	1634	3253
3393	3414	117	1643	3247
3393	3414	117	1653	3130
3393	3414	117	1654	3150
3393	3414	117	1657	3253
3393	3414	117	1655	3283
3393	3414	117	1662	3296
3393	3414	117	1653	3302
3393	3414	117	1670	3282
0	0	103	1758	3551
0	0	103	1781	3495
0	0	103	1805	3530
0	0	103	1796	3592
0	0	103	1819	3637
0	0	103	1831	3564
3398	3419	103	1765	3561
3398	3419	103	1784	3484
3398	3419	103	1802	3605
3398	3419	103	1813	3528
3398	3419	103	1830	3551
3398	3419	103	1826	3630
3393	3414	103	1757	3583
3393	3414	103	1773	3496
3393	3414	103	1772	3533
3393	3414	103	1766	3540
3393	3414	103	1769	3578
3393	3414	103	1774	3562
3393	3414	103	1777	3479
3393	3414	103	1786	3510
3393	3414	103	1776	3546
3393	3414	103	1782	3536
3393	3414	103	1790	3526
3393	3414	103	1789	3547
3393	3414	103	1780	3574
3393	3414	103	1784	3558
3393	3414	103	1785	3588
3393	3414	103	1794	3488
3393	3414	103	1797	3519
3393	3414	103	1797	3539
3393	3414	103	1792	3573
3393	3414	103	1800	3576
3393	3414	103	1807	3589
3393	3414	103	1803	3656
3393	3414	103	1817	3546
3393	3414	103	1808	3544
3393	3414	103	1810	3566
3393	3414	103	1818	3579
3393	3414	103	1814	3599
3393	3414	103	1808	3643
3393	3414	103	1812	3617
3393	3414	103	1817	3660
3393	3414	103	1825	3531
3393	3414	103	1832	3580
3393	3414	103	1824	3561
3393	3414	103	1833	3615
3393	3414	103	1829	3653
3393	3414	103	1842	3562
0	0	86	1782	3490
0	0	86	1783	3554
0	0	86	1824	3458
0	0	86	1831	3527
0	0	86	1869	3499
0	0	86	1875	3438
3398	3419	86	1786	3480
3398	3419	86	1779	3563
3398	3419	86	1830	3467
3398	3419	86	1840	3534
3398	3419	86	1867	3489
3398	3419	86	1880	3426
3393	3414	86	1773	3499
3393	3414	86	1772	3546
3393	3414	86	1779	3466
3393	3414	86	1782	3513
3393	3414	86	1791	3518
3393	3414	86	1788	3500
3393	3414	86	1790	3537
3393	3414	86	1789	3576
3393	3414	86	1793	3468
3393	3414	86	1795	3486
3393	3414	86	1805	3475
3393	3414	86	1803	3514
3393	3414	86	1803	3497
3393	3414	86	1793	3562
3393	3414	86	1805	3578
3393	3414	86	1822	3444
3393	3414	86	1813	3459
3393	3414	86	1819	3474
3393	3414	86	1813	3507
3393	3414	86	1812	3490
3393	3414	86	1818	3542
3393	3414	86	1808	3530
3393	3414	86	1819	3520
3393	3414	86	1834	3447
3393	3414	86	1839	3465
3393	3414	86	1839	3482
3393	3414	86	1837	3513
3393	3414	86	1827	3506
3393	3414	86	1828	3488
3393	3414	86	1837	3497
3393	3414	86	1828	3540
3393	3414	86	1830	3555
3393	3414	86	1854	3423
3393	3414	86	1844	3454
3393	3414	86	1853	3483
3393	3414	86	1848	3472
3393	3414	86	1855	3458
3393	3414	86	1847	3519
3393	3414	86	1848	3501
3393	3414	86	1851	3538
3393	3414	86	1868	3425
3393	3414	86	1865	3459
3393	3414	86	1861	3475
3393	3414	86	1860	3519
3393	3414	86	1859	3498
3393	3414	86	1859	3541
3393	3414	86	1884	3443
3393	3414	86	1881	3497
3393	3414	86	1873	3515
3393	3414	86	1892	3460
0	0	132	1710	3627
0	0	132	1739	3584
0	0	132	1766	3512
0	0	132	1808	3508
0	0	132	1812	3589
0	0	132	1847	3545
3398	3419	132	1703	3614
3398	3419	132	1732	3596
3398	3419	132	1762	3520
3398	3419	132	1816	3520
3398	3419	132	1813	3573
3398	3419	132	1851	3533
3393	3414	132	1710	3584
3393	3414	132	1702	3636
3393	3414	132	1727	3509
3393	3414	132	1727	3582
3393	3414	132	1722	3602
3393	3414	132	1717	3618
3393	3414	132	1718	3637
3393	3414	132	1740	3502
3393	3414	132	1740	3521
3393	3414	132	1742	3561
3393	3414	132	1753	3511
3393	3414	132	1752	3530
3393	3414	132	1751	3549
3393	3414	132	1750	3576
3393	3414	132	1749	3597
3393	3414	132	1774	3500
3393	3414	132	1763	3539
3393	3414	132	1760	3562
3393	3414	132	1762	3578
3393	3414	132	1773	3561
3393	3414	132	1760	3597
3393	3414	132	1772	3592
3393	3414	132	1767	3614
3393	3414	132	1783	3512
3393	3414	132	1785	3496
3393	3414	132	1776	3524
3393	3414	132	1788	3532
3393	3414	132	1780	3547
3393	3414	132	1777	3576
3393	3414	132	1789	3570
3393	3414	132	1784	3615
3393	3414	132	1790	3591
3393	3414	132	1798	3490
3393	3414	132	1795	3508
3393	3414	132	1800	3530
3393	3414	132	1807	3550
3393	3414	132	1795	3553
3393	3414	132	1800	3575
3393	3414	132	1801	3607
3393	3414	132	1802	3630
3393	3414	132	1810	3497
3393	3414	132	1823	3506
3393	3414	132	1815	3538
3393	3414	132	1822	3600
3393	3414	132	1830	3521
3393	3414	132	1831	3550
3393	3414	132	1843	3515
3393	3414	132	1840	3533
3393	3414	132	1840	3560
3393	3414	132	1853	3564
3393	3414	132	1857	3547
0	0	133	1674	3471
0	0	133	1694	3524
0	0	133	1703	3410
0	0	133	1738	3450
0	0	133	1738	3555
0	0	133	1756	3487
3398	3419	133	1694	3425
3398	3419	133	1682	3483
3398	3419	133	1697	3537
3398	3419	133	1732	3432
3398	3419	133	1741	3569
3398	3419	133	1752	3504
3393	3414	133	1679	3441
3393	3414	133	1668	3435
3393	3414	133	1675	3501
3393	3414	133	1676	3539
3393	3414	133	1695	3385
3393	3414	133	1682	3416
3393	3414	133	1694	3401
3393	3414	133	1694	3449
3393	3414	133	1682	3460
3393	3414	133	1693	3474
3393	3414	133	1684	3512
3393	3414	133	1690	3496
3393	3414	133	1684	3531
3393	3414	133	1709	3442
3393	3414	133	1711	3425
3393	3414	133	1707	3462
3393	3414	133	1700	3485
3393	3414	133	1709	3517
3393	3414	133	1701	3507
3393	3414	133	1711	3492
3393	3414	133	1709	3538
3393	3414	133	1726	3413
3393	3414	133	1715	3394
3393	3414	133	1723	3455
3393	3414	133	1719	3433
3393	3414	133	1724	3480
3393	3414	133	1722	3503
3393	3414	133	1727	3547
3393	3414	133	1722	3524
3393	3414	133	1727	3567
3393	3414	133	1716	3556
3393	3414	133	1742	3484
3393	3414	133	1733	3466
3393	3414	133	1736	3504
3393	3414	133	1741	3532
3393	3414	133	1731	3574
3393	3414	133	1750	3466
3393	3414	133	1755	3527
3393	3414	133	1752	3549
3393	3414	133	1746	3587
