MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Biện Kinh Phủ
24	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Phượng Tường Phủ
25	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tương Dương Phủ
26	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Dương Châu Phủ
27	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Thành Đô Phủ
28	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đại Lý Phủ
29	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Phủ
30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Chiến Trường Cổ
31	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Quán Trọ Long Môn
32	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Quân Mã Trường
33	1	1	2	2	4	4	4	4	4	4	4	4	4	4	1	4	Mai Hoa Lĩnh
34	1	2	3	3	5	5	5	5	5	5	5	5	5	5	2	5	Trường Giang Hà Cốc
35	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Thị trấn Bạch Tộc
36	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Nhạn Đãng Long Thu
37	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	Bờ Hồ Động Đình
38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Trấn Đông Mộ Viên
39	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Kỳ Liên Sơn
40	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Đồng Quan
41	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hoài Thủy Sa Châu
42	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Thục Nam Trúc Hải
43	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Trà Mã Cổ Đạo
44	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phường Đúc Kiếm
45	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	Nhạc Dương Lâu
46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Cấm Địa Hậu Sơn
47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Cấm Địa Thiên Nhẫn
48	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	2	Kiến Tính Phong
49	1	1	1	2	3	3	3	3	3	3	3	3	3	3	10	3	Thiên Trụ Phong
50	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	4	Cô Tô Thủy Tạ
51	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	5	Cửu Lão Phong
52	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Bách Hoa Cốc
53	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Hồ Phỉ Thúy
54	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	3	Bộ Lạc Nam Di
55	1	2	2	4	5	5	6	6	6	6	6	6	6	6	12	9	Thanh Loa Đảo
56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đông Tháp Lâm
57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hoàng Lăng Kim Quốc 1
58	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Băng Huyệt 1
59	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Đông Long Hổ Huyễn Cảnh
60	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ngoài Yến Tử Ổ
61	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Cửu Lão Động 1
62	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Ngoài Bách Hoa Trận
63	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đông Bờ Hồ Trúc Lâm
64	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đông Rừng Nguyên Sinh
65	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	Đông Nam Lư Vĩ Đãng
66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Tây Tháp Lâm
67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Hoàng Lăng Kim Quốc 2
68	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	2	Mê Cung Băng Huyệt 2
69	1	1	1	2	3	3	2	2	2	2	2	2	2	2	9	2	Tây Long Hổ Huyễn Cảnh
70	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	4	Giữa Yến Tử Ổ
71	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	5	Cửu Lão Động 2
72	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Trong Bách Hoa Trận
73	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Tây Bờ Hồ Trúc Lâm
74	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	3	Tây Rừng Nguyên Sinh
75	1	2	2	4	5	5	5	5	5	5	5	5	5	5	12	5	Tây Bắc Lư Vĩ Đãng
76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Giữa Tháp Lâm
77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hoàng Lăng Kim Quốc 3
78	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Băng Huyệt 3
79	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Giữa Long Hổ Huyễn Cảnh
80	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Trong Yến Tử Ổ
81	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Cửu Lão Động 3
82	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Giữa Bách Hoa Trận
83	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Giữa Bờ Hồ Trúc Lâm
84	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Giữa Rừng Nguyên Sinh
85	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	Trung Lư Vĩ Đãng
86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Thái Hành Cổ Kính
87	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	2	Đại Tán Quan
88	1	1	1	2	3	3	7	7	7	7	7	7	7	7	8	7	Hán Thủy Cổ Độ
89	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	4	Hàn Sơn Cổ Sát
90	1	2	3	3	5	5	5	5	5	5	5	5	5	5	11	5	Cán Hoa Khê
91	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Nhĩ Hải Ma Nham
92	1	2	2	4	2	4	3	3	3	3	3	3	3	3	9	3	Thái Thạch Cơ
93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Dược Vương Động
94	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	2	Cư Diên Trạch
95	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Phục Ngưu Sơn
96	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hổ Khâu Kiếm Trì
97	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Hưởng Thủy Động
98	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Điểm Thương Sơn
99	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Bành Lãi Cổ Trạch
100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Phong Lăng Độ
101	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Sa Mạc
102	1	1	1	2	3	3	7	7	7	7	7	7	7	7	3	3	Kê Quán Động
103	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	4	Thục Cương Sơn
104	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	5	Kiếm Các Thục Đạo
105	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Hoàng Lăng Đoàn Thị
106	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	3	Cửu Nghi Khê
107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Long Môn Thạch Quật
108	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	2	Hoàng Lăng Tây Hạ
109	1	1	1	2	3	3	7	7	7	7	7	7	7	7	6	6	Hoàng Hạc Lâu
110	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiến Cúc Động
111	1	2	3	3	5	5	5	5	5	5	5	5	5	5	9	5	Kiếm Môn Quan
112	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Thiên Long Tự
113	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Bang Nguyên Bí Động
114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Sắc Lặc Xuyên
115	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	2	Gia Dụ Quan
116	1	1	1	2	3	3	7	7	7	7	7	7	7	7	5	5	Hoa Sơn
117	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	4	Thục Cương Bí Cảnh
118	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	5	Phong Đô Quỷ Thành
119	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Miêu Lĩnh
120	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	3	Vũ Di Sơn
121	1	2	2	4	5	5	7	7	7	7	7	7	7	7	8	4	Vũ Lăng Sơn
122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mạc Bắc Thảo Nguyên
123	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đôn Hoàng Cổ Thành
124	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Hoạt Tử Nhân Mộ
125	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đại Vũ Đài
126	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tam Hiệp Sạn Đạo
127	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Xi Vưu Động
128	1	2	2	4	2	4	3	3	3	3	3	3	3	3	13	3	Tỏa Vân Uyên
129	1	2	2	4	5	5	7	7	7	7	7	7	7	7	2	2	Phục Lưu Động
130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Mông Cổ Vương Đình
131	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	2	Nguyệt Nha Tuyền
132	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tàn Tích Cung A Phòng
133	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	4	Lương Sơn Bạc
134	1	2	3	3	5	5	5	5	5	5	5	5	5	5	13	5	Thần Nữ Phong
135	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	6	Tàn Tích Dạ Lang
136	1	2	2	4	2	4	3	3	3	3	3	3	3	3	14	3	Cổ Lãng Dữ
137	1	2	2	4	5	5	7	7	7	7	7	7	7	7	14	4	Đào Hoa Nguyên
169	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Lôi Đài Võ Lâm (Tương Dương)
176	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Thiết Sách Sạn Kiều (Tương Dương)
182	1	2	2	2	2	1	2	2	2	2	2	2	2	2	9	9	Báo Danh_Mông Cổ (Phượng Tường 1)
185	1	2	2	2	2	1	2	2	2	2	2	2	2	2	9	9	Báo Danh_Tây Hạ (Phượng Tường 1)
222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	Đại Lao Biện Kinh
223	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	3	Đại Lao Lâm An
224	1	2	2	4	2	4	7	7	7	7	7	7	7	7	14	14	Minh Giáo
233	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Đại điện Bạch Hổ Đường (cao)
234	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Bạch Hổ Đường 1_Đông (cao)
235	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Bạch Hổ Đường 1_Nam (cao)
236	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Bạch Hổ Đường 1_Tây (cao)
237	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Bạch Hổ Đường 1_Bắc (cao)
238	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Bạch Hổ Đường 2_Âm (cao)
239	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Bạch Hổ Đường 2_Dương (cao)
240	1	2	3	3	5	2	5	5	5	5	5	5	5	5	12	12	Bạch Hổ Đường 3 (cao)
241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	Đấu trường môn phái (Thiếu Lâm)
255	1	1	2	2	4	1	4	4	4	4	4	4	4	4	11	4	Tẩy Tủy Đảo
256	1	1	2	2	4	1	4	4	4	4	4	4	4	4	11	4	Tẩy Tủy Đảo Sơn Động
298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
303	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
304	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
305	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
306	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
307	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
308	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
309	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
310	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
311	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
312	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
313	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
314	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
315	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
316	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
317	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
318	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
319	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
320	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
321	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
322	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
323	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
324	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
325	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
326	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
327	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
328	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
329	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
330	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
331	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
332	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Báo Danh Tiêu Dao Cốc 1
342	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Báo Danh Tiêu Dao Cốc 2
399	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Thiên Lao
400	1	2	2	4	5	5	6	6	6	6	6	6	6	6	12	9	Khoang Thuyền 1
401	1	2	2	4	5	5	6	6	6	6	6	6	6	6	12	9	Khoang Thuyền 2
402	1	2	2	4	5	5	6	6	6	6	6	6	6	6	12	9	Khoang Thuyền 3
403	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	Phòng Bùi Dực Phi
404	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	Phòng Cầu Chỉ Thủy
405	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ngoại Mộ Anh Hùng
406	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ưng Chuẩn Giác
407	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Mãnh Hổ Hạng
408	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đảo khỉ
409	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Trích Thủy Động
410	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tàng Vân Hiên
411	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Biệt Viện Trường Giang
412	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Xích Luyện Xà Động
413	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đăng Sát Khẩu
414	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cam Lộ Cốc 1
415	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cam Lộ Cốc 2
416	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cuối Cam Lộ Cốc
417	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cuối Cam Lộ Cốc
418	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vấn Tâm Các
419	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vấn Tâm Các
420	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tụ Nghĩa Sảnh
421	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Nữ Vu Oa Bằng
422	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng Ân Đồng
423	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng Ân Phương
424	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đăng Sát Khẩu Lâu
425	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Nơi ở Mộc Thị
426	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cuối Cát Hà Lĩnh
427	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cuối Cát Hà Lĩnh
428	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Thạch Tượng_1
429	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Thạch Tượng_2
430	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Thạch Tượng_3
431	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Biệt Viện Âm Sơn
432	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Biệt Viện Âm Sơn
433	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Giải Kiếm Trì
434	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Thanh Hư Chân Thất
435	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Thanh Hư Chân Thất
436	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Vân Lộc Thủy Cư
437	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Vân Lộc Thủy Cư
438	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Vân Lộc Thủy Cư
439	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Nơi ở Đào Vĩnh Xương
440	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Nơi ở Đào Vĩnh Xương
441	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Nơi ở Đào Vĩnh Xương
442	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Nơi ở Đào Vĩnh Xương
443	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	Nơi ở Ngụy Trường Phong
444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Kim Cang Lĩnh
445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Kim Cang Lĩnh
446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Sơ Tổ Am
447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiệm Cháo
448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hồi Phong Giác Thảo Đường
449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hồi Phong Giác Thảo Đường
450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Huyền Tự Lao
451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Nơi ở Ngột Tát
452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiên Hình Điện
453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Trung Thành Điện
454	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Nội Doanh Hành Tại
455	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đại Trướng Trung Quân
456	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Từ Vân Am
457	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Phòng Cừu Tuyết
458	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Kiến Long Động
459	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Bố Y Các
460	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Bố Y Các
461	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Chuyết Giả Cư
462	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Gian tây Biệt Nhã Tiểu Trúc
463	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Gian chính Biệt Nhã Tiểu Trúc
464	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Xuân Mai Nhã Trúc
465	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Xuân Mai Nhã Trúc
466	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Xuân Mai Nhã Trúc
467	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Hậu đình Xuân Mai Nhã Trúc
468	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Hậu đình Xuân Mai Nhã Trúc
469	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Dịch Quán
470	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Dịch Quán
471	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Trận pháp tầng kế
472	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Trận Pháp Tổng Khu
473	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Huyền Nguyệt Đại Trận
474	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Trung tâm Huyền Nguyệt Trận
475	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Phẩm Hà Đường
476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bồ Sát Phong Nô
477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tàng Kiếm Sơn Trang
478	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tri Xuân Đài
479	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phủ đệ Chu Hy
480	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vào cung dạy học
481	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vào cung dạy học
482	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vào cung dạy học
483	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phủ đệ Bành Quy Niên
484	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Hậu viện Bành Phủ
485	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đại sảnh Triệu Phủ
486	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
487	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phủ đệ Chu Hy
488	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
