MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
1629	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đoàn Thể (thi đấu) (5)
1630	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đoàn Thể (thi đấu) (6)
1631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đoàn Thể (thi đấu) (1)
1632	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đoàn Thể (thi đấu) (2)
1633	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đoàn Thể (thi đấu) (3)
1634	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đoàn Thể (thi đấu) (4)
1638	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Gia Dụ Quan Chiến-Phượng Tường 1
1644	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	Đảo Anh Hùng (8)
1645	1	1	1	1	2	2	2	2	2	2	2	2	9	9	9	9	Đảo Anh Hùng (9)
1646	1	1	1	2	3	3	7	3	3	3	3	3	10	10	10	10	Đảo Anh Hùng (10)
1647	1	1	2	2	4	4	4	4	4	4	4	4	11	11	11	11	Đảo Anh Hùng (11)
1648	1	2	3	3	5	5	5	5	5	5	5	5	12	12	12	12	Đảo Anh Hùng (12)
1649	1	2	3	3	3	6	6	6	6	6	6	6	13	13	13	13	Đảo Anh Hùng (13)
1650	1	2	2	4	2	4	3	7	7	7	7	7	7	14	14	14	Đảo Anh Hùng (14)
1651	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Chuyển Server nơi ghi danh Mông Cổ Tây Hạ
1653	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Khu chuẩn bị Di Tích Hàn Vũ (1)
1654	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Khu chuẩn bị Di Tích Hàn Vũ (2)
1655	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (1)
1656	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (2)
1657	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (3)
1658	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (4)
1659	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (5)
1660	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (6)
1661	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (7)
1662	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (8)
1663	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (9)
1664	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (10)
1694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Liên Đấu Liên Server-Cao (1) 
1695	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Liên Đấu Liên Server-Cao (2) 
1696	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Liên Đấu Liên Server-Cao (3) 
1697	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Liên Đấu Liên Server-Cao (4) 
1698	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Liên Đấu Liên Server-Cao (5) 
1699	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Liên Đấu Liên Server-Cao (6) 
1700	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Liên Đấu Liên Server-Cao (7) 
1701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Liên Đấu Liên Server-Cao (8) 
1702	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Liên Đấu Liên Server-Cao (9) 
1703	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Liên Đấu Liên Server-Cao (10) 
1704	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Liên Đấu Liên Server-Cao (11) 
1705	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Liên Đấu Liên Server-Cao (12) 
1706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Liên Đấu Liên Server-Cao (1) 
1707	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Liên Đấu Liên Server-Cao (2) 
1708	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Liên Đấu Liên Server-Cao (3) 
1709	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Liên Đấu Liên Server-Cao (4) 
1710	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Liên Đấu Liên Server-Cao (5) 
1711	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Liên Đấu Liên Server-Cao (6) 
1712	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Liên Đấu Liên Server-Cao (7) 
1713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Liên Đấu Liên Server-Cao (8) 
1714	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Liên Đấu Liên Server-Cao (9) 
1715	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Liên Đấu Liên Server-Cao (10) 
1716	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Liên Đấu Liên Server-Cao (11) 
1717	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Liên Đấu Liên Server-Cao (12) 
1718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khoáng (ngoài) (1)
1719	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Khoáng (ngoài) (2)
1720	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Khoáng (ngoài) (3)
1721	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	Thiết Phù Thành (trong)
1722	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Thiết Phù Thành (ngai vàng)
1811	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Cuộc thi Nữ anh hùng
1812	1	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	Ngoài Thiết Phù Thành
1813	1	2	2	2	2	2	2	2	2	2	8	8	8	8	8	8	Ngoài Thiết Phù Thành
1814	1	1	3	3	3	3	3	3	3	3	7	7	7	7	7	7	Ngoài Thiết Phù Thành
1815	1	2	1	4	4	4	4	4	4	4	6	6	6	6	6	6	Ngoài Thiết Phù Thành
1816	1	1	2	1	5	5	5	5	5	5	5	5	5	5	5	5	Ngoài Thiết Phù Thành
1817	1	2	3	2	1	6	6	6	6	6	4	4	4	4	4	4	Ngoài Thiết Phù Thành
1818	1	1	1	3	2	1	7	7	7	7	3	3	3	3	3	3	Ngoài Thiết Phù Thành
1819	1	2	2	4	3	2	1	1	1	1	2	2	2	2	2	2	Ngoài Thiết Phù Thành
1820	1	1	3	1	4	3	2	2	2	2	1	1	1	1	1	1	Ngoài Thiết Phù Thành
1821	1	2	1	2	5	4	3	3	3	3	6	7	8	9	10	10	Ngoài Thiết Phù Thành
1822	1	1	2	3	1	5	4	4	4	4	7	8	9	10	11	11	Ngoài Thiết Phù Thành
1823	1	2	3	4	2	6	5	5	5	5	8	9	10	11	12	12	Ngoài Thiết Phù Thành
1824	1	1	1	1	3	1	6	6	6	6	9	10	11	12	13	13	Ngoài Thiết Phù Thành
1825	1	2	2	2	4	2	7	7	7	7	10	11	12	13	14	14	Ngoài Thiết Phù Thành
1826	1	1	3	3	5	3	1	1	1	1	11	12	13	14	15	15	Ngoài Thiết Phù Thành
1827	1	1	1	1	1	1	1	1	1	1	10	11	12	13	14	14	Trong Thiết Phù Thành
1828	1	2	2	2	2	2	2	2	2	2	9	10	11	12	13	13	Trong Thiết Phù Thành
1829	1	1	3	3	3	3	3	3	3	3	8	9	10	11	12	12	Trong Thiết Phù Thành
1830	1	2	1	4	4	4	4	4	4	4	7	8	9	10	11	11	Trong Thiết Phù Thành
1831	1	1	2	1	5	5	5	5	5	5	6	7	8	9	10	10	Trong Thiết Phù Thành
1832	1	2	3	4	5	6	7	7	7	7	11	12	13	14	15	15	Thiết Phù Thành (ngai vàng)
1833	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị Di Tích Hàn Vũ (3)
1834	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (11)
1835	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (12)
1836	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (13)
1837	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (14)
1838	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (15)
1864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Sảnh ngoài mật thất (1)
1865	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Sảnh ngoài mật thất (2)
1866	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Sảnh ngoài mật thất (3)
1867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Sảnh trong mật thất (1)
1868	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Sảnh trong mật thất (2)
1869	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Sảnh trong mật thất (3)
1870	1	2	1	4	4	4	4	4	4	4	4	4	4	4	4	4	Sảnh trong mật thất (4)
1871	1	1	2	1	5	5	5	5	5	5	5	5	5	5	5	5	Sảnh trong mật thất (5)
1872	1	2	3	2	1	6	6	6	6	6	6	6	6	6	6	6	Sảnh trong mật thất (6)
1873	1	1	1	3	2	1	7	7	7	7	7	7	7	7	7	7	Sảnh trong mật thất (7)
1874	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (16)
1875	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (17)
1876	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (18)
1877	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (19)
1878	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	Di Tích Hàn Vũ (20)
1879	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (21)
1880	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (22)
1881	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (23)
1882	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (24)
1883	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	Di Tích Hàn Vũ (25)
1884	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (26)
1885	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (27)
1886	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (28)
1887	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (29)
1888	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	Di Tích Hàn Vũ (30)
1889	1	2	1	4	4	4	4	4	4	4	4	4	4	4	4	4	Sảnh ngoài mật thất (4)
1890	1	1	2	1	5	5	5	5	5	5	5	5	5	5	5	5	Sảnh ngoài mật thất (5)
1891	1	2	3	2	1	6	6	6	6	6	6	6	6	6	6	6	Sảnh ngoài mật thất (6)
1892	1	1	1	3	2	1	7	7	7	7	7	7	7	7	7	7	Sảnh ngoài mật thất (7)
1893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hội trường liên đấu liên server (1)
1894	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Hội trường liên đấu liên server (2)
1895	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Hội trường liên đấu liên server (3)
1896	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hội trường liên đấu liên server (4)
1897	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Hội trường liên đấu liên server (5)
1898	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Hội trường liên đấu liên server (6)
1899	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Hội trường liên đấu liên server (7)
1900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hội trường liên đấu liên server (8)
1901	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Hội trường liên đấu liên server (9)
1902	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hội trường liên đấu liên server (10)
1903	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Hội trường liên đấu liên server (11)
1904	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Hội trường liên đấu liên server (12)
1905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chuẩn bị liên đấu liên server (1)
1906	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Khu chuẩn bị liên đấu liên server (2)
1907	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Khu chuẩn bị liên đấu liên server (3)
1908	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chuẩn bị liên đấu liên server (4)
1909	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu liên server (5)
1910	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Khu chuẩn bị liên đấu liên server (6)
1911	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu liên server (7)
1912	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chuẩn bị liên đấu liên server (8)
1913	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Khu chuẩn bị liên đấu liên server (9)
1914	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chuẩn bị liên đấu liên server (10)
1915	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu liên server (11)
1916	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu liên server (12)
1917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (1)
1918	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu liên server (2)
1919	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (3)
1920	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (4)
1921	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (5)
1922	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu liên server (6)
1923	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (7)
1924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (8)
1925	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (9)
1926	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (10)
1927	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (11)
1928	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (12)
1929	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hội trường liên đấu liên server (1)
1930	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Hội trường liên đấu liên server (2)
1931	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Hội trường liên đấu liên server (3)
1932	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hội trường liên đấu liên server (4)
1933	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Hội trường liên đấu liên server (5)
1934	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Hội trường liên đấu liên server (6)
1935	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Hội trường liên đấu liên server (7)
1936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hội trường liên đấu liên server (8)
1937	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Hội trường liên đấu liên server (9)
1938	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hội trường liên đấu liên server (10)
1939	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Hội trường liên đấu liên server (11)
1940	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Hội trường liên đấu liên server (12)
1941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chuẩn bị liên đấu liên server (1)
1942	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Khu chuẩn bị liên đấu liên server (2)
1943	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Khu chuẩn bị liên đấu liên server (3)
1944	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chuẩn bị liên đấu liên server (4)
1945	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu liên server (5)
1946	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Khu chuẩn bị liên đấu liên server (6)
1947	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu liên server (7)
1948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Khu chuẩn bị liên đấu liên server (8)
1949	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Khu chuẩn bị liên đấu liên server (9)
1950	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Khu chuẩn bị liên đấu liên server (10)
1951	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Khu chuẩn bị liên đấu liên server (11)
1952	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Khu chuẩn bị liên đấu liên server (12)
